KEY,Portuguese
ITEM_STORY_46024,"A escama de Scalaxia, o dragão azul ancião de gelo. Contém a forte energia dos veios de dragão de Turandana, a terra de gelo."
ITEM_STORY_46025,"A escama de Scalaxia, o dragão azul ancião de gelo. Contém a forte energia dos veios de dragão de Turandana, a terra de gelo."
ITEM_STORY_46026,"A escama de Scalaxia, o dragão azul ancião de gelo. Contém a forte energia dos veios de dragão de Turandana, a terra de gelo."
ITEM_STORY_46027,"A escama de Scalaxia, o dragão azul ancião de gelo. Contém a forte energia dos veios de dragão de Turandana, a terra de gelo."
ITEM_STORY_46033,"A escama de Zyrrkinoth, o dragão verde ancião venenoso. Contém a forte energia dos veios de dragão de Grimvine, o pântano da morte."
ITEM_STORY_46034,"A escama de Zyrrkinoth, o dragão verde ancião venenoso. Contém a forte energia dos veios de dragão de Grimvine, o pântano da morte."
ITEM_STORY_46035,"A escama de Zyrrkinoth, o dragão verde ancião venenoso. Contém a forte energia dos veios de dragão de Grimvine, o pântano da morte."
ITEM_STORY_46036,"A escama de Zyrrkinoth, o dragão verde ancião venenoso. Contém a forte energia dos veios de dragão de Grimvine, o pântano da morte."
ITEM_STORY_46037,"A escama de Zyrrkinoth, o dragão verde ancião venenoso. Contém a forte energia dos veios de dragão de Grimvine, o pântano da morte."
ITEM_STORY_46043,"A escama de Armarta, o dragão negro ancião de pedra. Contém a forte energia dos veios de dragão de Ashen Nox, o Sol Negro."
ITEM_STORY_46044,"A escama de Armarta, o dragão negro ancião de pedra. Contém a forte energia dos veios de dragão de Ashen Nox, o Sol Negro."
ITEM_STORY_46045,"A escama de Armarta, o dragão negro ancião de pedra. Contém a forte energia dos veios de dragão de Ashen Nox, o Sol Negro."
ITEM_STORY_46046,"A escama de Armarta, o dragão negro ancião de pedra. Contém a forte energia dos veios de dragão de Ashen Nox, o Sol Negro."
ITEM_STORY_46047,"A escama de Armarta, o dragão negro ancião de pedra. Contém a forte energia dos veios de dragão de Ashen Nox, o Sol Negro."
ITEM_STORY_46107,"A garra de uma manticora, Fera do Caos. O poder caótico dessa fera quimera não tem fim."
ITEM_STORY_45021,Um pergaminho de encantamento que contém o poder das chamas.
ITEM_STORY_45022,Um pergaminho de encantamento que contém o poder do gelo.
ITEM_STORY_45023,Um pergaminho de encantamento que contém o poder do veneno.
ITEM_STORY_45024,Um pergaminho de encantamento que contém o poder da escuridão.
ITEM_STORY_45025,Um pergaminho de encantamento que contém o poder das chamas.
ITEM_STORY_45026,Um pergaminho de encantamento que contém o poder do gelo.
ITEM_STORY_45027,Um pergaminho de encantamento que contém o poder do veneno.
ITEM_STORY_45028,Um pergaminho de encantamento que contém o poder da escuridão.
ITEM_STORY_45029,Um pergaminho de encantamento que contém o poder das chamas.
ITEM_STORY_45030,Um pergaminho de encantamento que contém o poder do gelo.
ITEM_STORY_45031,Um pergaminho de encantamento que contém o poder do veneno.
ITEM_STORY_45032,Um pergaminho de encantamento que contém o poder da escuridão.
ITEM_STORY_45033,Um pergaminho de encantamento que contém o poder das chamas.
ITEM_STORY_45034,Um pergaminho de encantamento que contém o poder do gelo.
ITEM_STORY_45035,Um pergaminho de encantamento que contém o poder do veneno.
ITEM_STORY_45036,Um pergaminho de encantamento que contém o poder da escuridão.
ITEM_STORY_43057,"A escama de Temeraire, o dragão vermelho ancião de fogo. Contém a forte energia dos veios de dragão de Dragia, a montanha de lava rubra."
ITEM_STORY_43058,"A escama de Armarta, o dragão negro ancião de pedra. Contém a forte energia dos veios de dragão de Ashen Nox, o Sol Negro."
ITEM_STORY_43059,"A escama de Scalaxia, o dragão azul ancião de gelo. Contém a forte energia dos veios de dragão de Turandana, a terra de gelo."
ITEM_STORY_43060,"A escama de Zyrrkinoth, o dragão verde ancião venenoso. Contém a forte energia dos veios de dragão de Grimvine, o pântano da morte."
ITEM_STORY_43061,"A garra de Temeraire, o dragão vermelho ancião de fogo. Contém a forte energia dos veios de dragão de Dragia, a montanha de lava rubra."
ITEM_STORY_43062,"A garra de Armarta, o dragão negro ancião de pedra. Contém a forte energia dos veios de dragão de Ashen Nox, o Sol Negro."
ITEM_STORY_43063,"A garra de Scalaxia, o dragão azul ancião de gelo. Contém a forte energia dos veios de dragão de Turandana, a terra de gelo."
ITEM_STORY_43064,"A garra de Zyrrkinoth, o dragão verde ancião venenoso. Contém a forte energia dos veios de dragão de Grimvine, o pântano da morte."
ITEM_STORY_43065,"O olho de Temeraire, o dragão vermelho ancião de fogo. Contém a forte energia dos veios de dragão de Dragia, a montanha de lava rubra."
ITEM_STORY_43066,"O olho de Armarta, o dragão negro ancião de pedra. Contém a forte energia dos veios de dragão de Ashen Nox, o Sol Negro."
ITEM_STORY_43067,"O olho de Scalaxia, o dragão azul ancião de gelo. Contém a forte energia dos veios de dragão de Turandana, a terra de gelo."
ITEM_STORY_43068,"O olho de Zyrrkinoth, o dragão verde ancião venenoso. Contém a forte energia dos veios de dragão de Grimvine, o pântano da morte."
ITEM_STORY_43069,"O coração de Temeraire, o dragão vermelho ancião de fogo. Contém a forte energia dos veios de dragão de Dragia, a montanha de lava rubra."
ITEM_STORY_43070,"O coração de Armarta, o dragão negro ancião de pedra. Contém a forte energia dos veios de dragão de Ashen Nox, o Sol Negro."
ITEM_STORY_43071,"O coração de Scalaxia, o dragão azul ancião de gelo. Contém a forte energia dos veios de dragão de Turandana, a terra de gelo."
ITEM_STORY_43072,"O coração de Zyrrkinoth, o dragão verde ancião venenoso. Contém a forte energia dos veios de dragão de Grimvine, o pântano da morte."
ITEM_STORY_43001,Um delicioso cogumelo geralmente encontrado nas Planícies do Rei.
ITEM_STORY_43002,"Uma planta que cresce bem em qualquer lugar. Quanto mais folhas ela tem, mais sorte a planta traz."
ITEM_STORY_43003,Um mineral muito útil na forja.
ITEM_STORY_43004,Uma fruta gostosa de tom alaranjado.
ITEM_STORY_43005,Uma fruta que faz um estalido estranho quando é tocada.
ITEM_STORY_43006,Um tipo de morango muito apreciado por coelhos.
ITEM_STORY_43007,Uma pedra misteriosa que se forma naturalmente a partir da aura de elementais.
ITEM_STORY_43008,Um musgo fluorescente que se desenvolve bem em cavernas escuras.
ITEM_STORY_43009,Um delicioso bagre geralmente usado para cozinhar.
ITEM_STORY_43010,Cogumelos com uma aparência leve e fluida.
ITEM_STORY_43011,Um totem ritualístico feito à imagem do elemental Orpah.
ITEM_STORY_43012,A carne dos bodes de um chifre que muitos criam nas montanhas.
ITEM_STORY_43013,Um tipo de erva medicinal.
ITEM_STORY_43014,O leite dos bodes de um chifre que muitos criam nas montanhas.
ITEM_STORY_43015,Um sal grosso rico em minerais fabricado pelo alquimista Darko.
ITEM_STORY_43016,Grama que cresce nas costas de um jabuti das planícies.
ITEM_STORY_43017,Um fóssil de uma criatura ancestral desconhecida.
ITEM_STORY_43018,Um cogumelo que espirra uma nuvem espessa de esporos.
ITEM_STORY_43019,Um tipo de Pedra da Alma criada dos túmulos daqueles que morreram injustamente.
ITEM_STORY_43020,Uma erva única que cresce em estado ligado.
ITEM_STORY_43021,O minério de cobre usado por muitos alquimistas.
ITEM_STORY_43022,"Um mineral com muitos usos aplicáveis a armas, ferramentas e construção."
ITEM_STORY_43023,Um metal precioso com uma leve resplandecência.
ITEM_STORY_43024,Ferro negro que é ainda mais resistente que o ferro comum.
ITEM_STORY_43025,Pele de animal em tiras finas.
ITEM_STORY_43026,Pele de animal em tiras regulares.
ITEM_STORY_43027,Pele grossa usada para itens como armaduras de couro.
ITEM_STORY_43028,Couro fino para trajes caros.
ITEM_STORY_43029,Um rolo de linho quente de espessura fina.
ITEM_STORY_43030,Um rolo de algodão grosso.
ITEM_STORY_43031,Um rolo de seda fina importada.
ITEM_STORY_43032,Um rolo de tecido mágico encantado com runas.
ITEM_STORY_43033,Um radiante pelo animal branco. Origem desconhecida.
ITEM_STORY_43034,A pena da asa de um lindo pássaro.
ITEM_STORY_43035,Um pedaço de cogumelo que não é mais comestível. Venenoso.
ITEM_STORY_43036,Seiva espessa de um cogumelo.
ITEM_STORY_43037,A carne de uma tartaruga velha. Tem uma textura única.
ITEM_STORY_43038,O casco duro de uma tartaruga. Geralmente usado como um ornamento.
ITEM_STORY_43039,A carne de um lobo que costumava caçar nas planícies.
ITEM_STORY_43040,Pele de lobo robusta e resistente.
ITEM_STORY_43041,Um pedaço da casca dura de uma árvore pau-ferro.
ITEM_STORY_43042,Resina temperada extraída de uma árvore pau-ferro.
ITEM_STORY_43043,"A carne de um urso chifrudo, bem nutrido com frutas, carne e mel."
ITEM_STORY_43044,O chifre de um urso chifrudo. Muitas vezes usado como remédio.
ITEM_STORY_43045,Asas finas e transparentes de um inseto.
ITEM_STORY_43046,Mel doce e saboroso. Pode ser usado para fazer condimentos e remédios.
ITEM_STORY_43047,A secreção dos vermes que enriquecem o solo. O verme em si é perigoso para seres humanos.
ITEM_STORY_43048,Os dentes de um verme. Capazes até de mastigar rochas duras.
ITEM_STORY_43049,O caule robusto e resistente de uma planta carnívora.
ITEM_STORY_43050,A flor colorida de uma planta carnívora.
ITEM_STORY_43051,Uma iguaria para mercenários veteranos.
ITEM_STORY_43052,Um material resistente e pegajoso ideal para armadilhas.
ITEM_STORY_43053,Um fragmento encantado de um Golem.
ITEM_STORY_43054,A parte central de um Golem que lhe fornece seu poder.
ITEM_STORY_45004,Um pergaminho para criar runas ancestrais. Uma raridade da Torre dos Sábios.
ITEM_STORY_45005,Um pedaço de pedra rúnica usada para criar runas.
ITEM_STORY_45006,Um códice para ler runas ancestrais. Está repleto de conhecimento sobre runas ancestrais.
ITEM_STORY_45008,Um modelo com instruções para criar runas ancestrais.
ITEM_STORY_100001,Uma runa que representa uma força poderosa e pulverizante.
ITEM_STORY_100002,Uma runa que representa uma força poderosa e pulverizante.
ITEM_STORY_100003,Uma runa que representa uma força poderosa e pulverizante.
ITEM_STORY_100004,Uma runa que representa uma força poderosa e pulverizante.
ITEM_STORY_100005,Uma runa que representa uma força poderosa e pulverizante.
ITEM_STORY_100006,Uma runa que representa o olhar perspicaz que vê além das fraquezas.
ITEM_STORY_100007,Uma runa que representa o olhar perspicaz que vê além das fraquezas.
ITEM_STORY_100008,Uma runa que representa o olhar perspicaz que vê além das fraquezas.
ITEM_STORY_100009,Uma runa que representa o olhar perspicaz que vê além das fraquezas.
ITEM_STORY_100010,Uma runa que representa o olhar perspicaz que vê além das fraquezas.
ITEM_STORY_100021,Uma runa que representa a insanidade frenética.
ITEM_STORY_100022,Uma runa que representa a insanidade frenética.
ITEM_STORY_100023,Uma runa que representa a insanidade frenética.
ITEM_STORY_100024,Uma runa que representa a insanidade frenética.
ITEM_STORY_100025,Uma runa que representa a insanidade frenética.
ITEM_STORY_100026,Uma runa que representa uma mão destra com controle perfeito.
ITEM_STORY_100027,Uma runa que representa uma mão destra com controle perfeito.
ITEM_STORY_100028,Uma runa que representa uma mão destra com controle perfeito.
ITEM_STORY_100029,Uma runa que representa uma mão destra com controle perfeito.
ITEM_STORY_100030,Uma runa que representa uma mão destra com controle perfeito.
ITEM_STORY_100041,Uma runa que representa uma frieza total desprovida de qualquer emoção.
ITEM_STORY_100042,Uma runa que representa uma frieza total desprovida de qualquer emoção.
ITEM_STORY_100043,Uma runa que representa uma frieza total desprovida de qualquer emoção.
ITEM_STORY_100044,Uma runa que representa uma frieza total desprovida de qualquer emoção.
ITEM_STORY_100045,Uma runa que representa uma frieza total desprovida de qualquer emoção.
ITEM_STORY_100051,Uma runa que representa a resistência de uma parede de aço.
ITEM_STORY_100052,Uma runa que representa a resistência de uma parede de aço.
ITEM_STORY_100053,Uma runa que representa a resistência de uma parede de aço.
ITEM_STORY_100054,Uma runa que representa a resistência de uma parede de aço.
ITEM_STORY_100055,Uma runa que representa a resistência de uma parede de aço.
ITEM_STORY_100056,Uma runa que representa uma rocha robusta capaz de resistir às forças da natureza.
ITEM_STORY_100057,Uma runa que representa uma rocha robusta capaz de resistir às forças da natureza.
ITEM_STORY_100058,Uma runa que representa uma rocha robusta capaz de resistir às forças da natureza.
ITEM_STORY_100059,Uma runa que representa uma rocha robusta capaz de resistir às forças da natureza.
ITEM_STORY_100060,Uma runa que representa uma rocha robusta capaz de resistir às forças da natureza.
ITEM_STORY_100061,Uma runa que representa o ímpeto humano de desafiar as leis da natureza.
ITEM_STORY_100062,Uma runa que representa o ímpeto humano de desafiar as leis da natureza.
ITEM_STORY_100063,Uma runa que representa o ímpeto humano de desafiar as leis da natureza.
ITEM_STORY_100064,Uma runa que representa o ímpeto humano de desafiar as leis da natureza.
ITEM_STORY_100065,Uma runa que representa o ímpeto humano de desafiar as leis da natureza.
ITEM_STORY_100066,Uma runa que representa o foco mental inabalável.
ITEM_STORY_100067,Uma runa que representa o foco mental inabalável.
ITEM_STORY_100068,Uma runa que representa o foco mental inabalável.
ITEM_STORY_100069,Uma runa que representa o foco mental inabalável.
ITEM_STORY_100070,Uma runa que representa o foco mental inabalável.
ITEM_STORY_100071,Uma runa que representa um forte portão de aço.
ITEM_STORY_100072,Uma runa que representa um forte portão de aço.
ITEM_STORY_100073,Uma runa que representa um forte portão de aço.
ITEM_STORY_100074,Uma runa que representa um forte portão de aço.
ITEM_STORY_100075,Uma runa que representa um forte portão de aço.
ITEM_STORY_100076,Uma runa que representa a resistência à dor e sofrimento.
ITEM_STORY_100077,Uma runa que representa a resistência à dor e sofrimento.
ITEM_STORY_100078,Uma runa que representa a resistência à dor e sofrimento.
ITEM_STORY_100079,Uma runa que representa a resistência à dor e sofrimento.
ITEM_STORY_100080,Uma runa que representa a resistência à dor e sofrimento.
ITEM_STORY_100081,Uma runa que representa a escuridão que bloqueia toda a luz.
ITEM_STORY_100082,Uma runa que representa a escuridão que bloqueia toda a luz.
ITEM_STORY_100083,Uma runa que representa a escuridão que bloqueia toda a luz.
ITEM_STORY_100084,Uma runa que representa a escuridão que bloqueia toda a luz.
ITEM_STORY_100085,Uma runa que representa a escuridão que bloqueia toda a luz.
ITEM_STORY_100086,Uma runa que representa a estrela dos guardiões.
ITEM_STORY_100087,Uma runa que representa a estrela dos guardiões.
ITEM_STORY_100088,Uma runa que representa a estrela dos guardiões.
ITEM_STORY_100089,Uma runa que representa a estrela dos guardiões.
ITEM_STORY_100090,Uma runa que representa a estrela dos guardiões.
ITEM_STORY_100091,Uma runa que representa um falcão ágil.
ITEM_STORY_100092,Uma runa que representa um falcão ágil.
ITEM_STORY_100093,Uma runa que representa um falcão ágil.
ITEM_STORY_100094,Uma runa que representa um falcão ágil.
ITEM_STORY_100095,Uma runa que representa um falcão ágil.
ITEM_STORY_100096,Uma runa que representa a flexibilidade de um junco.
ITEM_STORY_100097,Uma runa que representa a flexibilidade de um junco.
ITEM_STORY_100098,Uma runa que representa a flexibilidade de um junco.
ITEM_STORY_100099,Uma runa que representa a flexibilidade de um junco.
ITEM_STORY_100100,Uma runa que representa a flexibilidade de um junco.
ITEM_STORY_100101,Uma runa que representa uma sede de sangue insaciável.
ITEM_STORY_100102,Uma runa que representa uma sede de sangue insaciável.
ITEM_STORY_100103,Uma runa que representa uma sede de sangue insaciável.
ITEM_STORY_100104,Uma runa que representa uma sede de sangue insaciável.
ITEM_STORY_100105,Uma runa que representa uma sede de sangue insaciável.
ITEM_STORY_100106,Uma runa que representa a empolgação da batalha.
ITEM_STORY_100107,Uma runa que representa a empolgação da batalha.
ITEM_STORY_100108,Uma runa que representa a empolgação da batalha.
ITEM_STORY_100109,Uma runa que representa a empolgação da batalha.
ITEM_STORY_100110,Uma runa que representa a empolgação da batalha.
ITEM_STORY_100111,Uma runa que representa a velocidade da luz.
ITEM_STORY_100112,Uma runa que representa a velocidade da luz.
ITEM_STORY_100113,Uma runa que representa a velocidade da luz.
ITEM_STORY_100114,Uma runa que representa a velocidade da luz.
ITEM_STORY_100115,Uma runa que representa a velocidade da luz.
ITEM_STORY_100116,Uma runa que representa a determinação de desafiar as injustiças do mundo.
ITEM_STORY_100117,Uma runa que representa a determinação de desafiar as injustiças do mundo.
ITEM_STORY_100118,Uma runa que representa a determinação de desafiar as injustiças do mundo.
ITEM_STORY_100119,Uma runa que representa a determinação de desafiar as injustiças do mundo.
ITEM_STORY_100120,Uma runa que representa a determinação de desafiar as injustiças do mundo.
ITEM_STORY_100126,Uma runa que representa a boa força vital.
ITEM_STORY_100127,Uma runa que representa a boa força vital.
ITEM_STORY_100128,Uma runa que representa a boa força vital.
ITEM_STORY_100129,Uma runa que representa a boa força vital.
ITEM_STORY_100130,Uma runa que representa a boa força vital.
ITEM_STORY_100131,Uma runa que representa o infinito potencial humano.
ITEM_STORY_100132,Uma runa que representa o infinito potencial humano.
ITEM_STORY_100133,Uma runa que representa o infinito potencial humano.
ITEM_STORY_100134,Uma runa que representa o infinito potencial humano.
ITEM_STORY_100135,Uma runa que representa o infinito potencial humano.
ITEM_STORY_100146,Uma runa que representa uma força poderosa e pulverizante.
ITEM_STORY_100147,Uma runa que representa o olhar perspicaz que vê além das fraquezas.
ITEM_STORY_100148,Uma runa que representa a insanidade frenética.
ITEM_STORY_100149,Uma runa que representa uma mão destra com controle perfeito.
ITEM_STORY_100150,Uma runa que representa uma frieza total desprovida de qualquer emoção.
ITEM_STORY_100151,Uma runa que representa a resistência de uma parede de aço.
ITEM_STORY_100152,Uma runa que representa uma rocha robusta capaz de resistir às forças da natureza.
ITEM_STORY_100153,Uma runa que representa o ímpeto humano de desafiar as leis da natureza.
ITEM_STORY_100154,Uma runa que representa o foco mental inabalável.
ITEM_STORY_100155,Uma runa que representa um forte portão de aço.
ITEM_STORY_100156,Uma runa que representa a resistência à dor e sofrimento.
ITEM_STORY_100157,Uma runa que representa a escuridão que bloqueia toda a luz.
ITEM_STORY_100158,Uma runa que representa a estrela dos guardiões.
ITEM_STORY_100159,Uma runa que representa um falcão ágil.
ITEM_STORY_100160,Uma runa que representa a flexibilidade de um junco.
ITEM_STORY_100161,Uma runa que representa uma sede de sangue insaciável.
ITEM_STORY_100162,Uma runa que representa a empolgação da batalha.
ITEM_STORY_100163,Uma runa que representa a velocidade da luz.
ITEM_STORY_100164,Uma runa que representa a determinação de desafiar as injustiças do mundo.
ITEM_STORY_100165,Uma runa que representa a boa força vital.
ITEM_STORY_100166,Uma runa que representa o infinito potencial humano.
ITEM_STORY_100167,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100168,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100169,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100170,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100171,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100172,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100173,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100174,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100175,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100176,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100177,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100178,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100179,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100180,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100181,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100182,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100183,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100184,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100185,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100186,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100187,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100188,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100189,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100190,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100191,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100192,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100193,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100194,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100195,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100196,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100197,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100198,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100199,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100200,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100201,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100202,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100203,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100204,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100205,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100206,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100207,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100208,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100209,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100210,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100211,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100212,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100213,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100214,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100215,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100216,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100217,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100218,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100219,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100220,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100221,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100222,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100223,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100224,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100225,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100226,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100227,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100228,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100229,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100230,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100231,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100232,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100233,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100234,"Uma runa imbuída com o medo avassalador do Demônio Ancestral, Velkazar."
ITEM_STORY_100235,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100236,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100237,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100238,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100239,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100240,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100241,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100242,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100243,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100244,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100245,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100246,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100247,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100248,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100249,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100250,"Uma runa imbuída com a essência flamejante do Demônio Ancestral, Velkazar."
ITEM_STORY_100251,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100252,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100253,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100254,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100255,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100256,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100257,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100258,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100259,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100260,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_100261,"Uma runa imbuída com uma pequena porção da vida eterna do Demônio Ancestral, Velkazar."
ITEM_STORY_210001,Um cristal com uma aura perspicaz aguçada ao longo dos anos. Foi criado absorvendo a energia do covil de dragão construído no topo dos veios de dragão.
