KEY,Russian
ITEM_STORY_103012,"Счастливая монета Мируру – это древнее сокровище затонувшего королевства.\nЭтот трофей был добыт в самом первом походе за сокровищами после того, как Мируру превратилась в ребенка. Монета, изготовленная древними металлургами, уже не раз спасла жизнь пиратки, поэтому она считает монету своим счастливым талисманом и хранит ее в нагрудном кармане."
ITEM_STORY_103013,"Книга, в которой содержатся знания о всей живности леса.\nС самых древних времен хранители Древа мира передают эту волшебную книгу из поколения в поколение. Долгое время книга находилась в руках мудрецов Элидоры, а теперь ответственность за нее несет Лорейн."
ITEM_STORY_103015,"Церемониальная накидка Орвелии, используемая по особым случаям.\nС тех пор, как ее возложили на плечи Клауса в день возведения его в рыцари, она напоминает ему о принципах, которым он поклялся тогда служить. Когда Клаусу становится тяжело от всех этих битв и сражений, он достает ее и молча созерцает. Юный Кассель часто заставал Клауса за этим занятием и мечтал тоже стать рыцарем."
ITEM_STORY_103016,"Маленькая музыкальная шкатулка, в которой звучит голос королевы Синей звезды Асифии. Леви открывает ее, когда сопровождает души.\nДуши, направляющиеся в Сад покоя, получают благословение Синей звезды, слушая песню из шкатулки.\nГолос Асифии звенит и переливается, словно сияние звезды, отгоняя тьму и порчу от ближайших душ."
ITEM_STORY_103017,"Один из кинжалов, которые использовали Тимаэль и его товарищи по оружию в пустыне Аэгина.\nКогда в небе над пустыней появилась Черная луна, он вручил им эти кинжалы, и все они поклялись достойно встретить свою судьбу.\nОни поддерживали и оберегали друг друга в сражениях со злобными тварями, появлявшимися из разлома.\nК сожалению, живым из пустыни Аэгина удалось вернуться только Тимаэлю."
ITEM_STORY_103018,"Пара ушных украшений, увеличивающих скорость своего владельца до предела.\nНикс подарил их Рейне, которая постоянно просила у него открыть порталы, так как не переносила тяготы путешествий. Теперь Рейна носит их во время битв и выглядит как очаровательная бабочка, молниеносно перемещающаяся по полю боя."
ITEM_STORY_103019,"Древний ледяной кристалл, в котором живут духи зимы.\nКрасота этого кристалла способна заморозить сознание тех, кто слаб волей. Павел получил его в дар от драконов Андарта и Андрастэ после того, как исполнил их последнее желание. Кристалл спасал Павла от одиночества во время отшельничества в Виндланде, пока не появилась Дина."
ITEM_STORY_103020,"Старый ларец, передаваемый из поколения в поколение в семье Зилтрион.\nВнутри него находится фотоальбом с изображениями всех членов семьи Зилтрион, начиная от самого первого до последнего. Фотоальбом охраняется сильным заклинанием, призванным защитить род Зилтрион. Мать Дэмии всегда переживает за дочь, выбравшую судьбу щита Орвелии, и каждый раз молится перед ларцом, когда Дэмия отправляется в очередной поход."
ITEM_STORY_103021,"Кусок янтаря, в котором заключен дух огромного торнадо, и сокровище гарпий.\nПо преданиям, порыв ветра, вызванный яростью Священного Зверя Тирпаса, налетел на сок священного древа, загустел и превратился в янтарь. Со временем янтарь раскололся на несколько кусков, но дух внутри него не погиб. Гарпии считают камень священным и даже дали ему имя – «Душа Гаста»."
ITEM_STORY_103022,"Особый наплечник, который Флусс с трудом раздобыл для миниатюрной Дины.\nОн изготовлен из кожи черной гусеницы, поэтому очень прочный. Это одна из любимых вещей Дины, так как наплечник позволяет значительно погасить отдачу при выстреле."
ITEM_STORY_103023,"Последний глаз Белзебуны, зверя, пожиравшего адскую лаву.\nЕдинственный сохранившийся за прошедшие 100 лет глаз горит темным безумием.\nЗверь расплавил камень заточения, наложенный на него Морой, вышел из-под контроля, выскочил из лавы и бросился прямо на нее. Мора не растерялась и поразила зверя Кафрейном. От удара тело зверя тут же испарилось. От него остался только глаз, который Мора вставила в свой щит в качестве насмешки над могучим зверем."
ITEM_STORY_103024,"Деревянная чаша с выгравированным на ней лицом богини Луа.\nКогда люди впервые узнали о существовании Луа, они изготовили чашу, чтобы почтить ее божественную сущность. Когда цивилизация континента Орбис пришла в упадок, чаша была зарыта в землю, а воспоминания о ней остались лишь в анналах истории. Однако в день, когда Бодуин покаялся в своих грехах и постиг истину священной книги, этот старый Грааль появился прямо перед ним, сверкая, словно солнце."
ITEM_STORY_103025,"Кукла, которую использовали во время погребальной церемонии в Республике Грей.\nОбычно ее делали похожей на почившего и клали перед надгробием. Когда республика пала, а Джейн умерла, люди положили эту куклу рядом с ее телом."
ITEM_STORY_103026,"Один из предметов, которые выдают в Башне мудрости при присвоении звания «Фиолетовый». Образует комплект с кольцом маны.\nФиолетовый цвет символизирует избыток маны. Словно в подтверждении своего названия Фиолетовый цветок имеет кристаллический шар, который усиливает ману Аиши и заставляет ману взрываться. Так как эти взрывы довольно опасны, Присцилла взяла с Аиши обещание, что та будет использовать цветок только в крайнем случае."
ITEM_STORY_103027,"Любимая энциклопедия Лео по систематизации древних символов.\nНа самом деле это был трехтомник, но второй и третий тома были кем-то сознательно уничтожены. Остался лишь «Том первый. Символы проклятия и исцеления». Этот факт очень расстраивает Лео, который считает, что смог бы открыть древние тайны, если бы у него были оба других тома. Кстати говоря, на книгу наложено загадочное заклинание, которое не позволяет никому ее прочесть, если только она сама этого не захочет."
ITEM_STORY_103028,"Пояс, который отец подарил Флуссу, когда тот был назначен заместителем великого магистра рыцарей.\nПояс содержит заклинание «Око бури», которое накладывает немоту на владельца пояса и все вокруг.\n– Если вы услышите взмах его меча, значит, скоро перед вашими глазами появятся падающие лепестки."
ITEM_STORY_103029,"Золотой пояс, приносящий удачу.\nВторая любимая вещь Луны после морковки. Пояс ярко сверкает при любом движении Луны, а его звон таинственным образом привлекает удачу."
ITEM_STORY_103030,"Чешуя, которой Лайас когда-то украшала волосы и в которой накапливала целительную силу на случай, если израсходует всю свою энергию. Когда неистовые молитвы племени троватия разбудили ее в храме Потока, она решила, что юная Лилия, возможно, не сумеет защитить детей пустыни, если Лайас опять впадет в сон, как 100 лет назад. Взвесим все за и против, она поместила часть своей силы в чешую, чтобы передать ее Лилии при крайней необходимости."
ITEM_STORY_103031,"Золотая стрела, созданная из божественной силы Арха.\nОна призывает и материализует самый чистый и священный свет Небес, чья сила зависит от количества вложенной в него божественной энергии. Для добрых сердцем явление этого света несет только радость, а вот злые существа, пораженные стрелой, получают увечья и изгоняются в нематериальные измерения."
ITEM_STORY_103032,"Старый серебряный кубок первой королевы вампиров.\nКоролева хранила в этом кубке кровь того, кого она больше всех любила. Это символ ее безмерной тоски и безумного наслаждения. Кубок играет ключевую роль в вампирских ритуалах, а те, кто принимает участие в ритуале кубка, получают более красивые и густо окрашенные сферы крови."
ITEM_STORY_103033,"Волшебный круг, позволяющий перемещаться между галактиками.\nВсе путешествия Никса сквозь измерения начинаются и заканчиваются этим кругом. Так как правила галактических путешествий и последовательности света и тьмы различаются в зависимости от пространственно-временных обстоятельств, пользоваться этим кругом могут только те, кто обладает достаточными знаниями об измерениях. Никс может призвать что угодно, используя этот круг."
ITEM_STORY_103034,"Аннет изобрела эти линзы тройного сжатия, чтобы Раскаль мог использовать взрывающий луч.\nС помощью этих вращающихся линз, свободно меняющих степень сжатия и угол обзора, можно легко настраивать характер фотонного излучения.\nКогда все линзы расположены в одну линию, Раскаль стреляет линейными фотонными лазерами, а когда линзы стоят поперек, он рассеивает отраженную энергию фотонов, чтобы выполнить процесс уничтожения."
ITEM_STORY_103035,"Созданная на заказ обойма для Велкинота, значительно повышающая скорость перезарядки.\nГорячий парень Митра все время жаловался, что ему хотелось бы быстрее уничтожать своих врагов с помощью бешеной стрельбы из Велкинота, но медленная скорость перезарядки портит все веселье. В очередной раз, когда Митра жаловался на свое оружие, перед ним внезапно появился Кроу.\n- О? Старик... Ай!\nКроу дал Митре под дых, швырнул в него какой-то предмет и бросил на прощанье:\n- Пользуйся и кончай уже ныть.\nОригинальный способ проявлять заботу, не правда ли?"
ITEM_STORY_103036,"Церемониальный палантин великого магистра Священных рыцарей.\nОтличительный знак Рикардо, который он прикрепил к своей броне, чтобы повышать боевой дух товарищей по оружию на поле боя. Когда союзники видят развевающийся от ударов Рикардо используя могущество Теория, их сердца наполняются храбростью."
ITEM_STORY_103037,"«Смеющаяся маска» разработала тайный учебный справочник, в котором опытные убийцы делятся своими секретами незаметности.\nКнига содержит подробное описание навыков незаметности и способов их применения. Таня добавила парочку своих советов, из-за чего ценность этого справочника только повысилась."
ITEM_STORY_103038,"Когда Иезекииль изготовил украшение на шею из шкуры мантикоры, он также сшил этот двухслойный кожаный пояс. Пояс обладает уникальной способностью накапливать демоническую энергию и вызывать безумие, поэтому нагоняет страх на всех вокруг, когда Иезекииль впадает в демоническую ярость. Страх сковывает и обездвиживает слабых духом."
ITEM_STORY_103039,"Украшение, изготовленное из перьев багровой птахи – прекрасного, но очень опасного создания.\nПерья обычно излучают темную энергию, но попадая на свет, распространяют вокруг красное свечение. Красота и очарование этого свечения настолько высоки, что жертвы с неустойчивым сознанием легко попадают под влияние создаваемых им галлюцинаций."
ITEM_STORY_103040,"Украшение-амулет из меха священного соболя Сереблоса.\nЭлектрические разряды Легиоса могут повысить физические возможности до предела, но они также опасны для здоровья. Блестящий мех соболя нейтрализует эти негативные последствия и значительно снижает нагрузку на организм Тэо. Мех Сереблоса играет роль проводника, распределяющего электрическую энергию Легиоса по всему телу, и в то же время защищает Тэо, насыщая его организм священной энергией. Теперь Тэо может сражаться без какого-либо ущерба для себя."
ITEM_STORY_103041,"Набор особых целебных растворов Медианы. Эти все растворы изготовлены из неизвестных веществ и источают таинственное свечение.\nПри их изготовлении Медиана использовала народные рецепты, собранные ею со всех уголков континента. Медиана утверждает, что эти лекарства обладают целительной силой, однако злоупотребление ими может привести к весьма неожиданным результатам."
ITEM_STORY_103042,"Устройство, корректирующее временные разломы.\nМанипуляции со временем могут привести к появлению временных разломов, в которых накапливается могущественная энергия. Те, кто не в силах управлять разломами, могут застрять в них навсегда. Одди, опытный манипулятор временем, создал этот изящный механизм для управления временными разломами и черпает из них энергию, чтобы усилить Тэмподей."
ITEM_STORY_103043,"Самоцветы, в которых Виска заключала воспоминания демонов, чей вкус показался ей особенно пикантным.\nЕй всегда казалось, что это удовольствие забывается слишком быстро. Как-то ей долго не попадалось ничего вкусного, и к ней пришла замечательная идея. Она решила, что если поместить воспоминания о поедании самых вкусных жертв в кошмарные самоцветы королевы кошмаров Китракс, то можно будет вновь переживать те сладостные моменты. Вне себя от радости Виска наполнила один из самоцветов воспоминанием о поедании вкусного демона, и с тех пор постоянно ищет, какими бы еще чудесными воспоминаниями заполнить эти самоцветы."
ITEM_STORY_103044,"Противовес, прикрепленный к нижней части рукоятки Эксилия.\nБлагодаря улучшенному балансу Присцилла может наносить точные и выверенные удары. Когда Аннет переделала алебарду Присциллы в Эксилия, она заменила и старый противовес. Техномагическое усиление позволило значительно усовершенствовать противовес и повысить точность атак Присциллы."
ITEM_STORY_103045,"Браслет, который Янни получила от горожан в честь победы над Свэтлой.\nЭтот браслет, изготовленный из кожи красного дракона, накапливает энергию янь внутри своего владельца и значительно повышает его концентрацию. Когда Янни целится в свою жертву, он помогает ей нанести один смертельный выстрел."
ITEM_STORY_103046,"Сокровище, подаренное Зафиру племенем маухата. Эта стрела изготовлена из хвостового оперения животного, считавшегося священным в древнем королевстве.\nИсходящее от нее свечение ослепляет, словно величие и слава самого древнего королевства. Обычно она служит настенным украшением и используется во время церемоний, однако, на самом деле, это одно из лучших средств защиты в арсенале королевской семьи. Врагам, пораженным этой стрелой, будет вынесен приговор пустыни в виде огромной песчаной бури."
ITEM_STORY_103047,"Единственная шаль в мире, изготовленная из нити звездного света, которую Юрия сплела сама.\nЮрия много путешествует, поэтому ней нужна одежда для защиты от непогоды.\nТак появилась идея изготовить что-то теплое и удобное.\nОна сшила шаль, которая дает прохладу в жару и согревает в холод.\nБлагодаря этой шали Юрия с комфортом путешествует, не боясь ни внезапных гроз, ни суровых метелей.\nЕдинственный минус этой шали заключается в том, что она сшита из светящегося материала\n, когда люди видят издалека Юрию, они принимают ее за фею или призрака и в ужасе убегают."
ITEM_STORY_103048,"Маленькое письмо с восковой печатью.\nВ нём содержатся новости и информация, отправленные с базы столицы на базу за её пределами, или же наоборот – на базу столицы извне.\nВ силу характера организации, движение сопротивления предпочитает устную передачу информации, но есть некоторые вещи, которые необходимо передавать в письменной форме.\nВ такие времена в путь отправляется Рехатна, главный посланник. Она может свободно въезжать и выезжать из столицы под видом торговца, который отправляется по делам мастерской музыкальных инструментов.\nКонфиденциальные документы также замаскированы под письма-запросы на производство музыкальных инструментов. Встречным она говорит, что на кону стоят большие суммы денег.\nЧтобы камуфляж выглядел более реалистично, Рехатна намеренно использует дорогие конверты и воск для печати."
ITEM_STORY_103049,"Для изготовления этой карты ведьма Эвкалета израсходовала всю ману, чтобы приблизить свой конец после гибели любимого.\nВ процессе от ведьмы остались лишь кучка пепла и эта странная карта. В дальнейшем стало известно, что эта карта наделяет своего владельца невосприимчивостью к законам жизни и смерти. Немало желающих получить бессмертие полегло в борьбе за обладание этой картой. Затем некий маг решил отыскать ее и положить конец творящемуся безумию. Он нашел карту и надежно ее спрятал. Многие века никто не видел карту, пока Офелия не обнаружила ее в старом чулане."
ITEM_STORY_103050,"Экстракт из корня змеиной мандрагоры, вырастающей раз в сто лет.\nРекина обыскала весь континент, чтобы найти ее и сделать самый смертоносный яд на свете. Она сварила яд и назвала его «Слеза большого змея». Экстракт из корня змеиной мандрагоры вызывает невыносимую боль. На самом деле эта боль сигнализирует об изгнании из тела оскверненной части души. Тот, кто сумеет вынести эти мучения, очистит свою душу."
ITEM_STORY_103051,"Фрагмент вечно сияющей утренней звезды.\nУтренняя звезда – это священный свет, существующий с начала времен. Она защищает Небеса и не дает мечам ангелов утратить святое пламя. Архангел отдал его Аселике вместе с Мечом солнца перед тем, как она спустилась на землю."
ITEM_STORY_103052,"Пуля со следами от укуса адской гончей.\nНа пораженных этой пулей будет наложена метка адской гончей, которая не исчезнет, пока они не испустят свой последний вздох. Как бы далеко они ни убежали, зубы адской гончей настигнут их."
ITEM_STORY_103053,"Самоцвет, выпускающий наружу проклятия, сокрытые в Шамилье.\nШамилья время от времени использует этот самоцвет, чтобы выпустить проклятия из своего тела и посмотреть, чем все обернется. Чаще всего она выпускает проклятие оцепенения, чтобы выбранные жертвы наверняка действовали согласно ее плану."
ITEM_STORY_103054,"Была уже глубокая ночь, когда Лавриль наткнулась на шатер странствующей гадалки.\nВокруг нее стали летать какие-то странные существа, создававшие необычное энергетическое поле, из-за которого Лавриль было трудно подойти к шатру.\nГадалка почувствовала присутствие призрака и вышла ей навстречу.\n\n- Добро пожаловать в шатер предсказательницы судьбы из «Звездной пыли». Что ты хочешь узнать?\n\nВидя доброжелательность гадалки, Лавриль робко заговорила.\n\n- М-мы... хотим завести друга.\nНепохожего на нас... Друга, который дышит и которого можно потрогать... Г-где нам найти такого друга?\n\nГадалка с улыбкой протянула ей карту.\n\nНа карте была выгравирована луна и изображено могущественное существо.\nВ ужасе Лавриль попыталась выбросить эту карту,\nно вдруг почувствовала, что существо отозвалось на ее прикосновение, будто успокаивая ее.\n\nЛавриль очень удивилась, но вскоре почувствовала облегчение.\nГадалка взяла Лавриль за руку.\n\n- Не ищи далеко.\nРазве мы с тобой уже не друзья?\n\nЗатем она начала раскладывать карты, продолжая держать Лавриль за руку.\nКарты молча показывали гадалке судьбу Лавриль, как будто хотели, чтобы ее желание сбылось.\n\nВскоре все карты были разложены в нужном порядке.\n\n- Кажется, ты очень понравилась этим ребяткам.\nОни говорят мне, что ты встретишь множество людей, которые будут тебе близки.\nУже очень скоро ты найдешь друзей, о которых так мечтаешь."
ITEM_STORY_103055,"Зловещий точильный камень, в котором, по слухам, заключена душа демона.\nМечи, связанные договором служения, необходимо точить именно этим камнем, так как обычные точильные камни для этого не годятся. При использовании этого камня в сочетании с Сияющей Свечой сопротивляемость Элсиона демонической энергии повышается до предела."
ITEM_STORY_103056,"Клык вампира, укусившего Эрзу.\nПосле того, как Эрза получила силу крови, которую она так жаждала, она отыскала того вампира, жестоко с ним расправилась и вырвала у него клык. В полнолуние она часто рассматривает клык, на котором когда-то была и ее кровь, и думает о прошлом, когда она была человеком и не испытывала этой невыносимой жажды крови."
ITEM_STORY_103057,"Заколка для волос, изготовленная из самоцветов и кораллов Моря бесконечности, которую Лайас подарила Лилии.\nХотя она и выглядит как детское украшение, материалы из Моря бесконечности наполняют ее энергией водяных драконов, которая значительно усиливает «Водяной вихрь Лилии»."
ITEM_STORY_103058,"Ножной браслет, используемый племенем троватия во время ритуального танца вызова бога-дракона в храме Потока. Только один представитель племени может носить этот браслет после того, как пройдет испытание песчаной бурей. Сейчас его владельцем является Лаудия, вождь племени троватия. Ножной браслет открывает всю свою силу, только если его в течение нескольких дней вымочить в священном оазисе, доступном только избранным."
ITEM_STORY_103059,"Библия бесконечности, в которую не одно поколение благословенных мудрецов записывало свои умозаключения.\nЗвание мудреца передается вместе со всеми знаниями предшественника, поэтому ведение этой книги кажется несколько бессмысленным.\nОднако писать ее необходимо, ведь есть риск чрезмерного накопления знаний и утраты личности мудреца."
ITEM_STORY_103060,"Прекрасный меч и семейное сокровище рода Ван Ноузенхилл.\nБлагородная семья Ван Ноузенхилл производит на свет выдающихся стратегов и командиров еще со времен правления самого первого императора.\nС тех пор, как первый император вручил семье этот меч, каждый глава семьи постоянно носит его с собой."
ITEM_STORY_103061,"Волшебный усилитель, наполненный черной молнией.\nИзготовлен из того же материала, что и Актавита.\nНераксис угрозами заставил дворфов изготовить Актавиту. Когда работа была завершена, оказалось, что часть материалов была лишней. Дворфы спросили у Нераксиса, можно ли им забрать эти остатки в качестве награды. Нераксис небрежно бросил, чтобы они забирали все, что осталось, и проваливали. В результате появился патрон с черной молнией."
ITEM_STORY_103062,"Перчатка, изготовленная из редкой сверхплотной руды, добываемой на семейном руднике Зилтрион.\nЭту перчатку Дэмия преподнесла Скарлет в качестве ответного подарка по окончании их совместной тренировки на мечах. Скарлет расценивает эту перчатку, как символ того, что Дэмия является ее лучшим партнером по тренировкам и близким другом. Скарлет ни разу ее даже не надевала, так как боится ее поцарапать."
ITEM_STORY_103063,"Самоцвет, который Соня получила в Башне мудрости вместе со званием «Синяя». Он обладает особым свойством накапливать и усиливать электрическую энергию Сони. Мудрецы из башни подарили ей этот самоцвет в надежде, что она останется. Однако она покинула башню, так как жизнь мага пришлась ей не по душе. Она оставила самоцвет в башне, но по дороге обнаружила, что каким-то образом он очутился у нее в кармане."
ITEM_STORY_103064,"Брошь, изготовленная лучшим кузнецом королевства Пентеония в честь прекрасной королевы. В народе ее прозвали «Величие королевы». При изготовлении броши кузнец использовал секреты, которым он обучился у дворфов, поэтому она обладает таинственной силой. Она может накапливать энергию света Артемии и испускать ее одним мощным выбросом."
ITEM_STORY_103065,"Изготовленный Рикардо метательный кинжал, который Мириам использовала для тренировок.\nМириам была единственной выжившей жительницей деревни, в которой бок о бок жили люди и эльфы. Когда Рикардо забрал ее в свой приют, он боялся, что она замкнется в себе, когда поймет, что она отличается от всех вокруг. Соня, которая в то время находилась в Орвелии, разделила его опасения. Рикардо попросил Соню забрать девочку с собой и отдать ей этот кинжал, чтобы она могла постоять за себя во время путешествия."
ITEM_STORY_103066,"Загадочный цветок, наполненный энергией жизни.\nВ отличие от растений Пандемониума, которые вырастают на остатках зла, цветок жизни питается чистой и доброй энергией, например, утренней росой или звездной энергией Млечного Пути. Чистая энергия, накапливающаяся в цветке во время его роста, сильно помогает Ши, когда та исполняет мелодию зеленой природы."
ITEM_STORY_103067,"Оптические линзы, изготовленные Аннет для Кары.\nАннет изготовила их по чертежу, найденному в тех же руинах, где она откопала Кару. На чертеже была изображена технология, превосходящая возможности современной инженерии, но Аннет удалось разгадать часть написанного. В результате у нее получились эти линзы, напоминающие по своей структуре глаза стрекозы. Линзы позволяют своему владельцу улавливать малейшие движения и захватывать цель с сотни разных углов обзора. После того, как венец техномагии Кара получила эти линзы, ее боевой режим значительно улучшился."
ITEM_STORY_103068,"Темные джунгли располагаются на юге Веспии. Это место обитания, охотничьи угодья и поле боя племени кракашу. Жители империи считают их варварами, однако кракашу – очень эмоциональные и чувствительные люди, которые дарят своим любимым цветы.\nВ племени кракашу букет цветов символизирует пожелание вернуться домой в целости и невредимости. Этот букет цветов был собран соплеменниками Нии. На него наложено заклинание, которое сохраняет цветы свежими, пока здоровью Нии ничто не угрожает."
ITEM_STORY_103069,"Игрушечный кубик, который Эскер показывал Офелии, когда у нее было плохое настроение.\nКубик испускает яркое свечение при подборе рунических символов\nи издает прекрасную мелодию, когда головоломку удается решить.\n\nОфелия часто впадала в депрессию из-за того, что не могла вспомнить, как выглядит предназначенный ей судьбой мужчина, которого она увидела во сне.\nВ такие периоды Эскер доставал этот кубик и пытался отвлечь сестру от грустных мыслей, решая головоломку."
ITEM_STORY_103070,"Пара особых ботинок, которые Сесилия носила до того, как получила ботинки, которые носит теперь.\nПосле многолетних тренировок в области боевых искусств она выработала собственный стиль, который основывается на быстрых ударах ногами.\nЧтобы не ударить лицом в грязь перед своим дедом, она усиленно тренировалась в этих ботинках.\nПотертости и царапины на этих ботинках напоминают о тех славных былых днях упорного труда."
ITEM_STORY_103071,"Бывает, из Кирзе выпадают кусочки кристалла.\nКусочки кристалла - это части её тела, и так как их нельзя просто взять и оставить,\nона их собирала.\nНе зная, что делать с собранными кусочками,\nона в один прекрасный день зашла в Орвел и заметила красивые стеклянные украшения в магазине Мэй.\n\nЭти украшения поразили своей красотой Кирзе, поэтому пожелав найти лучшего применения кусочкам кристалла,\nона отдала все собранные за это время кусочки на распоряжение Мэй.\n\nВ благодарность, Мэй создала своё первое творение,-\nукрашения красного лотуса и подарила его Кирзе."
