KEY,Spanish
ITEM_STORY_103010,"Guantes bendecidos por un elemental de viento.\nDosarta le entregó los guantes a su hermana, Selene, como regalo de agradecimiento por su intensa labor en la protección de la paz élfica. Fueron fabricados con una tela imbuida de la magia de Sylphid, un elemental de viento, que Dosarta bordó con hilo de luz de luna."
ITEM_STORY_103011,"Un espejo mágico que invoca a Aeria elemental de tempestad elemental aérea.\nEste espejo mágico fue fabricado con una obsidiana proveniente del Pandemonio, y Aeria elemental de tempestad duerme dentro de él. Cada vez que se usa Tormenta de cuervos, Aeria despierta y amplifica el efecto con su baile violento."
ITEM_STORY_103012,"La moneda de la suerte de Miruru es un tesoro antiguo del reino hundido.\nEs un trofeo de su primera expedición en busca de tesoros después de que su cuerpo se transformara en el de una niña. La moneda, elaborada mediante metalurgia ancestral, permanecía en el bolsillo de camisa de Miruru, y ahora es su preciado amuleto de la suerte, ya que le salvó la vida en varias ocasiones."
ITEM_STORY_103013,"El libro que contiene la sabiduría sobre toda la vida del bosque.\nUn libro mágico que se ha ido pasando entre los guardianes del árbol del mundo desde tiempos antiguos. Luego de haber estado en las manos de los sabios de Elidora durante un largo período, ahora está bajo la custodia de Lorraine."
ITEM_STORY_103015,"Una capa ceremonial que se utiliza en eventos especiales de Orvelia.\nDesde que Clause la recibió el día de su nombramiento como caballero, le recuerda sus primeras resoluciones. Cada vez que siente ganas de abandonar todo, exhausto por tantas batallas, Clause la busca y la contempla. Cuando era joven, Kasel solía observar a Clause durante este ritual y soñaba con ser caballero."
ITEM_STORY_103016,"Una pequeña caja musical que guarda la voz de Asiphia, la reina de la estrella azul. Rephy la abre cuando debe guiar a las almas.\nLas ánimas que se dirigen al Jardín del descanso reciben la gracia de la estrella azul al escuchar la canción de Asiphia grabada en la caja musical.\nCuando la voz de Asiphia fluye, resplandeciente como la luz de las estrellas, ningún ente oscuro ni corrompido puede acercarse a las almas."
ITEM_STORY_103017,"Una de las dagas que Dimael compartió con sus compañeros de servicio en Aegina.\nCuando la luna negra salió en el cielo del desierto, él les entrego estas dagas, y todos juraron enfrentar su destino.\nSe brindaban apoyo y se trataban las heridas entre sí mientras luchaban contra las criaturas malignas que brotaban de la grieta.\nPero a pesar de todo, él fue el único que regresó con vida de Aegina."
ITEM_STORY_103018,"Un par de aretes hélix místicos que elevan al máximo la velocidad de quien los usa.\nNyx se los entregó como regalo a Reina, quien vivía pidiéndole que abriera portales, ya que no le interesaban los rigores de los viajes. Reina usa este extraño par en la batalla, lo que le da el aspecto de una bella mariposa que vuela a la velocidad del relámpago cuando alza su espada."
ITEM_STORY_103019,Un cristal de nieve con una forma antigua y un hogar para los elementales de invierno.\nSu belleza encierra las mentes frágiles en una tormenta de nieve eterna. Los dragones Andarta y Andraste se lo entregaron a Pavel después de que él les cumplió su deseo. El cristal también apaciguó su angustiado corazón durante el período que pasó en soledad en Tierra del viento hasta la llegada de Rodina.
ITEM_STORY_103020,"Un antiguo cofre que ha ido pasando de generación en generación como reliquia familiar dentro de los Ziltrion.\nEn su interior, hay un álbum fotográfico de todos los integrantes de la familia, desde la primera generación hasta la actual, que está protegido por un potente hechizo para custodiar el linaje familiar. La madre de Demia está preocupada por su hija, quien decidió convertirse en el escudo de Orvelia. Cada vez que Demia marcha hacia el campo de batalla, su madre le reza al cofre para pedir que regrese sana y salva."
ITEM_STORY_103021,"Este trozo de ámbar, que contiene un tornado gigante, es un tesoro de las arpías.\nDe acuerdo con el mito, una ráfaga de viento que la bestia divina Tyrfas levantó con su furia golpeó la savia del árbol sagrado, que luego se solidificó y se convirtió en ámbar. Con el transcurso del tiempo, se dividió en varios fragmentos, pero la ráfaga en su interior sigue viva. Las arpías consideran que es divino y lo llaman “alma de ráfaga”."
ITEM_STORY_103022,"Un protector especial de hombro que a Fluss le costó mucho conseguir para la pequeña Rodina.\nAl estar fabricado con cuero de larva negra, es muy firme y resistente. Es uno de los objetos preferidos de Rodina, ya que absorbe el impacto de los culatazos con gran efectividad."
ITEM_STORY_103023,"El último ojo de Belzebuna, una bestia que se alimenta de la lava del infierno.\nEl ojo, el único que quedaba de 100, resplandece con el brillo de la demencia oscura.\nLa bestia olfateó una piedra de sellado de Morrah, perdió el control, emergió de la lava y corrió directamente hacia ella. Pero Morrah la apuñaló en los ojos sin titubear con Carprain, y un tipo de calor totalmente distinto consumió a Belzebuna y absorbió su cuerpo. Mientras observaba cómo se le aplastaba el cuerpo y el último ojo moviéndose en el suelo, Morrah lo incrustó en su escudo para burlarse de la bestia."
ITEM_STORY_103024,"Un grial de madera con el rostro de la diosa Lua grabado.\nCuando las personas se enteraron por primera vez de la existencia de Lua, crearon un grial para alabar su divinidad. Tras la caída de la civilización del continente de Orbis, el grial quedó enterrado, y solo se mencionaba en los registros. Sin embargo, el día que Baudouin se arrepintió de sus pecados y se dio cuenta de la verdad del libro sagrado, este grial antiguo apareció frente a él, resplandeciendo como el sol."
ITEM_STORY_103025,"Una muñeca que se utiliza en ceremonias fúnebres en la República de Gray.\nNormalmente, tiene el aspecto del difunto, y se coloca frente a la tumba. Tras la caída de la república y la muerte de Jane, las personas pusieron esta muñeca junto a su cuerpo."
ITEM_STORY_103026,"Es uno de los objetos a los que la Torre del sabio le otorgó el título de “Violeta”. Combinada con el anillo de mana, crea un conjunto.\nEl violeta representa la abundancia de mana, y, fiel a su nombre, la flor violeta tiene una bola de cristal en ella que amplifica el mana de Aisha y lo hace explotar. Como su poder era muy grande, Priscilla le hizo prometer a Aisha que lo usaría únicamente cuando fuera realmente necesario."
ITEM_STORY_103027,"La enciclopedia preferida de Leo sobre la interpretación de las cartas antiguas.\nEn realidad, tiene tres volúmenes, pero alguien quemó el segundo y tercer volumen a propósito, con lo cual, el único libro que quedó fue [Primero: cartas para maldiciones y curaciones]. Leo siempre se enfada al pensar que los secretos de las antiguas cartas se podrían haber revelado si hubiera tenido acceso a los otros dos libros. Mientras tanto, el libro se encuentra bloqueado y tiene un hechizo mítico que lo hace imposible de leer a menos que este lo permita."
ITEM_STORY_103028,"Un cinturón que el padre de Fluss le entregó cuando lo nombraron vice gran maestro de los caballeros.\nTiene el hechizo Ojo de la tormenta que silencia a su portador y el entorno que lo rodea.\n- Si escuchas el sonido de su espada, pronto verás los pétalos volando frente a tus ojos."
ITEM_STORY_103029,"Una campana de oro que trae suerte.\nEs la segunda cosa favorita de Luna después de las zanahorias, y brilla radiantemente cuando camina y trota. El sonido de la campana dorada tiene un poder místico que invoca la fortuna de su tierra natal."
ITEM_STORY_103030,"Una escama que Laias usa para decorar su accesorio para el cabello, en la que almacena su propio poder curativo en caso de que se quede sin energía. Cuando despertó en el Templo de la corriente a causa de las sinceras plegarias de la tribu de Trovatia, concluyó que Lilia no sería capaz de proteger a los niños del desierto si ella volviera a quedarse dormida como ocurrió cien años atrás. Luego de reflexionar al respecto, decidió almacenar su poder en la escama para entregársela a Lilia en caso de que fuera necesario."
ITEM_STORY_103031,"Una flecha dorada creada por el poder divino de Arch.\nInvoca y materializa la luz más pura y más sagrada del cielo, y su poder aumenta de acuerdo con la cantidad de poder divino que se le otorga. Para las personas de buen corazón, no es más que una vista bella para contemplar, pero si la flecha impacta en una criatura maligna, la mutila y la envía a una dimensión inmaterial."
ITEM_STORY_103032,"Una antigua copa de plata que pertenecía a la reina de los vampiros.\nEn esta copa, ella guardaba la sangre de la persona a quien más valoraba. Es un símbolo de su inmensa tristeza y su placer enloquecido. Además, es un objeto indispensable en los rituales sagrados de los vampiros, y aquellos que atraviesan el ritual de la copa reciben esferas de sangre más bellas y oscuras."
ITEM_STORY_103033,"Un círculo mágico que posibilita el viaje intergaláctico.\nEl viaje dimensional de Nyx comienza y termina con este círculo. Dado que las reglas de viaje galáctico y la secuencia de la luz y la oscuridad varían según las circunstancias espaciotemporales, quienes no poseen conocimientos suficientes de las dimensiones no pueden utilizar el círculo mágico. Nyx puede usarlo para invocar cualquier cosa."
ITEM_STORY_103034,"Un lente de condensación triple inventado por Annette para que Rascal pueda usar Rayo explosivo.\nEste lente especial se puede girar para controlar la tasa de condensación y el ángulo de reflexión, de modo que la forma de los fotones disparados se puede manipular con facilidad.\nSi se alinean todas las capas, Rascal dispara un láser fotónico lineal, y cuando las capas son reticulares, disipa la reflexión de la energía fotónica para realizar Proceso de eliminación."
ITEM_STORY_103035,"El cargador rápido de Velkinoth, hecho a medida para una recarga más veloz.\nMitra, tan irascible como siempre, solía quejarse porque quería dispararles a los enemigos más rápido con la increíble cadencia de tiro de Velkinoth, pero la velocidad de recarga tan lenta seguía siendo un obstáculo. Un día, mientras Mitra se quejaba de algo, Crow apareció de repente frente a él.\n“¿Eh? Viejo... ¡ugh!”\nCrow le dio un puñetazo en el estómago a Mitra, le arrojó algo y se marchó.\n“Úsalo y deja de quejarte”.\n¿Esta es su forma personal de demostrar afecto?"
ITEM_STORY_103036,"Una estola ceremonial otorgada al gran maestro de los caballeros sagrados.\nRicardo la transformó en una insignia y la agregó a su armadura para elevar la moral de sus camaradas en el campo de batalla. Cuando la estola flamea mientras él ataca a las criaturas malignas con Theoria, el coraje inunda los corazones de los aliados que la ven."
ITEM_STORY_103037,"La máscara de risa tiene un manual secreto de entrenamiento sobre las técnicas de ocultación de los asesinos veteranos.\nEste libro describe en detalle las habilidades de ocultación y las formas de aplicarlas. Tanya agregó sus propias sugerencias, lo que incrementa incluso más el valor de este manual."
ITEM_STORY_103038,"Cuando Ezekiel elaboró una gargantilla con el cuero de Manticore, también fabricó un cinturón de cuero de dos capas. El cuero tiene el atributo único de contener energía demoníaca y provocar la locura, por lo que este cinturón invoca el miedo en el área circundante cuando Ezekiel explota su poder demoníaco. Además, ata e inmoviliza a aquellos que tienen mentes frágiles."
ITEM_STORY_103039,"Una decoración elaborada con la pluma del ave carmesí, una bestia maligna hermosa, pero peligrosa.\nGeneralmente, la pluma exuda energía oscura, pero ilumina el área circundante con un resplandor rojo cuando se la expone a la luz. El color es demasiado espléndido y brillante como para que las mentes frágiles puedan escapar las alucinaciones que provoca."
ITEM_STORY_103040,"Una decoración que cumple el rol de amuleto y está elaborada con la piel de Sereblos, la marta cibelina sagrada.\nLas señales eléctricas de Legios pueden estimular el cuerpo hasta alcanzar su máximo potencial, pero esto tiene un costo físico. La piel lustrosa de la marta cibelina absorbe el impacto, lo que reduce considerablemente la carga sobre el cuerpo de Theo. El pelaje de Sereblos funciona como conductor que transmite las señales eléctricas de Legios a todo el cuerpo al mismo tiempo que protege las venas de Theo con energía sagrada, lo que le permite luchar sin lastimar su cuerpo."
ITEM_STORY_103041,"Una colección de las inyecciones especiales y saludables de Mediana. Todos estos líquidos están elaborados con sustancias desconocidas y tienen un resplandor místico.\nSon una mezcla de los remedios tradicionales que Mediana aprendió en todos los rincones del continente. Mediana asegura que ayudan a la recuperación, pero su consumo excesivo puede provocar resultados extremos."
ITEM_STORY_103042,"Un dispositivo que ajusta las grietas temporales.\nLa manipulación del tiempo puede crear grietas temporales, dentro de las que se acumula una energía muy poderosa. Aquellos que no son capaces de controlar las grietas pueden quedar atrapados y verse obligados a pasar la eternidad allí. No obstante, Oddy, un hechicero del tiempo veterano, fabricó esta esfera exquisita para manipular las grietas del tiempo y usó la energía para maximizar el rendimiento de Tempodiana."
ITEM_STORY_103043,"Joyas que Viska usaba para almacenar el recuerdo de los demonios que consideraba sabrosos.\nElla siempre sentía que los sabores disminuían muy rápido. Cuando no pudo encontrar bocados apetitosos a su alrededor, se le ocurrió una idea brillante. Pensó que si extraía los sueños de las joyas de pesadilla que tenía Pesadilla Kitrax y los almacenaba en su recuerdo de comer una presa deliciosa, podría revivir esos placeres del pasado. Emocionada, imbuyó en la joya el recuerdo de ella comiendo un demonio muy sabroso, y desde ese entonces, Viska ha estado buscando manjares más deliciosos para guardar en sus joyas."
ITEM_STORY_103044,"Una pesa unida a la parte inferior del puño de Excilius.\nLe brinda a Priscilla un mejor equilibrio, lo que le permite lanzar ataques más estables y exactos. Cuando Annette mejoró su alabarda para convertirla en Excilius, también reemplazó su pesa. Mediante mejoras tecnomágicas, se aumentó considerablemente la rigidez de la pesa con una modificación que le permite atacar con altísima precisión."
ITEM_STORY_103045,"Un brazalete que los pueblerinos entregaron a Yanne luego de que ella matara a Svelta.\nFue elaborado con cuero de dragón rojo y reúne la energía del yang en el interior de su portador para permitir que alcance un alto nivel de concentración. Cuando Yanne apunta, la ayuda a disparar un tiro único y letal."
ITEM_STORY_103046,"Un tesoro que Zafir recibió de la tribu Mauhata. Es una flecha elaborada con la pluma de la cola de un animal considerado sagrado en el reino antiguo.\nSu resplandor es cegador, como si representara el honor y la gloria del reino antiguo. Generalmente, se cuelga en una pared y se usa en ceremonias, pero es una de las mejores armas de defensa que utiliza la familia real. Los enemigos en los que impacta esta flecha enfrentan el efecto Juicio del desierto envueltos en una tormenta de arena masiva."
ITEM_STORY_103047,"El único chal en el mundo que Yuria hizo con el hilo de luz de estrellas que tejió personalmente.\nComo Yuria viaja a menudo, debe protegerse de las inclemencias del tiempo.\nPor lo tanto, decidió hacerse una prenda que le resultara cómoda.\nEl resultado es este chal, que le otorga la magia de ajuste de temperatura a quien lo usa.\nSi tiene este chal en sus hombros, Yuria puede atravesar tormentas o ventiscas.\nEl único inconveniente es que el material luminoso con que está hecho hace que emita luz incluso durante la noche.\nLas personas que la ven a la distancia la confunden con un hada o un fantasma y se asustan."
ITEM_STORY_103048,"Pequeña carta con un sello de lacre.\nContiene noticias o información que se envía de la capital hacia afuera, o desde afuera a la capital.\nAunque la Resistencia prefiere transmitirlo oralmente, a veces existen cosas que deben ser transmitidas por cartas.\nRehartna es quien está detrás de este movimiento, ya que puede entrar y salir de la capital libremente con la excusa de los negocios del taller de instrumentos.\nPresenta una solicitud de reparación de un instrumento caro como excusa, y los documentos confidenciales son camuflajeados como cartas que piden la elaboración de instrumentos.\nPara hacerlo más creíble, Rehartna usa sobres de cartas y lacres caros intencionalmente."
ITEM_STORY_103049,"Una carta elaborada por la bruja Eucaletus con todo su mana mientras deseaba estar más cerca de la muerte tras la partida de su ser amado.\nAl final, fue quemada y reducida a cenizas, y todo lo que quedó fue esta extraña carta. Así, se supo que la carta era capaz de liberar a su verdadero dueño de la vida y la muerte, y muchos se han peleado para conseguirla y alcanzar la inmortalidad. Entonces, un hechicero comenzó a buscarla para intentar poner fin a tantas muertes innecesarias, la encontró y la guardó bajo sello. Nadie volvió a ver la carta durante siglos, hasta que Ophelia la halló en un viejo depósito."
ITEM_STORY_103050,"El extracto de una raíz de mandrágora de serpiente que solo crece una vez cada cien años.\nRequina la encontró luego de haber explorado todo el continente para crear el veneno más letal. Una vez que lo creó, lo llamó “Lágrima del señor Gran serpiente”. Este extracto de raíz de mandrágora de serpiente provoca un dolor atroz. La agonía se debe a la corrosión de la parte corrompida del alma. Si uno logra soportarlo, su alma puede alcanzar la purificación."
ITEM_STORY_103051,Un fragmento que cayó del lucero del alba que resplandece eternamente.\nEl lucero del alba es la luz sagrada que ha existido desde el principio de los tiempos; protege los cielos y evita que las espadas de los ángeles pierdan su llama sagrada. El arcángel se la otorgó a Aselica junto con la espada del sol antes de que ella descendiera a la Tierra.
ITEM_STORY_103052,"Una bala con la marca de los dientes de un sabueso infernal.\nQuienes son alcanzados por esta bala reciben la marca del sabueso infernal, la cual no desaparece hasta su último aliento. No importa qué tan lejos intenten escapar, los dientes del sabueso infernal siempre los alcanzarán."
ITEM_STORY_103053,"Una joya que libera las maldiciones que Shamilla tiene en su interior.\nA veces, Shamilla la usa para liberar las maldiciones de su cuerpo solo porque quiere observar una historia interesante que se desarrolle de acuerdo con sus planes. La maldición más común que libera es la petrificación, mayormente para asegurarse de que los personajes correctos formen parte de su estrategia."
ITEM_STORY_103054,"Entrada la noche, Lavril encontró la tienda de una clarividente ambulante.\nUnas criaturas desconocidas revoloteaban a su alrededor y creaban un ambiente extraño que incomodaba a Lavril.\nLa clarividente sintió su presencia y la recibió.\n\n—Bienvenida a la tienda de clarividencia Stardust. ¿Qué deseas saber?\n\nViendo la sonrisa de la clarividente, Lavril habló con timidez.\n\n—Q-queremos un amigo.\nUn amigo diferente de nosotros... Un amigo que respire, que podamos tocar... ¿D-dónde podríamos encontrar un amigo así?\n\nLa clarividente, sin perder la sonrisa, le entregó una carta.\n\nEsta tenía un grabado de la luna y un dibujo de una criatura poderosa en la superficie.\nAterrada, Lavril trató de soltar la carta,\npero sintió que la criatura aceptaba su toque, como si aliviara su ansiedad.\n\nEra una sensación muy extraña, Lavril quedó perpleja, pero enseguida sintió la calma.\nEntonces, la clarividente puso las manos sobre las de Lavril\n\n—No busques muy lejos.\n¿No somos buenas amigas ya?\n\nApenas terminó la oración, la clarividente comenzó a mover las cartas, una por una, mientras sostenía las manos de Lavril.\nLas cartas le hablaban en silencio a la clarividente, como si quisieran hacer realidad el deseo desesperado de Lavril.\n\nEn un instante, quedaron todas las cartas desplegadas en orden y la clarividente habló sonriente.\n\n—Parece que les agradas a estos niños y niñas.\nMe dicen que conocerás muchísimas personas que serán tus afectos.\nMás temprano que tarde conocerás a los amigos que tanto has estado esperando."
ITEM_STORY_103055,"Una piedra de afilar ominosa que contiene el alma de un demonio.\nLas espadas con pactos de servicio deben afilarse con esta piedra, ya que las piedras comunes no sirven para afilarlas. Si se usa con Vela de la purificación, se maximiza la resistencia de Elsion contra los demonios."
ITEM_STORY_103056,"Un colmillo del vampiro que mordió a Erze.\nLuego de que Erze obtuviera el poder de la sangre que tanto anhelaba, fue al encuentro de este vampiro, lo asesinó brutalmente y le robó el colmillo. En las noches de luna llena, ella jugueteaba con aquel colmillo que una vez había estado manchado con su sangre, y recordaba el pasado, cuando era humana y aún no sufría por la violenta sed de sangre."
ITEM_STORY_103057,"Una horquilla elaborada con gemas y corales del Mar de la eternidad, que Laias entregó a Lilia.\nParece una horquilla común que usan las niñas, pero los materiales del Mar de la eternidad contienen la energía de los dragones de agua, la cual aumenta el poder de Tempestad de agua de Lilia."
ITEM_STORY_103058,"Una ajorca de la tribu de Trovatia que se usa en el baile de invocación del dios dragón en el Templo de la corriente. Solo puede usarla un individuo elegido por el gran desierto que haya atravesado la prueba de la tormenta de arena. Laudia, la líder de Trovatia, es su dueña actual. La ajorca no revela sus verdaderos poderes si no se sumerge durante días en el oasis sagrado que se manifiesta únicamente frente al elegido."
ITEM_STORY_103059,"La biblia del infinito que un grupo de los sabios de las bendiciones usaba para registrar sus trabajos.\nEl título de sabio se va pasando con los recuerdos de su predecesor, por lo que, supuestamente, no debería ser necesario registrar nada por escrito.\nSin embargo, esta biblia debió escribirse debido al riesgo de que los recuerdos acumulados borren la identidad del sabio actual."
ITEM_STORY_103060,Una espada de gran calidad y el tesoro familiar de la familia Van Nosenhill.\nEsta familia se considera noble debido a la cantidad de integrantes que se han convertido en maravillosos estrategas y comandantes desde el reinado del primer emperador.\nLos líderes de la familia Van Nosenhill siempre han llevado la espada con ellos desde que el primer emperador se la otorgó.
ITEM_STORY_103061,"Un amplificador mágico que contiene el relámpago negro.\nEstá fabricado con los mismos materiales de Acravita.\nLos enanos crearon la Acravita bajo las amenazas de Neraxis, y al finalizar, les sobraron algunos materiales. Cuando los enanos le preguntaron a Neraxis si podían conservar lo que había sobrado como recompensa por haber fabricado la Acravita, Neraxis les jaló el cabello y les ordenó que usaran todo. Como resultado, crearon un cartucho que contiene el relámpago negro."
ITEM_STORY_103062,"Un guantelete fabricado con minerales exóticos de gran densidad hallados en la mina de la familia Ziltrion.\nEs lo que Demia le entregó a Scarlet cuando intercambiaron regalos luego de que ambas completaran la parte final de su entrenamiento con espada. Scarlet considera que es la prueba de que Demia es su mejor compañera de entrenamiento y su amiga más íntima. Por temor a estropearlo, nunca lo ha usado."
ITEM_STORY_103063,"Una joya que la Torre del sabio otorgó a Sonia con el título de “Azul”. Tiene una función especial que condensa y amplifica la energía de relámpago de Sonia. Los sabios de la torre le entregaron la joya con la esperanza de que no se marchara. Sin embargo, ella abandonó la torre de todas formas, muy disgustada por la existencia de los hechiceros. Dejó la joya en la torre, pero en un momento determinado de su viaje, se dio cuenta de que, por algún motivo, la tenía en el bolsillo."
ITEM_STORY_103064,"Un broche elaborado por el mejor herrero del reino de Penteonia en honor de la hermosa reina. La gente lo llama la “dignidad de la reina”. Creada con las habilidades que el herrero aprendió de los enanos, esta joya tiene un poder místico: puede concentrar la energía de la luz de Artemia y liberarla toda al mismo tiempo."
ITEM_STORY_103065,"Una daga arrojadiza elaborada por Ricardo que Mirianne usaba para practicar.\nMirianne era la única sobreviviente de una villa donde vivían tanto humanos como elfos. Cuando Ricardo la llevó al orfanato, temió que ella se retrajera al darse cuenta de que era diferente de los demás en el pueblo. Sonia, quien estaba de visita en Orvelia, era la única que calmaba sus preocupaciones. Él le pidió a Sonia que cuidara a la niña y le dio su daga de entrenamiento para prepararla para el viaje."
ITEM_STORY_103066,"Una flor mística que contiene la energía de la vida.\nA diferencia de la flora del Pandemonio, que crece a partir de los desechos malignos, la flor de la vida obtiene sus nutrientes de sustancias limpias y puras, como gotas del rocío del alba y la energía de la Vía Láctea repleta de estrellas. La energía pura que almacenó la flor durante su desarrollo se convierte en un gran sustento para Shea cuando interpreta Melodía de la naturaleza verde."
ITEM_STORY_103067,"Un lente óptico que Annette fabricó para Kara.\nLo creó siguiendo el esquema que descubrió mientras desenterraba a Kara. El esquema revelaba una tecnología mucho más avanzada que la de la ingeniería moderna, pero ella logró interpretar parte del contenido. El resultado de su estudio sobre este hallazgo fue el lente, el cual tenía una estructura similar a los ojos de las libélulas. El lente permite que su portador perciba los movimientos más leves y observe al objetivo desde cientos de ángulos distintos. Annette le incorporó el lente a Kara, el pináculo de la tecnomagia, y esto mejoró increíblemente su habilidad para cambiar el modo de ataque."
ITEM_STORY_103068,"La Jungla de la oscuridad se ubica al sur de Vespia. Es el hogar, terreno de caza y el campo de batalla de la tribu Krakashu. Las personas del imperio los consideran bárbaros, pero son seres sensibles y afectivos que regalan flores a sus seres queridos.\nPara la tribu Krakashu, el ramo de flores significa “regresa a casa sano y salvo”. Este ramo hecho por los miembros de la tribu de Nia contiene un hechizo que impide que las flores se marchiten siempre y cuando Nia esté sana."
ITEM_STORY_103069,"Un cubo de juguete que Esker usaba para jugar con Ophelia cuando estaba triste.\nEl cubo emite una luz reluciente cuando se unen las letras rúnicas\ny toca una melodía hermosa cuando se resuelve por completo.\n\nOphelia se deprimía a menudo porque no sabía cómo se veía el hombre que conoció en sueños, su príncipe azul.\nEntonces, Esker aplicaba el mismo método que usaba para calmar a su hermana: tomaba el cubo y dejaba que Ophelia observara cómo lo resolvía."
ITEM_STORY_103070,"Un par de botas hechas a medida que Cecilia solía usar antes de conseguir las que tiene ahora.\nDespués de entrenar en diferentes artes marciales durante años, desarrolló un estilo de lucha propio que se basa en patadas rápidas.\nPara demostrar su capacidad frente a su abuelo, entrenó mucho con estas botas especiales.\nLas rayas y marcas en las botas son gloriosas cicatrices de esos días de intenso trabajo."
ITEM_STORY_103071,"A veces pequeños cristales salen del cuerpo de Kirze, y se caen.\nNo pudiendo dejar esas partes de su cuerpo allí,\nella las estaba recogiendo,\nal no saber qué hacer con todos esos pedazos,\npasó por Orvel y vio un ornamento de cristal en la Tienda de May.\n\nKirze, quien lo consideró precioso, rezó para que sus cristales tuvieran un buen uso,\n\ny le dio todos los cristales que había reunido hasta ahora a May.\n\nComo muestra de agradecimiento, May le dio la primera obra de arte que hizo con esos Cristales,\neste ornamento de flor de loto rojo."
ITEM_STORY_103073,"Una joya unida al extremo frontal de Monolito, fabricada con el cuarto corazón de Cannibal, la bestia de la arrogancia.\nCuando Chase arremete contra los enemigos, el corazón de Cannibal comienza a latir y, en el impacto, hace explotar la llama del pecado que arde dentro de Monolito."
ITEM_STORY_103075,"La comida favorita de Dakaris, y la que mejor prepara.\nEs uno de los platillos festivos representativos de la tribu.\nLangostas de agua dulce, almejas, y guarniciones.\nNormalmente él gusta de pescado... Pero disfruta de este platillo en ocasiones especiales."
ITEM_STORY_103078,"Una espada estándar de los caballeros de Penteonia que usó Bernheim antes de caer en la trampa de Targarios.\nEstá diseñada para extraer un gran poder cuando está imbuida con la energía de la luz. Un día, Targarios notó que cuando Bernheim intentó usar otras armas en lugar de la espada, esta enloqueció y las destruyó luego de absorber todos los poderes, las protecciones y las bendiciones que poseían.\nBernheim, tras ver esto, dejó escapar un suspiro y se deshizo de las piezas de metal rotas, pero decidió quedarse con la espada."
ITEM_STORY_103087,"Es el símbolo de los Caballeros guardianes de la capital.\nEs una insignia otorgada por el Líder Alfa, quien tiene la autoridad de imponer justicia sumaria para garantizar la seguridad pública del Imperio. El cargo de Líder Alfa, que se determina mediante un acuerdo unánime, es para un caballero con técnicas de combate únicas y una alta reputación entre sus pares."
ITEM_STORY_103090,"Cuatro pociones con diferentes efectos y colores que crean un conjunto y amplifican la fuerza de voluntad, la concentración, el mana y la vitalidad. May garantiza que este conjunto especial de pociones tiene efectos rejuvenecedores increíbles, pero sus ingredientes siguen siendo todo un misterio. Quizás sea mejor así."
ITEM_STORY_103091,¡No puedes parar de lanzar puñetazos!\nEl misterioso temblor de la pluma frente a los ojos empuja la concentración de Gladi hasta su límite para que pueda asestar golpes a una velocidad increíble. Gladi se entusiasma demasiado cuando la mira.
ITEM_STORY_103092,"Un manual en el que se brindan las reglas de comportamiento para los miembros del clan.\nSu grosor triplica el de un libro común, y es la prueba de la naturaleza meticulosa de Veronica. Cualquier lector tardaría mucho tiempo en leer todo su contenido."
ITEM_STORY_103093,"Una guía de artes marciales básica que abarca los fundamentos que aprenden todos los caballeros de Orvel. Entre las distintas habilidades, Corte de suelo brinda una base sólida al estilo de pelea de un caballero. Es una de las primeras habilidades que se aprenden, pero su complicado mecanismo marca la diferencia de poder entre un caballero novato y uno diestro. Loman ha leído la guía más de mil veces desde su nombramiento como caballero, y siempre recurre a ella cuando siente la necesidad de seguir mejorando."
ITEM_STORY_103094,"Un cucharón que brilla con los colores del arcoíris.\nUn día, mientras Juno caminaba por la calle principal de Orvel, encontró un cucharón muy extraño que se le había caído al comerciante del clan, Kumuro. Trató de devolvérselo, pero Kumuro sonrió y desapareció luego de decirle que el cucharón estaba en las manos de su legítima propietaria. Para Juno, era un regalo excepcional, ya que coleccionar utensilios de cocina es su pasión. Este cucharón no solo se distingue por sus colores, sino que también es uno de los legados de una antigua civilización. Desgraciadamente, Juno aún no ha descubierto que puede duplicar el placer de consumir cualquier alimento si lo usa para cocinar."
ITEM_STORY_103095,"Un par de botas fabricadas con el cuero de los monstruos que arrasaron la Prisión militar.\nEn su primer día de trabajo como jefa de la guardia, Nicky se sintió muy molesta al ver a los monstruos generando estragos. Mientras los monstruos la atacaban, ella balanceaba su maza y destrozaba cráneos con una sonrisa gélida en el rostro. Luego, Nicky desolló a los monstruos y elaboró un par de botas con el cuero.\nDesde aquel momento, ningún prisionero volvió a causarle problemas."
ITEM_STORY_103096,"Un par de brazaletes azules que se asemejan al bosque de Elidora, tan frondoso y lleno de vida.\nUno de los pasatiempos que Dosarta empezó a hacer durante sus horas de soledad en la Torre del desafío fue la artesanía,\ny esta herramienta mágica llena de la vitalidad de Elidora fue el resultado de esta nueva afición.\nDosarta cree que no son más que un par de accesorios lindos, pero..."
ITEM_STORY_103097,"Sombrero de la primera amiga que reconoció a Hanus como compañera de batalla.\nHanus fue reclutada por su talento, pero al principio fue ignorada y mofada por ser tan joven.\nSolo hubo una persona que se percató de sus habilidades, y tras su reconocimiento, todos los demás empezaron a ver a Hanus como igual o superior.\nElla siempre fue una amiga importante para Hanus.\n\nSin embargo, su amistad no duró mucho porque Hanus se cambió de puesto y las dos se tuvieron que separar por un tiempo.\nAl ver llorar a Hanus por primera vez, su amiga le dio su sombrero como muestra de amistad y respeto.\nPrometiendo volverse a encontrar en este lugar en donde sufrían juntas."
