KEY,ChineseSimplified
ITEM_STORY_103087,帝国首都防卫骑士团的象征。\n这是给在帝国民生治安问题上拥有即决审判权的阿尔法队长的徽章。经骑士团内一致通过而选出的阿尔法队长只能由拥有最强实力和队友深厚信任的指挥官担任。
ITEM_STORY_103090,4种药水为一组，依照颜色的不同饮用后可分别增强精神、专注力、魔力与活力。是梅伊下决心要解除人们疲劳所制作的特制组合，但没人知道药水是用什么材料，以及从哪里取得的材料制作的，但最好还是不要知道会比较好。
ITEM_STORY_103091,无法停止出拳！ \n飘逸在眼前那来历不明的羽毛能让格拉帝的专注力提升到极限，进而施展超快速的打击。但是究竟为什么看到羽毛会格外兴奋呢…
ITEM_STORY_103092,写着公会参与须知的说明手册。\n据说厚度是一般书籍的3倍以上，光是看见手册的厚度，就会让人忍不住对薇若妮卡的细心感到讶异，若是想熟读全部的内容可能会花上不少时间。
ITEM_STORY_103093,奥勒贝尔骑士都必须熟读的基本武术书籍，当中的「辟地击」是骑士们所有兵法中的基本技，尽管是最先学习的技术，但越是深入钻研，其体系就越复杂，威力也会依照骑士的技术而有明显的差异。在洛曼成为骑士后已经阅读这本书一千次以上，每当觉得武艺进步的速度过于缓慢时就会阅读这本书。
ITEM_STORY_103094,璀璨耀眼的彩色勺子。\n有一天，当朱诺前往奥勒贝尔的繁华街道购买食材时，无意间在那边捡到了公会商人库牧洛遗失的怪异勺子，虽然她尝试要把物品交还给主人，但库牧洛却笑着说那个物品已经找到真正的主人了，语毕便消失不见了。对喜欢收集漂亮餐具的她来说，这个神秘的勺子是相当特殊的礼物，其实它并不只是颜色漂亮而已，更是饮食文化发达的旧文明遗产之一，若是用它来烹煮食物，还能够让食用者的幸福感加倍，不过朱诺好像还不知道这件事。
ITEM_STORY_103095,使用在地下监牢失控的怪物的皮革制成的长靴。\n妮琪在第一天赴任监狱长时，看见整个监狱变得一团乱的景象后便皱起了眉头，接着她对着四处乱窜的怪物露出了冷笑，并且使用铁锤猛击怪物的头，并挑选出满意的皮革制作成长靴。\n从此以后犯人在妮琪的面前吭都不敢吭一声。
ITEM_STORY_103096,一对能够让人联想起艾莉朵拉茂密而又充满生命力的森林的蓝色手环。\n守护挑战之塔之余，没有什么事情做的时候，朵莎尔妲的爱好之一就是手工艺，\n这是蕴含艾莉朵拉的生命力制成而成，拥有巨大力量的魔法道具。\n虽然她本人觉得就只是个装饰品而已…
ITEM_STORY_103097,在战场上初次认可自己是同伴的朋友送的帽子。\n哈奴斯的才能虽让她被选入军中，但因年纪太小而遭受到周围的藐视与嘲笑。\n在这过程中，有一个人最先看出了她的能力，\n自此之后，陆陆续续开始有许多人认同哈奴斯，甚至景仰她。\n对哈奴斯来说，他一直是位值得感谢且珍惜的挚友。\n\n但这深厚的战友情谊未能持久，在某次不得已的情况下哈奴斯必须调到其他岗位，两人只好暂时告别。\n头一次见到她痛哭失声的朋友，为了表示彼此间的友情与尊敬，笑着将自己在战场上使用过的帽子送给了她。\n并且说好两人日后一定要再次在这个曾经同甘共苦的地方碰面。
ITEM_STORY_103098,当该隐的灵魂被封印，且肉体因死亡而在长眠时，在做仪式时所佩戴的黄金戒指。\n戴在了无名指上。莱雅丝亲自注入了流动的祝福，有着即使在来世也能作为新王享受永远的荣耀之意。\n虽然没想到会因为卑微的存在而再次苏醒…他苏醒时数千年已经过去了，虽然戒指被沙尘的掩埋而变得破旧，但获得蓝色神龙的气息的宝石仍然在闪闪发光。
ITEM_STORY_104001,装饰在圣剑埃亚上的天蓝色宝石，\n浓缩神圣的大自然精灵及露亚泪​​水的宝石拥有神秘的力量，能够引导圣剑的守护者走上光明的道路。
ITEM_STORY_104002,芙莱儿的老旧童话书\n年幼的芙莱儿第一次收到的童话书，故事内容主要是在描述天堂神族和魔族间的战争。\n芙莱儿最喜欢的情节是天堂神族把魔族全数击退取得胜利的部分。
ITEM_STORY_104003,赤色魔女的火焰魔法教材。\n在帝国内暗中散布的强大魔法书，由于使用后会毁灭自我并具有强大的破坏力，而被大多数魔法师视为禁忌。
ITEM_STORY_104004,为了纪念罗伊在不依赖狞笑面具团下，使用乱刀斩创造出属于自己的技术而制作出的戒指。\n上头刻有死神里迪尔的图像，意味着不眷恋过去及不遗忘错误。
ITEM_STORY_104005,使用雪降花制成的花手环。\n孤儿院的孩子们看着高尔因为野蛮人的事而备受煎熬，便用笨拙的手法制作了这个手环送给他。\n雪降花的花语是希望与安慰。
ITEM_STORY_104006,用巨人族使用的传说金属钛合金制成的锤子。\n可以破坏所有传说武器和防具的泰坦之锤，在经过100年前的魔族战争后，推估目前奥勒贝利亚大陆内只剩下3个。
ITEM_STORY_104007,与海盗米露露合作的作品。\n经过无数曲折后，与志同道合的海盗米露露一同完成的作品。\n哐当当炮弹添加了在拉克拉克的特制炮弹中含有的米露露牌特制火药，威力更甚以往，造成的伤害量更加惊人。
ITEM_STORY_104008,召唤雷鸟的神秘之石。\n据说有雷电精灵沉睡在其中的传说中的石头，是可以无限召唤雷鸟力量的咒术工具。
ITEM_STORY_104009,能够一窥爱比丝所吸收梦境的镜子。\n完整收藏有趣梦境的镜子，其上头留有人们无法向他人述说的隐密梦境的痕迹。
ITEM_STORY_104010,蕴含诺托司与风之精灵庇护的饰环。\n从很久以前就传承给精灵族顶尖神射手的风之饰环，目前被瑟琳珍藏着。
ITEM_STORY_104011,来自利亚的信使的情报。\n使用暗黑精华制成的邮件，内含能让玛莉亚想起和黑暗势力签订的合约条件的警告文字。
ITEM_STORY_104012,和新结交的炸弹专家好友共同完成的作品。\n和去年夏天认识后便一拍即合的拉克拉克共同制作而成的特制火药，专门用来点燃大炮。\n为了保护燃点低的火药，而将火药装在从宝藏船中找到的乌龟火药桶之中小心地使用。
ITEM_STORY_104013,使用断裂的世界树树枝制成的玻璃箱。\n断裂的世界树树枝一般被认为是非常不吉利的象征，通常都会净化并予以消灭。\n但罗兰从断裂的枝条中发现了新的启示，于是便将断裂的树枝制成了小型玻璃箱并全心照料。
ITEM_STORY_104015,克劳斯最珍惜的手套。\n克劳斯初次被任命为骑士时是在一个异常寒冷的冬天，当时年幼的凯瑟和芙莱儿把这个手套送给了他。\n他们一人一只，用笨拙的手亲自织成的连指手套，上面刻有他们的名字缩写。
ITEM_STORY_104016,守灯者之村的特产。\n蓝色星星形状的糖果，是乐皮最喜欢的零食。\n添加只有在守灯者之村生长的蓝色香草植物「惊睡草」的糖果，每当乐皮要出远门时，村长都会放一些在他的口袋里。
ITEM_STORY_104017,黑暗精灵的王冠。\n迪麦至今还记得面临灭亡危机的皇室一家的悲剧，他把沾满鲜血的王冠收藏着，完全不敢有使用的念头。\n只是在一旁静静地等着真正的黑暗精灵王出现。
ITEM_STORY_104018,帝国有名的佣兵队长，同时也是蕾娜母亲的物品。\n她把能够祈求好运、阻挡厄运，且在非常时期能够当做武器使用的紫水晶胸针送给了独自前往奥勒贝尔王国的女儿。
ITEM_STORY_104019,被附身的龙送给帕菲的礼物。\n冰龙不断地对帕菲发动礼物攻势，完全没有考虑他的喜好与感受，这次冰龙送上了蕴含自己内心与灵魂的宝珠。
ITEM_STORY_104020,传承给吉特里昂家长的戒指。\n用巨大的蓝色宝石装饰的戒指是使用奥勒贝尔王室赏赐给吉特里昂家族的宝石制成。\n之后吉特里昂戒指便成为对王室永远效忠的象征，传承给每一代的家长，而他们也成为了处决叛徒的先锋。
ITEM_STORY_104021,蕴含风之精灵庇护的缎带。\n瑟琳送给追求更快速度的奈拉的绿色缎带。\n蕴含风之精灵诺托司的精灵魔法，能够对敌人施加更快更强大的攻击。
ITEM_STORY_104022,帝国发行的枪械杂志。\n马寇列弗莱姆定期发行的枪械百科字典，里面记载了最先进枪械、武器的相关资讯，是罗迪娜必读的杂志。\n这本杂志更值得人信任的地方在于，它的审核人员是罗迪娜非常仰慕的巴兰赛研究所长。
ITEM_STORY_104023,聚集泰莫雷勒的火焰精华的宝玉。\n为了强化自己的火炎重击，莫拉在抓住泰莫雷勒时便强制取得了火龙的精华－炎火的宝玉。
ITEM_STORY_104024,老师最后的日记。\n写有牧师裴勒曼治疗暗黑病患者的过程，以及牧师自己和暗黑病对抗的相关内容。\n老师过世后，本来要把日记和遗物一起烧毁，但巴杜因却把日记从火焰当中拿了出来，后来他和里欧一起抄录内容从而保存了裴勒曼的日记，对暗黑病的治疗有非常大的贡献。\n日记的正本由巴杜因珍藏，以称颂老师的志向。
ITEM_STORY_104025,1号朋友乐皮模样的玩偶。\n偶然间经过药局而停下脚步的珍。\n在看到季节限量版的乐皮玩偶后便看得一愣一愣地目不转睛，看到这副景象的爱比丝便买下玩偶送给了她。\n由于人偶只能用积点购买，虽然爱比丝在花光所有的紧急预备金后伤心地哭了，但珍在看到了1号朋友玩偶后露出了笑容。
ITEM_STORY_104026,从古代遗迹中发现的谜一般的坠饰。\n在被称为远古智慧与知识之神的人的坟墓中发现的坠饰。\n爱纱偶然间在后巷古董商店中被紫色宝石深深吸引后便买下了它，从此以后非常喜欢配戴这个坠饰。\n日后惊讶地发现它具备能增强自己秘法的效果后，爱纱便把它称为真实之眼且经常带在身上。
ITEM_STORY_104027,传承给历史纪录者的黄金放大镜。\n传承给公正记录历史的书记的信物，只会交给公正记录奥勒贝尔王国历史的人。\n获得黄金放大镜是身为历史学家最崇高的荣耀。
ITEM_STORY_104028,盖有狼族印章的帝国密函。\n握有盖着皇帝印章的密函的弗鲁斯，为了将密函转交给奥勒贝尔王国最尊贵的千金，平常都将密函深藏在怀里。
ITEM_STORY_104029,使用朱诺的秘方制成的红萝卜蛋糕。\n朱诺为了思念故乡的家人及红萝卜的露娜特别制作的红萝卜蛋糕。\n味道和在故乡时吃过的红萝卜蛋糕一样，是露娜新的精神粮食。
ITEM_STORY_104030,初代水龙回归魔力的怀抱时，在该位置发现了透明且弥漫蓝色光芒的曲玉形态的宝石。\n据说该宝石中蕴含初代水龙对于失去伴侣的悲伤与思念，所以被视为是初代水龙受伤的灵魂。\n把宝石放入水中时，宝石的中心部位就会如同水珠滴落水面一样出现波纹，因此被称作神龙的泪水。
ITEM_STORY_104031,自晨星敲响的天空之钟。\n当地表世界陷入危机时，让天堂神族战士们的灵魂产生共鸣的钟，以此告知惩罚罪恶的时刻已经到来。\n战士们听到钟声后便领悟到是时候了，赌上神圣的露亚之名斩杀那些企图让世界灭亡的人的时刻到来了。
ITEM_STORY_104032,来自克卢雅平原地下的吸血鬼世界，敬畏赤光的支配者而献上的戒指。\n之后吸血鬼们都会亲吻此戒指表示敬畏之心，\n露伊希亚出生时，前任支配者便当场把戒指传承给她，并且宣布新支配者的诞生。\n但刚出生的露伊希亚不可能会知道那项宣布就等于是宣告新支配者将要接受试炼。
ITEM_STORY_104033,尼克斯在无限宇宙中徘徊时发现的坠饰，坠饰中储存了无数通往秘境银河的空间座标。\n因为连接了空间，坠饰宝石呈现的颜色就是该银河当下的面貌，此外还能观察到银河正在缓慢移动的样子。\n依照空间座标连接的银河，坠饰的宝石会呈现各式各样的颜色。
ITEM_STORY_104034,安妮特利用魔导工学新研发的电池，使用在古文明化石中萃取出的可疑成分。\n电池是为了在紧急状况时辅助拉斯卡尔的力量而制成的，但这股力量比预期的数值来得更为强大，很容易就充电过度。\n在经过一番苦思后，她决定把它当作战斗专用电池，于是便改造了拉斯卡尔的部分零件并装上电池。
ITEM_STORY_104035,马寇列弗莱姆的研究所长巴兰赛为了米特拉特别制作的子弹项链。\n虽然看起来和一般的项链坠饰一样，但上面的子弹能够当做真的子弹使用，而且具有非常惊人的爆发力。\n结合马寇列弗莱姆最顶尖的技术，是专门为了菲尔奇诺司制作的子弹，成分难以取得，单是制作一个都非常耗时。\n巴兰赛从疯狂米特拉的绰号中取得灵感，将新发明的子弹命名为狂乱之曲。
ITEM_STORY_104036,十字架中央还有另一个小型的十字架，是瑞卡德孤儿院的象征。\n建立孤儿院时，为了连同无法说话的年幼孩子们的份一起祈祷，于是便特别制作了此一十字架，大祭司艾莉丝则赐予了露亚的祝福。\n据说露亚的祝福让瑞卡德孤儿院的孩子们在成长过程中都不太会生病。
ITEM_STORY_104037,狞笑面具团首领为了谭雅特别制作的秘器。\n首领这段期间默默地观察总是能完美执行任务的谭雅，认为能执行最高危险程度的特殊任务的合适人选就是她，于是便透过干部转交了狞笑面具团的秘器「无言之针」 。\n无言之针并非一般的毒暗器，而是添加生体技术的特殊武器，被击中后肌肉内循环的能量会瞬间逆流，还来不及惨叫就会丧命。\n虽然也可以拿来对付敌人，但也有在失去身为刺客的意义时，对自己使用的意涵在。
ITEM_STORY_104038,年幼的伊兹凯尔在抑制突然失控的右手臂的过程中造成手与手臂出现了许多伤痕。\n好不容易在平息失控的情况后，伊兹凯尔看着右手臂的血液滴落至地板，顿时有种思绪被抚平的感觉。\n等到血液凝固后，他取来了一颗被魔族的蓝色血液浸湿的石头，用笨拙的手艺完成了和右手外观一样的小型石像。
ITEM_STORY_104039,卡珊卓费尽千辛万苦从东方的暗黑商人那边运来的扩香精油。\n散发一股浓郁的杜鹃花香味。\n液体中含有能迷惑他人的特殊灵药，若长时间闻精油的味道，就会不自觉地说出自己的秘密。\n由于是非常特殊且珍贵的物品，卡珊卓只有在取得必要情报时才会使用。
ITEM_STORY_104040,希欧拜托梅伊制作的葬礼专用人偶。\n模仿自己的外貌制成，他小心翼翼地将人偶放在她的墓碑旁。\n即使死后回归尘土，也想像这样守护在她的身旁。
ITEM_STORY_104041,老师阿尔迪尼博士给的可疑的医疗实验文件。\n阿尔迪尼将长期以来的解剖学实验结果详细地记录下来后交给了梅蒂安娜，期许传统医术的命脉能够传承下去。\n梅蒂安娜在收到后开心地阅读了此书数十遍，并活用书本的内容成功地制作出期盼已久的梅蒂安娜特制毒药。
ITEM_STORY_104042,欧迪为了能自由调整时间的流动所需的发条。\n为了能更加精确地调整时间，长期待在王城研究室埋首研究发条的欧迪，至今仍找不出解答。\n这是因为发条虽设计完美，却少了能装载时间魔法的适当媒介。\n即使已经试过地表上的所有金属，但每次只要一转动时间就很容易烧毁。\n就在欧迪陷入苦思之时，突然间灵光一闪！欧迪发现了尼克斯送给他的观赏用宇宙石。\n他将宇宙石打磨后制成了发条，研究结果可说是十分完美。
ITEM_STORY_104043,薇丝卡来到物质世界后狩猎的7大罪恶之中，吞噬「暴食」的怪兽「亚罗奈葛」的魔力结晶。\n此魔力结晶会让持有者的力量透过中间的宝石显露出来，薇丝卡只要一碰触结晶，透明的宝石就会散发出强烈的红光，并浮现出一个小图案。\n随着自己的力量逐渐增强，她总是会望着图案想像自己在成为魔王后，图案会出现什么变化。
ITEM_STORY_104044,少女普莉西拉练习时使用的斧戟。\n暴风就是从这把老旧的矛开始掀起的。\n她偶尔会把这把斧戟拿出来看，从而忆起年幼时经过刻苦训练的自己。\n并决定保持当时的初衷，在未来的每一天都要保护小姐平安。
ITEM_STORY_104045,雅妮受托讨伐巨型怪兽时，和巨型怪兽的领导者火焰巨型怪兽缠斗了三天三夜，最后终于击败了它。\n尽管火焰巨型怪兽的心脏已被刺穿，但却依然散发强烈的火焰气息，她在心脏旁发现了和拳头一样大的石头。\n在取下石头后，火焰的气息便消失无踪，而雅妮的箭上也从此添加了火花的气息。
ITEM_STORY_104046,据说古代沙漠王国历代先王的身旁都会出现象征和平与繁荣的黑猫伴随左右。\n尽管无人知晓为何历代先王的身旁都会出现黑猫，但查毕勒也替某一天出现在身旁的黑猫取名为「霍菲斯」，并竭尽所能地照顾它。
ITEM_STORY_104047,既浓烈又清爽的潘特欧尼亚名酒。\n它是留存在奥斐斯的最好的酒之一，非常珍贵。\n尤莉娅最喜欢这个酒，\n但对于经常去旅行的她来说，这是无法轻易得到的东西。\n因此，她每年必定回到祖国一次，\n为女王做衣服，然后收到几瓶酒作为回报。
ITEM_STORY_104048,画纸上描绘的龙。因为有点旧，所以边角皱皱巴巴的。\n这是蕾哈特娜刚进反抗军没多久的时候的事情。那时因为每晚都做着被某些人追赶的噩梦导致身体状况逐渐恶化才被强制性地放了假。趁着无事可做整理着仓库的时候，发现了一张年代久远的画作。蕾哈特娜从小只要感到莫大的压力时，就会做被追赶的噩梦。这是弟弟当蕾哈特娜做那样的噩梦而痛哭时，给她作的画。他说「这只龙特别强大，在梦里也会保护姐姐的！」蕾哈特娜看着这幅画再次想起了决定进反抗军的原因。她将画挂在床头，之后就再也没有做过噩梦了。
ITEM_STORY_104049,命运女神在编织命运时使用的线，蕴含女神的权能。\n编织这个命运之线时只会使用尚未连结因果关系，甫出生的单纯精灵。\n欧菲莉亚透过开眼得以一窥更加辽阔的世界的命运，她把自己的精灵当做媒介，使世界命运的线团连结上新的命运。\n每当对命运造成影响时，总会留下一两条命运的线，神奇的是只要把线的末端连接在一起，线就会自然地接合，仿佛一开始就是一体似地。\n就这样当命运的线一条条聚集时，不知不觉就会成为一捆线团。
ITEM_STORY_104050,装有能让人含笑而终的黄色花朵格拉塞尔的花粉。\n虽然格拉塞尔被归类为毒草，但严格来说它并非毒草，格拉塞尔花也不具备任何效果。\n实际上它的花粉是在授粉的过程中才会释放神经毒，芮奎娜则在温室中另外栽培格拉塞尔且采集其花粉。
ITEM_STORY_104051,使用吸收阳光的黄金月桂树树叶和神圣鸟「伊莱拉」的羽毛装饰的头饰，即使在黑暗中也会绽放灿烂的光芒。\n能够保护使用者不受诅咒影响，并运用光芒将负面力量燃烧殆尽。\n在被任命为守护天使的同时，大天使赐予的物品。
ITEM_STORY_104052,妻子罗洁喜欢的旋转木马音乐盒。\n克洛在奥勒贝利亚的街道上无意间看见了古董店陈列的老旧音乐盒而停下了脚步。\n在凝视物品好一段时间后，他走进了古董店并试着转动音乐盒，静静地听着音乐盒传来的旋律。\n-是一样的东西。\n-就算买新的给她，她还是要这样的老旧音乐盒。\n在喃喃自语后，他买下了这个音乐盒。\n他让女儿听音乐盒传来的旋律，并且回想妻子开心时露出的笑容…
ITEM_STORY_104053,衍生出无数诅咒的最初的根源。\n据说厌恶和邪恶这样的概念是在太初时期成形并生根。\n此后在诅咒的化身萨蜜拉的内心最深处占有着一席之地，随着岁月流逝，衍生的诅咒也日趋增加，并且生长地愈渐诡异。
ITEM_STORY_104054,原本怀有怨念的恶灵陷入到了愤怒和憎恨等负面情绪中，是无法自我控制的存在。它们嫉妒活着的人，袭击他们，企图将他们变成和自己一样的存在，带有明显的恶意。但是汇聚了孩童的纯真感而成的拉薇儿却很难被称为恶灵。\n\n她是一个虽然由无数灵魂组成却又渴望孤独的矛盾存在。当她第一次在这片土地上睁开眼睛的时候，她并不知道自己是谁或是什么。只有莫名的痛苦和疼痛支配着整个身体。在痛苦中死去的幼小灵魂们的悲伤化作泪水流了下来，那股灵力失控而引来了恶灵们。 据说她诞生时，周围笼罩着巨大的黑暗。\n\n听到她的哭声，最先赶到的是灵魂引渡者乐皮。乐皮从灵魂们那里听说了关于她的消息，并在欧迪和尼克斯的帮助下找到了她。\n\n乐皮为了止住她的哭声，拿出了各种各样的礼物。据说这是最让她着迷的东西，是陷入恶毒邪念的恶灵们消失后留下的宝石之一，是邪恶的心灵被净化后找到自由的灵魂的最后痕迹。据说，这个宝石抚慰了拉薇儿那无法抑制的悲伤。
ITEM_STORY_104055,雪朵・希尔特初代堂主从超自然存在的手中获得的八卦。\n只有雪朵・希尔特堂主才能操纵它，透过卦上弥漫的魔气可极大化埃席温的力量。\n卦上封印着能够铲奸除恶的八大魔兽，依照阴阳标示的不同，呈现的力量也各不相同。\n特别是当八个卦都指向阴时，冷血魔女引起的满月颜色将比任何时候都还要来得红。
ITEM_STORY_104056,满月之夜时，爱儿琪为了纪念血之庆典而弹奏的钢琴。\n每天晚上极度饥渴的她唯有将一整个村庄夷为平地后才能平抚自己的情绪，\n她所经之处皆呈现一片死寂，地面则被红色渲染。\n这里的生命都是爱儿琪的所有物，充满喜悦的她为自己的听众献上了美丽的旋律。\n满山遍野的尸体中响起了属于她的奏鸣曲。
ITEM_STORY_104057,在绿洲中央发现的神圣钥匙。\n部落成员向初代水龙祈求净化邪恶的某天，绿洲中央突然冒出了可疑的箱子，\n在没有任何人能开启箱子的状况下，黎莉雅一听见部落成员的呼唤后便跑到了绿洲。\n当黎莉雅一出现时，箱子便开始晃动并绽放极度刺眼的光芒，紧接着箱子打开了。\n里面装的是一把钥匙。\n由于它弥漫着一股不寻常的力量，黎莉雅直觉认为那并非一般的物品，于是便小心翼翼地保管至今。\n虽然目前还不清楚钥匙的作用为何，但可以确定的是只要带着这把钥匙，黎莉雅的净化能力就可以发挥到极限。
ITEM_STORY_104058,神龙莱雅丝赏赐给劳蒂亚的项链。劳蒂亚在流动神殿替神龙举办仪式的最后一天，莱雅丝终于睁开双眼了。\n而且劳蒂亚周围出现了绽放光芒的蓝色水球，\n发光的球体在落入劳蒂亚的手中后化为一对美丽的耳环。\n这是蕴含绿洲祝福的礼物，是莱雅丝为了向辛苦唤醒自己的劳蒂亚表达谢意所赠送的礼物。
ITEM_STORY_104059,鲁西亚司待在瑞卡德底下担任圣骑士时使用的神圣之剑。\n因为有露亚教团的高阶牧师们亲自给予祝福，所以具备强大的神圣之力。\n但那个祝福比被选为祝福圣者的鲁西亚司本人的祝福更弱。\n为了记得圣骑士时期的那段岁月，他一直都携带在身上，但却不会使用。\n有传闻说是因为他成为圣者后要保持形象…
ITEM_STORY_104060,利用雅恪・鲁米奈勒的核心制成的魔力源，除了特定波长的光芒以外，具备分散的效果。\n此矿物虽和元素魔法间的作用佳，但硬度太弱、无法承受强大魔法是其缺点。\n马寇列弗莱姆利用魔导工学大幅度提升了矿物的硬度，从此之后就能当作光学武器使用。
ITEM_STORY_104061,奈洛希思从阿尔玛塔的仓库偷来的珍贵物品。\n奈洛希思并不因为艾克拉毕塔而满足，正当他苦思是否还有更强大的武器时，他突然想到了阿尔玛塔的宝物仓库。\n于是他便前往位于阿罗维纳海岸南边的遗迹艾薛毕克，并成功潜入了阿尔玛塔的仓库。\n虽然逃出宝物仓库时必须应付疯狂的阿尔玛塔好一段时间，但他要的东西已经全部都到手了，计画可说是非常成功。\n在窃取的宝物当中最珍贵的就属「埃森诺瓦」了，它与「艾薛诺司」是成对的古代宝物，\n其潜藏的力量几乎和黑龙的心脏不相上下。
ITEM_STORY_104062,铁匠－金为了奥勒贝尔王室的史嘉蕾亲自精雕制作的宝石。\n初期被制作成坠饰，之后为了身为骑士必须参战的史嘉蕾而改为可拆卸的形式。\n和白银的心脏一起奋战沙场的她仿佛就像是引领胜利的女神一般。
ITEM_STORY_104063,索妮亚亲自制作的武器，蕴含透过心脏释放出来的庞大电力。\n索妮亚只要利用贝加尔的核心刺激其内部就会释放爆发性的电力。\n但若是释放力量的话，她很担心米芮安会受伤，所以一直以来都在忍耐，因此米芮安便提议要不要制作能调整此一功能的武器。\n索妮亚便趁此机会花了许多时间制作能承受自身电力的手套。\n其效果远远超乎预期。\n由于多了能储备爆发性电力的功能，所以能调整电力，只要适当使用手套就能释放能量运用。\n再加上它能确保米芮安的安全，更加令索妮亚对自己的作品感到骄傲。
ITEM_STORY_104064,潘特欧尼亚王室代代相传的宝物，汇集宫廷元老魔法师法术的神秘镜子。\n据说是初代国王为了称颂潘特欧尼亚永恒的光明而亲自制作的镜子。\n只有引导国家的人才能观看此镜子，映照在镜子中的人可获得光之祝福。\n之所以能获得祝福，是为了叮咛领导者别忘记自己的本分，必须成为苍天百姓的光芒。
ITEM_STORY_104065,母亲为了纪念米芮安的诞生而亲手制作的树叶项链。\n母亲祈祷心爱的孩子在这个埃拉村不会受到伤害且能幸福的长大，在木头上镶嵌能召唤幸福的精灵族宝石且制成项链。\n但事与愿违，魔物入侵了埃拉村，母亲将自己仅存的气力全都注入米芮安的项链中就离世了。\n也因为这样，在瑞卡德发现米芮安之前她都受到保护魔法守护，当自己的使命完成后它便化为粉末消失不见。\n瑞卡德对于埃拉村唯一的生存者米芮安感到相当惋惜，\n数年后他拜托洛曼制作形状类似的项链，并且送给了米芮安。
ITEM_STORY_104066,希娅和精灵们一起为地上世界的生命唱赞颂曲时，爱之女神米拉在梦中赐予的回礼。\n当希娅从梦中醒来时，物品就已经放在她的手中了。\n宝石和爱之女神一样会绽放灿烂且美丽的光芒，凝视时会使人如入无人之境。\n希娅称这个宝石为米拉之梦。
ITEM_STORY_104067,安妮特发现卡菈的当时，和光学镜头设计图埋在一起的图纸。\n老旧的纸张上写有未知的语言和画有机械零件的相关构造图。\n安妮特获得里欧的协助后便能解析羊皮纸上的内容，并花费了数年解开构造图的数式及组合各个零件，最终完成了魔导工学的结晶体「卡菈」。
ITEM_STORY_104068,与先祖们相比更为稳定的倪娅的血，偶尔还是会剧烈地沸腾并将她拉至狂暴的边缘。\n这特殊的药是雅妮发现处于那种状态的倪娅后拜托梅蒂安娜制造的，是由梅蒂安娜和芮奎娜合力特制的毒药之一。\n虽说是毒药，但它只攻击魔兽之血，在狂暴之前喝一口就能安抚狂暴的气息。\n但是，它有副作用…据说喝下去之后的一段时间里会消化不良，这样倪娅就没办法吃她喜欢吃的肉了。\n所以倪娅会尽量避免服用这个药。
ITEM_STORY_104069,黑市赌场使用的可疑晶片。\n是最具价值的一种晶片，只有秘密赌场的掌权者能拥有。\n外观看起来像是一般的黄金晶片，事实上该物品因为黑魔法师的法术而凝缩了无数生命体的能量。
ITEM_STORY_104070,塞西莉亚首次实现正义后收到的作为答谢的礼物。\n在过去因救助街上的小女孩而作为答谢收到的红缎带，在救助小女孩的过程中，小女孩将这个红缎带绑在塞西莉亚受伤的手腕上。\n那天以后，她在执行任务时总会在手腕上系着这条红缎带，正义赤风的称号也由此而来。
ITEM_STORY_104071,在凯丽泽业余爱好时间使用的裁缝道具。\n对于喜欢娃娃的她是必备物品。\n就在最近，她因为使用了特殊种类的线和棉花，\n而做出了材质更好的娃娃而感到幸福。\n\n据说剪刀是她平常使用的武器的缩小版。
ITEM_STORY_104073,镶嵌在伽司腰部的生体辨识器。\n娇小且微长的胶囊型态，种植在实验体的体内。\n胶囊上写有实验体名称「TYPE. 0」，内部装有可记录实验资讯的红色可疑物体。\n识别器具有记录的功能，能够记下关于他的各种研究结果、实验情报、实验体位置等资讯。\n若是强制将它取下，基于情报安全的考量，可能会和实验体一起爆炸，是一个极度危险的物品。\n在伽司把装在自己腰部上写有TYPE 0的胶囊拆下后，便决定彻底破坏掉这个扭曲自己存在价值的东西。\n接着他下了个决定\n总有一天要让那些人永远记得伽司这个名字。
ITEM_STORY_104075,祖先历代传承下来的传统魔法书。\n就像是部落的贤者们历代流传下来的历史书。\n内含战争的记录、伟人的丰功伟绩、族民们的日常等各种信息。\n那本书有着用魔法可以把所含信息暂时重现的神秘力量。
ITEM_STORY_104078,伯伦海姆被驱逐后想寄给家人而写的信件。\n虽然都写了，但是否要寄出去，在距离被驱逐已过7年的现在，他还是在犹豫。\n这些信大多数是写给比自己小5岁的弟弟和小10岁的妹妹的，他们以前很黏伯伦海姆。
