KEY,ChineseSimplified
INN_SHAMILLA_CONVERSATION04,为何要隐瞒魔族的身分呢？呵呵，还是别提出那种显而易见的问题会比较好吧？
INN_SHAMILLA_CONVERSATION05,就算是好剧本，改编通常都会有不错的效果，呵呵呵…
INN_SHAMILLA_GIFT02,虽然我想要的礼物比较不一样…呵呵…但这个也不错。
INN_SHAMILLA_CONNECT_GREETING_MAX,呵呵，你今天也会让我欣赏有趣的舞台吧？
INN_SHAMILLA_CONNECT_CONVERSATION01,我的目的…呵呵，就当作是体验一下我这段期间未能感受过的新鲜感吧。
INN_SHAMILLA_CONNECT_CONVERSATION02,你还真是有意思，所以…我想更近一点观察你，呵呵呵。
INN_SHAMILLA_CONNECT_CONVERSATION03,啊啊，真是太棒了！违抗自己命运且不断挣扎的惊险画面…！
INN_KARA_GREETING02,你好，另一个大师。
INN_KARA_CONVERSATION04,我是兵器，没有内心的工具。但是…
INN_KARA_CONVERSATION05,活着是什么样的感觉呢…
INN_KARA_GIFT02,谢谢，我会赞助大师的研究费用。
INN_KARA_CONNECT_GREETING_MAX,你好，昨天睡得好吗？
INN_KARA_CONNECT_CONVERSATION01,虽然我还不太了解何谓感情…但这个感觉是什么呢…
INN_KARA_CONNECT_CONVERSATION02,感觉到一股亲密的气息…亲密感…亲密感…这就是亲密感？
INN_KARA_CONNECT_CONVERSATION03,我很好奇…爱情是什么样的情感…真是令人在意。
INN_CHASE_GREETING02,嗯…
INN_CHASE_CONVERSATION04,我的名字…他们呼唤我时的那个我专属的名字…所以我要为了他们而战斗。
INN_CHASE_CONVERSATION05,我的名字是伽司…伽司…好，现在我的名字是伽司…
INN_CHASE_GIFT02,我真的可以…收下这个东西吗…
INN_CHASE_CONNECT_GREETING_MAX,没有看见那位，若是不快点找到，大概会被黛弥儿臭骂一顿吧。
INN_CHASE_CONNECT_CONVERSATION01,我彻底感受到那两个人的强悍了…大概是想在不取我性命的情况下进行压制而刻意手下留情的吧。
INN_CHASE_CONNECT_CONVERSATION02,原本我想要取她的性命…但她却非常仁慈地接纳了我…帮我取了名字…以及为了我挺身而出…
INN_CHASE_CONNECT_CONVERSATION03,黛弥儿很可怕…克劳斯很善良，但偶尔却也很可怕…不过那位却总是都很善良…
INN_ZAFIR_CONNECT_GREETING_MAX,很高兴见到你，沙漠的朋友。
INN_ZAFIR_CONNECT_CONVERSATION01,我很喜欢猫…那清高而美丽的姿态没有人能比得过。
INN_ZAFIR_CONNECT_CONVERSATION02,如同锐利刀刃般的沙漠暴风也无法伤害沙漠战士半根寒毛。
INN_ZAFIR_CONNECT_CONVERSATION03,就算我拥有高贵的血统，但依然还不够资格成为那位的继承者。
INN_ZAFIR_GREETING02,这段期间过得好吗？
INN_ZAFIR_CONVERSATION04,依照预言来看，新王不久后就会复活。
INN_ZAFIR_CONVERSATION05,…有空也来一趟埃伊纳吧！我会负责当向导。
INN_ZAFIR_GIFT02,沙漠的战士们大概也会很开心。
INN_LILIA_CONNECT_GREETING_MAX,今天也见面了！很高兴见到你。
INN_LILIA_CONNECT_CONVERSATION01,奈洛希思吗？哼，他是一个烦人的家伙！一直想引起姐姐的注意，真的很烦！
INN_LILIA_CONNECT_CONVERSATION02,该隐…？嗯嗯嗯…我还以为你消失不见了，竟然又出现纠缠着姐姐…
INN_LILIA_CONNECT_CONVERSATION03,虽然全世界我最喜欢的就是姐姐…但我也很喜欢像你这样的人。
INN_LILIA_GREETING02,您好！身体还健康吧？
INN_LILIA_CONVERSATION04,姐姐的使命就是我的使命，我会一直陪伴着姐姐。
INN_LILIA_CONVERSATION05,无限之水的秘密吗？嗯…那是初代蓝龙的力量！
INN_LILIA_GIFT02,谢谢，我会为了流动神殿使用它。
INN_LAUDIA_CONNECT_GREETING_MAX,很高兴见到你～呵呵，不会吧？你是来见我的吗？
INN_LAUDIA_CONNECT_CONVERSATION01,你也见过黎莉雅和莱雅丝吗？她们都是好人，一定很快就能变亲近～
INN_LAUDIA_CONNECT_CONVERSATION02,你身上散发一股强烈的流动之力与命运之力，那是勇者、英雄才能拥有的力量！
INN_LAUDIA_CONNECT_CONVERSATION03,我尝试编了一个新的舞，下次要不要看一下呢？还是你要一起跳呢？呵呵。
INN_LAUDIA_GREETING02,哈啰～既然我们变熟了，那说话就不需要太拘谨了，你不介意吧？
INN_LAUDIA_CONVERSATION04,这里真的很棒！弥漫着一股能让内心获得平静的和平感～
INN_LAUDIA_CONVERSATION05,代理族长也不是轻松的工作吗？毕竟是要对所有的族人负责～
INN_LAUDIA_GIFT02,谢谢～要不要买饼干给部族的孩子们呢？
INN_ERZE_CONNECT_GREETING_MAX,为了纪念我们再次相见，我想给你这个，这是某个家伙咬我之后留下的牙齿…
INN_ERZE_CONNECT_CONVERSATION01,嗯嗯～那个女人不停地追我…那个女人…那个女人…那个…姐姐…我好想姐姐…也想杀了她…哈哈！
INN_ERZE_CONNECT_CONVERSATION02,关于上次提到的那小子，他好像把我的血给了人类，我们的血如果没有意志就起不了任何作用。结果那小子也只能把他的意志混入他自己的鲜血了。他到底收到了什么好处呢？早知道在杀掉他之前就先问了。
INN_ERZE_CONNECT_CONVERSATION03,回到那时…不，我不要回去，啊哈哈！要我舍弃这么愉快的生活，回到那令人作呕的过去！ ？我绝对、绝对不回去…不过…假如真的要回去…大概也只有一个理由…没错…假如要回去…就只会是为了某个人…
INN_ERZE_GREETING02,我好像在哪见过你…啊，呵呵…我们又见面了呢！呵呵…
INN_ERZE_CONVERSATION04,吸血鬼不同于魔族，高阶魔族偶尔派得上用场，其他魔族就毫无利用价值可言。
INN_ERZE_CONVERSATION05,堕落者的血…真是令人着迷啊，哈哈～！
INN_ERZE_GIFT02,真聪明，呵呵，越看越可爱呢！
INN_NERAXIS_CONNECT_GREETING_MAX,....好，很高兴见到你！啧…
INN_NERAXIS_CONNECT_CONVERSATION01,黎莉雅？啊啊，那个烦人的小鬼？啧，每天只会妨碍我。
INN_NERAXIS_CONNECT_CONVERSATION02,可以叫那个木乃伊滚开吗？有时候真的很想把他杀掉。
INN_NERAXIS_CONNECT_CONVERSATION03,喜欢莱雅丝姐姐的理由？哼，喜欢还需要理由吗？不，慢着，你怎么会知道呢？！
INN_NERAXIS_GREETING02,哼，又见面了，人类。
INN_NERAXIS_CONVERSATION04,嗯？叫我帮忙？啧，真是麻烦。
INN_NERAXIS_CONVERSATION05,呵呵，黑暗之龙果然是世界最强的！
INN_NERAXIS_GIFT02,我不需要那种东西，干嘛要一直…
INN_SERIA_CONNECT_GREETING_MAX,该说…你好…吗？
INN_SERIA_CONNECT_CONVERSATION01,爱儿琪…每当地狱般的夜晚到来，妳开始陷入痛苦挣扎时，我却只能待在一旁什么都帮不了妳…或许…就是因为我没能把妳从痛苦中解救出来…才会造成今天这种局面…都是我的错…
INN_SERIA_CONNECT_CONVERSATION02,我唯一能为妹妹做的事情就是让她安息..没有别的了..每当想起这件事..已经平复的心脏又会再次感到刺痛..一边想着..我不想动手..不想动手..
INN_SERIA_CONNECT_CONVERSATION03,我很想说声…谢谢…因为你愿意听我说话…愿意靠近我…谢谢…日后若是再见面…到时候…
INN_SERIA_GREETING02,我应该说过短时间内不会接受任何委託吧…？
INN_SERIA_CONVERSATION04,我是专程来找人的，你不需要知道吧？是我妹妹，我在找我妹妹。
INN_SERIA_CONVERSATION05,我们好像很常碰到面，你也是来找人的吗？如果你是要找你的同伴或家人，记得要好好珍惜他…
INN_SERIA_GIFT02,…谢谢…有股莫名的愧疚感…同时也很感谢…
INN_LUCIAS_CONNECT_GREETING_MAX,愿露亚的祝福与你同在。
INN_LUCIAS_CONNECT_CONVERSATION01,啊啊，星尘表演团来了，在我小的时候，他们每年都会来我们村庄拜访一次，我们去看看艾斯克还在不在那吧！
INN_LUCIAS_CONNECT_CONVERSATION02,有时候我的记忆会全部混淆在一起，包括我的过去，还有历任祝福圣者的记忆…
INN_LUCIAS_CONNECT_CONVERSATION03,圣骑士、圣者…就算称呼跟职责都变了，我做的事情还是一样，我…只不过是对身陷苦痛与备受磨难的人伸出援手罢了。
INN_LUCIAS_GREETING02,又见到您了，在用餐前要不要一起祷告呢？
INN_LUCIAS_CONVERSATION04,您想知道除了我以外还没有其他圣者？ …嗯…是有三位，但我还没有见过他们。
INN_LUCIAS_CONVERSATION05,虽然我在担任圣骑士时的确是个旗手，但我没想到成为圣者后还会收到旗帜…哈哈哈。
INN_LUCIAS_GIFT02,…谢谢，但这份礼物对我来说有点贵重了，如果之后有人需要，我可以转送给他吗？
INN_CHRISHA_CONNECT_GREETING_MAX,休息也是重要的任务，好好休息再上路吧。
INN_CHRISHA_CONNECT_CONVERSATION01,皇帝陛下的直属监察官…那绝对不是轻松的职务，但却很值得自豪。
INN_CHRISHA_CONNECT_CONVERSATION02,无论是帝国或是奥勒贝利亚的高阶干部或贵族都不值得信赖呢，唉…
INN_CHRISHA_CONNECT_CONVERSATION03,你想加入维尔吉亚魔法骑士团吗？如果是你绝对没问题的。
INN_CHRISHA_GREETING02,你来了呀，吃过饭了吗？
INN_CHRISHA_CONVERSATION04,你知道西洋棋这种游戏吗？
INN_CHRISHA_CONVERSATION05,真想和奥勒贝利亚的公主谈谈…
INN_CHRISHA_GIFT02,…你都这样说了，那我就接受吧。
INN_NIA_CONNECT_GREETING_MAX,嘶嘶…要不要…一起吃饭呢？
INN_NIA_CONNECT_CONVERSATION01,有带肉…来吗？我喜欢肉…很好吃…
INN_NIA_CONNECT_CONVERSATION02,魔族…对我的祖先进行实验…让祖先都变成魔兽…是一群坏蛋…
INN_NIA_CONNECT_CONVERSATION03,吼呜呜…摸头…犯规…嘿嘿嘿…
INN_NIA_GREETING02,嘶嘶…熟悉的味道。
INN_NIA_CONVERSATION04,狩猎…很愉快…因为可以随心所欲行动。
INN_NIA_CONVERSATION05,骨头面具…材料？嘿嘿…虽然令人作呕…但可爱的鼻子和有着长角的猎物…
INN_NIA_GIFT02,我不需要这种东西…给我肉…嗯？…肉…可以用买的吗？！
INN_LAVRIL_CONNECT_GREETING_MAX,嘿嘿…欢迎光临。今天要玩些…什么呢？
INN_LAVRIL_CONNECT_CONVERSATION01,露亚教的人虽然看起来有些吓人…但好像不是坏人…嘿嘿。
INN_LAVRIL_CONNECT_CONVERSATION02,妖精们的朋友…精怪们的朋友…我们的朋友，幽灵的朋友…会是谁呢…？
INN_LAVRIL_CONNECT_CONVERSATION03,你就是我们的朋友…嘿嘿，太好了。永远…和我们在一起吧…
INN_LAVRIL_GREETING02,额…我们来了…
INN_LAVRIL_CONVERSATION04,好害…害怕…好冷…
INN_LAVRIL_CONVERSATION05,呜呜…好孤单…好冤枉…我们是谁…
INN_LAVRIL_GIFT02,谢…谢谢…请不要抛弃我们…和我们在一起…
INN_ESKER_CONNECT_GREETING_MAX,复仇不结束，游戏也不会终止。即使这可能会毁了我。\n骰子，会一直转动的。
INN_ESKER_CONNECT_CONVERSATION01,小时候和那家伙钓过冰鱼…呃，我不是很喜欢。\n穿蚯蚓太麻烦。
INN_ESKER_CONNECT_CONVERSATION02,在演出结束后的剩余时间里，我经常会教欧菲莉亚怎么洗牌。
INN_ESKER_CONNECT_CONVERSATION03,什么时候回星尘去？\n这可就难说了…如果你来当观众，我可以考虑看看。
INN_ESKER_GREETING02,哈哈，比起那时实力提高了呢。\n有想过一起合作吗？
INN_ESKER_CONVERSATION04,鲁西亚司那小子真是个倔强的家伙。\n所以在我这里绝对不要提他。\n哎呦，见面的话会有多累我现在就能想到…
INN_ESKER_CONVERSATION05,秘密赌场？嗯，那大概是你想象不到的地方吧？\n至少也得是吸血鬼才敢递出名片吧？\n别哭了，开玩笑开玩笑。
INN_ESKER_GIFT02,礼物就不用了，和我一起吃个晚饭吧。\n菜单是加了柠檬汁的银色鲶鱼排。
INN_GLENWYS_CONNECT_GREETING_MAX,啊，您来了啊。一起吃饭怎么样？
INN_GLENWYS_CONNECT_CONVERSATION01,有的时候…村庄里的孩子们那憧憬的目光让我很有压力。啊哈哈…
INN_GLENWYS_CONNECT_CONVERSATION02,我与贵族出身的骑士们关系也不错，还有几位经常和我对练。
INN_GLENWYS_CONNECT_CONVERSATION03,我时刻都非常感谢皇帝陛下。托皇帝陛下的福，我这样的平民才能到今天的位置。
INN_GLENWYS_GREETING02,啊，您好。今天又见面了。
INN_GLENWYS_CONVERSATION04,没有什么特别的事情吧？那一起来训练如何？
INN_GLENWYS_CONVERSATION05,帝国是一个比起血缘更重视能力的国家，只有不断努力才能保障成功。
INN_GLENWYS_GIFT02,额嗯，这么贵重的礼物…谢谢。下次一定报答您。
INN_BERNHEIM_CONNECT_GREETING_MAX,…看起来很健康啊，没有什么事吧？
INN_BERNHEIM_CONNECT_CONVERSATION01,与这把魔剑漫长的孽缘…我真的能摆脱这家伙吗…
INN_BERNHEIM_CONNECT_CONVERSATION02,塔伽里欧斯吵闹的声音在脑海中响起…咳呃…
INN_BERNHEIM_CONNECT_CONVERSATION03,我当时只是想要力量…结果事情最终变成这样，全部都是因为我的意志过于薄弱。\n以后…不会再出现那样的事了。
INN_BERNHEIM_GREETING02,…你来啦。我们最近经常见面呢。
INN_BERNHEIM_CONVERSATION04,对我的剑有兴趣…？哈啊…我劝你最好别问。
INN_BERNHEIM_CONVERSATION05,头好疼…啊，不用担心，因为这种事经常发生…
INN_BERNHEIM_GIFT02,…谢谢，我会用在刀口上的。
INN_YURIA_CONNECT_GREETING_MAX,命运的主人，我正等著您的到来。
INN_YURIA_CONNECT_CONVERSATION01,我做衣服的过程有点独特。呵呵呵，需要相当长的时间。
INN_YURIA_CONNECT_CONVERSATION02,唔，真神奇。我做裁缝也不是为了财富和名誉…但不知不觉间就变得有名了。
INN_YURIA_CONNECT_CONVERSATION03,我偶尔也会回到祖国潘特欧尼亚，\n主要是为了制作阿蒂蜜雅女王陛下的衣服。呵呵。
INN_YURIA_GREETING02,呵呵，很高兴见到你。今天的见面好像是命中注定。
INN_YURIA_CONVERSATION04,我是看不到命运的，充其量只是能感知命运罢了。
INN_YURIA_CONVERSATION05,我喜欢旅行。可以看到、感受到、体验到许许多多…
INN_YURIA_GIFT02,哎呀，居然有这么多…呵呵，那作为回报，我给您买个饮料吧。
INN_CECILIA_CONNECT_GREETING_MAX,勇气才是能够实践正义的力量！
INN_CECILIA_CONNECT_CONVERSATION01,你问我家里有几双长靴？\n嗯，光训练用的就有100双左右吧？
INN_CECILIA_CONNECT_CONVERSATION02,嗯？你想看我吹口琴的实力？哈哈哈…\n等…等一下。
INN_CECILIA_CONNECT_CONVERSATION03,无聊的话和我去踢足球怎么样？
INN_CECILIA_GREETING02,今天也一起加油吧！嗨哟嗨哟！
INN_CECILIA_CONVERSATION04,不要轻易放弃！你背后还有我！
INN_CECILIA_CONVERSATION05,吃辣乌冬面我不想输给任何人！\n要不要打赌谁吃得更多？
INN_CECILIA_GIFT02,太好了！你有什么想要的吗？
INN_DAKARIS_CONNECT_GREETING_MAX,哦哦，你来了。今天要不要一起坐下来吃顿饭？哈哈哈…
INN_DAKARIS_CONNECT_CONVERSATION01,其他的蜥蜴人好像称我为贤者，但我的能力还远远不够呢，哈哈哈。
INN_DAKARIS_CONNECT_CONVERSATION02,为了自由自在的生活，也为了后继子孙们的未来，我会继续帮助反抗军的。
INN_DAKARIS_CONNECT_CONVERSATION03,祖先们一直都在关注着我们，并且为我们的未来祈福…
INN_DAKARIS_GREETING02,朋友啊，欢迎你，有什么事吗？
INN_DAKARIS_CONVERSATION04,哈哈哈，不想加入反抗军吗？
INN_DAKARIS_CONVERSATION05,为了自由而努力固然是好事，但我不怎么喜欢暴力。
INN_DAKARIS_GIFT02,哎呀，又准备了礼物…哈哈，太感谢你了。
INN_KIRZE_CONNECT_GREETING_MAX,啊…你好啊？我做了一个新的玩偶…想看吗？
INN_KIRZE_CONNECT_CONVERSATION01,虽然不喜欢战斗，但是…我不能再看到像我一样的牺牲者出现了。
INN_KIRZE_CONNECT_CONVERSATION02,自从身体变成这样以后，我就没办法吃太多…\n所以看到很能吃的人就觉得很幸福也很羡慕。
INN_KIRZE_CONNECT_CONVERSATION03,今天身体有点没力…有点困呢。\n要是觉得我睡太久就叫醒我…\n因为我怕我…起不来…
INN_KIRZE_GREETING02,你好，好久不见…
INN_KIRZE_CONVERSATION04,你说一起吃饭？啊哈哈…我没关系，我在旁边看着你吃就好。
INN_KIRZE_CONVERSATION05,看到陷入危险的人…就会不自觉地想帮助他们。
INN_KIRZE_GIFT02,构成我身体的赤色魔晶石…听说作为魔法试剂的媒介也很好呢。
INN_REHARTNA_CONNECT_GREETING_MAX,啊！欢迎光临！我们刚好在聊你的事呢。
INN_REHARTNA_CONNECT_CONVERSATION01,这首曲子，我好像没听过…你要是知道怎么弹，能教教我吗？
INN_REHARTNA_CONNECT_CONVERSATION02,如果跟同伴们也可以像这样开心地度过就好了，好可惜啊。
INN_REHARTNA_CONNECT_CONVERSATION03,想知道我为何加入反抗军吗？我还不能告诉你。
INN_REHARTNA_GREETING02,你来了？我在等你呢！我给你占位置了！
INN_REHARTNA_CONVERSATION04,说实话，每次传信的时候都很害怕。因为如果我被发现的话，遭殃的可不止我一个人…
INN_REHARTNA_CONVERSATION05,虽然我不确定我能给同伴们起到多大帮助…不过我再努力的话应该能帮得上他们吧？
INN_REHARTNA_GIFT02,很感谢你！话说，你喜欢什么呢？我想送你喜欢的作为谢礼。
INN_MAY_INNIDLE01,嗯...果然朱诺姊姊的料理才是一绝...！我觉得这个会大卖！
INN_MAY_CONNECT_GREETING_MAX,为了成为奥勒贝尔最有钱的人，今天也努力着！
INN_MAY_CONNECT_CONVERSATION01,我今天打算到艾莉朵拉森林中部去挖掘新商品！
INN_MAY_CONNECT_CONVERSATION02,我最近对制作衣服很有兴趣，有机会的话我也做一套给你！
INN_MAY_CONNECT_CONVERSATION03,听说埃伊纳沙漠中有宝藏？你知道吗？
INN_MAY_GREETING02,啊！欢迎光临！...啊，不对！这里是旅馆啊...
INN_MAY_CONVERSATION04,你会来光顾我的店吧？
INN_MAY_CONVERSATION05,朱诺的料理真的很美味！
INN_MAY_GIFT02,嘿嘿，谢谢你！
INN_GLADI_INNIDLE01,嗯嗯，木天寥的香气还…
INN_GLADI_CONNECT_GREETING_MAX,唷，朋友！来这里坐下！！
INN_GLADI_CONNECT_CONVERSATION01,哈！我的拳头粉碎敌人的那瞬间！超刺激的！
INN_GLADI_CONNECT_CONVERSATION02,我在我们族也是强而迅速的好手。话说回来，不知道大家过得如何？
INN_GLADI_CONNECT_CONVERSATION03,你问我干嘛买这些没人要的木天蓼？你不懂啦，这是私人用途！
INN_GLADI_GREETING02,嗯嗯？唷唷，还健康吗？
INN_GLADI_CONVERSATION04,这个木天蓼啊。哇～它的气味真棒...哇喔～！
INN_GLADI_CONVERSATION05,Yo！不是在竞技场上遇到，还真新鲜呢？
INN_GLADI_GIFT02,唉呀！谢谢你！你这家伙不错嘛！
INN_VERONICA_INNIDLE01,哼嗯，好久没那么悠闲了。
INN_VERONICA_CONNECT_GREETING_MAX,我好久没来这里了呢。有种...既亲切又生疏的感觉？
INN_VERONICA_CONNECT_CONVERSATION01,最近公会运作顺利吗？我会尽力协助的。
INN_VERONICA_CONNECT_CONVERSATION02,我想帮更多的忙，可是不容易呢。我会更努力的。
INN_VERONICA_CONNECT_CONVERSATION03,呵呵，我也想参与下次的战役。
INN_VERONICA_GREETING02,要麻烦你继续处理入侵奥勒贝尔的魔兽了。
INN_VERONICA_CONVERSATION04,符石魔法吗？嗯，我在贤者之塔学过一点。对古代符石也有点心得...
INN_VERONICA_CONVERSATION05,管理公会真是不容易呢。尤其公会又这么多...
INN_VERONICA_GIFT02,啊，你不用这样...好吧，我暂时收下了。谢谢。
INN_LOMAN_INNIDLE01,真是不错的暂时休息落脚处呢！我来进去晃晃吧！
INN_LOMAN_CONNECT_GREETING_MAX,虽然守护皇家是很重要的任务，但是可以自由进出户地域，常遭受同僚们嫉妒呢！
INN_LOMAN_CONNECT_CONVERSATION01,公主对我展现的信任，我一定会加倍报答的！
INN_LOMAN_CONNECT_CONVERSATION02,木艺雕刻是我长久以来的兴趣，一开始雕了一两个，雕着雕着不知不觉作品就堆满整个房间了！哈哈！
INN_LOMAN_CONNECT_CONVERSATION03,这个地方也有那种成天沉浸在酒精世界里的人吶！将人生活得如此有趣的人原来也是挺多的吶！
INN_LOMAN_GREETING02,欢迎欢迎！我现在也正在做木艺雕刻呢！想看看我的作品吗？
INN_LOMAN_CONVERSATION04,我的家族世世代代保卫奥勒贝尔皇室，你可以到王城内去问问我父亲。
INN_LOMAN_CONVERSATION05,这长戟不是单纯的长戟啊！我问过珍，这上面镶嵌着上古神兽的精华。
INN_LOMAN_GIFT02,欸？这个真令人不知所措...但是这样的话就不会开启金库或迷宫之门了吧！哈哈！
INN_JUNO_INNIDLE01,欢迎光临！现在是您的休息时间对吧～
INN_JUNO_CONNECT_GREETING_MAX,已经吃过饭了吗？如果还没的话，我可以推荐餐点给您唷～
INN_JUNO_CONNECT_CONVERSATION01,温泉蛋很好吃喔！是我最喜欢的，可以简单做的料理之一！
INN_JUNO_CONNECT_CONVERSATION02,最近生意不错，心情真好！
INN_JUNO_CONNECT_CONVERSATION03,好多客人喔，这都是谁的功劳呢？哈哈哈～
INN_JUNO_GREETING02,欢迎光临～今天想吃点什么呢？
INN_JUNO_CONVERSATION04,告诉我您想吃什么～我马上做给您！
INN_JUNO_CONVERSATION05,我虽然见过很多冒险家，但您的气质似乎有些不同呢～
INN_JUNO_GIFT02,这是小费吗？嘿嘿～谢谢啦！
INN_NICKY_INNIDLE01,你跑去哪了？快来喝一杯吧！
INN_NICKY_CONNECT_GREETING_MAX,行迹可疑的家伙就该好好教训一顿...不是吗？
INN_NICKY_CONNECT_CONVERSATION01,你问我工作还愉快吗？不就那样吗？只要狠狠修理一顿乱来的傢伙就行了。
INN_NICKY_CONNECT_CONVERSATION02,比起黑漆漆的地下监牢，这裡确实比较好！
INN_NICKY_CONNECT_CONVERSATION03,可恶的格拉帝…他最近都不来竞技场…
INN_NICKY_GREETING02,喂，干嘛东张西望呢？！过来这边！
INN_NICKY_CONVERSATION04,现在欺负那些怪物也没什么乐趣了～
INN_NICKY_CONVERSATION05,没人可以跟我大打一场吗？怎么样？要来场轰轰烈烈的决斗吗？
INN_NICKY_GIFT02,礼物？噢，还真让人意外呢！
INN_DOSARTA_INNIDLE01,啊，你好！嘻嘻，今天要讲什么故事呢～？
INN_DOSARTA_CONNECT_GREETING_MAX,哇哇，人类的食物里有好多新奇的东西呢！
INN_DOSARTA_CONNECT_CONVERSATION01,人类的村庄原来是这样的啊…！嘻嘻，充满活力，人也很多…太棒了！
INN_DOSARTA_CONNECT_CONVERSATION02,零食～零食～零食时间～嗯？要一起吃吗？嘻嘻。
INN_DOSARTA_CONNECT_CONVERSATION03,在挑战之塔的时候虽然有点孤独，但现在不了！
INN_DOSARTA_GREETING02,古代的神器中有许多很有意思的东西！你问我危不危险？嘻嘻…我没关系的！
INN_DOSARTA_CONVERSATION04,虽然瑟琳姐姐有点吓人…但也很和蔼可亲，也很照顾我！嘻嘻。
INN_DOSARTA_CONVERSATION05,嘻嘻，你好！今天又见面了呢？
INN_DOSARTA_GIFT02,哇哇，谢谢～～！下次我也准备礼物来！
INN_HANUS_INNIDLE01,还笑得出来？
INN_HANUS_CONNECT_GREETING_MAX,我相信我肯定能够说服父亲的。\n战场才是我该待的地方。
INN_HANUS_CONNECT_CONVERSATION01,根据你的训练成果，我对你的态度也会有所不同。
INN_HANUS_CONNECT_CONVERSATION02,如果好好完成训练，作为奖励我会买好吃的食物给你。
INN_HANUS_CONNECT_CONVERSATION03,原来周围的人都知道我的娃娃，\n而且竟然叫它迷你哈奴斯…还真幼稚…
INN_HANUS_GREETING02,虽然现在会觉得训练很苦，但以后你会感谢我的。
INN_HANUS_CONVERSATION04,上次教过的技术，该不会都忘了吧？\n我会随时针对你的熟练度进行评估。
INN_HANUS_CONVERSATION05,我看你老是在同一个动作上做错。\n我能原谅你不老练，但绝不原谅你懒惰。
INN_HANUS_GIFT02,这是贿赂吗？\n即便这样也不会缩短训练时间的。
INN_KAIN_INNIDLE01,朕今天心情不佳，给朕退下。
INN_KAIN_CONNECT_GREETING_MAX,你真是不会放弃。
INN_KAIN_CONNECT_CONVERSATION01,如今沙漠是属于生活在现代的沙漠后裔们。\n重建塞奇雷奈尔的事情或其他事都由他们来决定吧。
INN_KAIN_CONNECT_CONVERSATION02,愚昧的皇弟啊…朕定会亲自…
INN_KAIN_CONNECT_CONVERSATION03,莱雅丝，为朕唱首歌吧。只有你的歌声才能让朕放松下来。
INN_KAIN_GREETING02,这微不足道的东西是从哪里来的。
INN_KAIN_CONVERSATION04,面对伟大存在感到紧张了吗？
INN_KAIN_CONVERSATION05,试试让朕愉悦起来吧。
INN_KAIN_GIFT02,嗯，看在你的诚意这次就暂且收下了。
CREATURE_NAME_801,梅伊
CREATURE_NAME_802,格拉帝
CREATURE_NAME_803,史沛奇
CREATURE_NAME_804,胡姆
CREATURE_NAME_805,塔莉萨
CREATURE_NAME_806,洛曼
CREATURE_NAME_807,薇若妮卡
CREATURE_NAME_808,妮琪
CREATURE_NAME_809,希莉亚
CREATURE_NAME_810,卡德拉
CREATURE_NAME_811,欧德拉
CREATURE_NAME_812,查德拉
CREATURE_NAME_813,金
CREATURE_NAME_814,理查德
CREATURE_NAME_815,朱诺
CREATURE_NAME_816,亚丁
CREATURE_NAME_817,埃亚
CREATURE_NAME_818,朵莎尔妲
CREATURE_NAME_819,库牧洛
CREATURE_NAME_820,哈奴斯
CREATURE_NAME_821,杜岚
CREATURE_NAME_822,哈贝洛
CREATURE_NAME_501,凯瑟的黑暗面
CREATURE_DESC_501,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_502,芙莱儿的黑暗面
CREATURE_DESC_502,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_503,克丽欧的黑暗面
CREATURE_DESC_503,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_504,罗伊的黑暗面
CREATURE_DESC_504,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_505,高尔的黑暗面
CREATURE_DESC_505,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_506,菲洛普的黑暗面
CREATURE_DESC_506,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_507,拉克拉克的黑暗面
CREATURE_DESC_507,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_508,卡尔洛的黑暗面
CREATURE_DESC_508,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_509,爱比丝的黑暗面
CREATURE_DESC_509,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_510,瑟琳的黑暗面
CREATURE_DESC_510,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_511,玛莉亚的黑暗面
CREATURE_DESC_511,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_512,米露露的黑暗面
CREATURE_DESC_512,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_513,罗兰的黑暗面
CREATURE_DESC_513,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_514,玛雅的黑暗面
CREATURE_DESC_514,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_515,克劳斯的黑暗面
CREATURE_DESC_515,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_516,乐皮的黑暗面
CREATURE_DESC_516,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_517,迪麦的黑暗面
CREATURE_DESC_517,凝聚纯粹黑暗的存在，具备强大的力量。
CREATURE_NAME_518,蕾娜的黑暗面
