KEY,ChineseTraditional
INN_SCARLET_CONNECT_GREETING_MAX,又見面了啊...坐吧，我有話跟你說。
INN_SCARLET_CONNECT_CONVERSATION01,你是不是也認為，不只首都，整個奧勒貝爾王國都變了...？
INN_SCARLET_CONNECT_CONVERSATION02,說不辛苦是騙人的...但只要還能自我欺騙，也就不那麼辛苦了...
INN_SCARLET_CONNECT_CONVERSATION03,我身邊有一群值得信賴的人。因為有他們，我才能一直支撐著...呼...那個老實到有點傻的人...
INN_SONIA_GREETING02,嗨！我只是來看看的。
INN_SONIA_CONVERSATION04,想要跟我練習對打可以隨時跟我說，不過可能會很痛喔！\n搞不好還會觸電呢...
INN_SONIA_CONVERSATION05,嗯？米芮安也來這裡玩了嗎？
INN_SONIA_GIFT02,欸欸？真的要給我嗎？
INN_SONIA_CONNECT_GREETING_MAX,唉呀，想跟我聊天嗎？還真難得呢...
INN_SONIA_CONNECT_CONVERSATION01,你對我感到好奇？嗯...我好像跟你說過我是人造人了。
INN_SONIA_CONNECT_CONVERSATION02,戰鬥方式？啊，就是用我體內的電流核心...
INN_SONIA_CONNECT_CONVERSATION03,信任的人？啊...瑞卡德爺爺、還有米芮安，呃，還有...你吧？
INN_ARTEMIA_GREETING02,不需要跪下。
INN_ARTEMIA_CONVERSATION04,仔細想想，受光所選之人並不是只有我而已。
INN_ARTEMIA_CONVERSATION05,不知道親衛隊的孩子們過得如何。
INN_ARTEMIA_GIFT02,好，我會接受你的心意的。
INN_ARTEMIA_CONNECT_GREETING_MAX,嗯，你似乎過得不錯。
INN_ARTEMIA_CONNECT_CONVERSATION01,父皇和母后現在放下的王室的重擔，兩個人享清福去了。
INN_ARTEMIA_CONNECT_CONVERSATION02,奧勒貝利亞有幾個騎士的實力相當出色，是君主們渴求的人才。
INN_ARTEMIA_CONNECT_CONVERSATION03,我不會逃避身為女王應該承擔的責任。然而，幸好有你能幫我分擔。
INN_MIRIANNE_GREETING02,今天我也來了！很高興見到！
INN_MIRIANNE_CONVERSATION04,我帶來一些漂亮的衣服！請幫我挑選最適合我的衣服！
INN_MIRIANNE_CONVERSATION05,嘻嘻，可以和索妮亞一起過來玩嗎？
INN_MIRIANNE_GIFT02,謝謝囉！下次一起去看爺爺吧！
INN_MIRIANNE_CONNECT_GREETING_MAX,你來啦？嘻嘻，休息一下再走吧～
INN_MIRIANNE_CONNECT_CONVERSATION01,這個熱鬧的氛圍，讓我想起我以前住過的孤兒院～
INN_MIRIANNE_CONNECT_CONVERSATION02,你肚子會餓嗎？要不要我做點心給你吃呢？
INN_MIRIANNE_CONNECT_CONVERSATION03,這件衣服怎麼看都好美。裙擺搖搖～
INN_SHEA_GREETING02,今天也來聆聽祝福了！
INN_SHEA_CONVERSATION04,您看起來心情很好呢，可以感覺到您身上有耀眼的旋律。
INN_SHEA_CONVERSATION05,這是來自森林的精靈的旋律，不覺得連內心都變得溫暖了嗎？
INN_SHEA_GIFT02,謝謝，修安海特非常開心呢。
INN_SHEA_CONNECT_GREETING_MAX,你身邊總是環繞著溫柔的旋律呢。
INN_SHEA_CONNECT_CONVERSATION01,很多人不太清楚，其實修安海特是很健談的。
INN_SHEA_CONNECT_CONVERSATION02,修安海特有時會看心情將整個音階都改了。
INN_SHEA_CONNECT_CONVERSATION03,我希望有一天能演奏你專屬的樂曲。
INN_SHAMILLA_GREETING02,啊啊，您好，您今天也來了啊。
INN_SHAMILLA_CONVERSATION04,為何要隱瞞魔族的身分呢？呵呵，還是別提出那種顯而易見的問題會比較好吧。
INN_SHAMILLA_CONVERSATION05,就算是好劇本，改編通常都會有不錯的效果，呵呵呵…
INN_SHAMILLA_GIFT02,雖然我想要的禮物比較不一樣…呵呵…但這個也不錯。
INN_SHAMILLA_CONNECT_GREETING_MAX,呵呵，你今天也會讓我欣賞有趣的舞台吧？
INN_SHAMILLA_CONNECT_CONVERSATION01,我的目的…呵呵，就當作是體驗一下我這段期間未能感受過的新鮮感吧。
INN_SHAMILLA_CONNECT_CONVERSATION02,你還真是有意思，所以…我想更近一點觀察你，呵呵呵。
INN_SHAMILLA_CONNECT_CONVERSATION03,啊啊，真是太棒了！違抗自己命運且不斷掙扎的驚險畫面…！
INN_KARA_GREETING02,你好，另一個大師。
INN_KARA_CONVERSATION04,我是兵器，沒有內心的工具。但是…
INN_KARA_CONVERSATION05,活著是什麼樣的感覺呢…
INN_KARA_GIFT02,謝謝，我會贊助大師的研究費用。
INN_KARA_CONNECT_GREETING_MAX,你好，昨天睡得好嗎？
INN_KARA_CONNECT_CONVERSATION01,雖然我還不太了解何謂感情…但這個感覺是什麼呢…
INN_KARA_CONNECT_CONVERSATION02,感覺到一股親密的氣息…親密感…親密感…這就是親密感？
INN_KARA_CONNECT_CONVERSATION03,我很好奇…愛情是什麼樣的情感…真是令人在意。
INN_CHASE_GREETING02,嗯…
INN_CHASE_CONVERSATION04,我的名字…他們呼喚我時的那個我專屬的名字…所以我要為了他們而戰鬥。
INN_CHASE_CONVERSATION05,我的名字是伽司…伽司…好，現在我的名字是伽司…
INN_CHASE_GIFT02,我真的可以…收下這個東西嗎…
INN_CHASE_CONNECT_GREETING_MAX,沒有看見那位，若是不快點找到，大概會被黛彌兒臭罵一頓吧。
INN_CHASE_CONNECT_CONVERSATION01,我徹底感受到那兩個人的強悍了…大概是想在不取我性命的情況下進行壓制而刻意手下留情的吧。
INN_CHASE_CONNECT_CONVERSATION02,原本我想要取她的性命…但她卻非常仁慈地接納了我…幫我取了名字…以及為了我挺身而出…
INN_CHASE_CONNECT_CONVERSATION03,黛彌兒很可怕…克勞斯雖然善良，但有時候也滿可怕的…\n相較起來那位總是很和善…
INN_ZAFIR_CONNECT_GREETING_MAX,很高興見到你，沙漠的朋友。
INN_ZAFIR_CONNECT_CONVERSATION01,我很喜歡貓…那清高而美麗的姿態沒有人能比得過。
INN_ZAFIR_CONNECT_CONVERSATION02,如同銳利刀刃般的沙漠暴風也無法傷害沙漠戰士半根寒毛。
INN_ZAFIR_CONNECT_CONVERSATION03,就算我擁有高貴的血統，但依然還不夠資格成為那位的繼承者。
INN_ZAFIR_GREETING02,這段期間過得好嗎？
INN_ZAFIR_CONVERSATION04,依照預言來看，新王不久後就會復活。
INN_ZAFIR_CONVERSATION05,…有空也來一趟埃伊納吧！我會負責當嚮導。
INN_ZAFIR_GIFT02,沙漠的戰士們大概也會很開心。
INN_LILIA_CONNECT_GREETING_MAX,今天也見面了！很高興見到你。
INN_LILIA_CONNECT_CONVERSATION01,奈洛希思嗎？哼，他是一個煩人的傢伙！一直想引起姐姐的注意，真的很煩！
INN_LILIA_CONNECT_CONVERSATION02,該隱…？嗯嗯嗯…我還以為你消失不見了，竟然又出現糾纏著姐姐…
INN_LILIA_CONNECT_CONVERSATION03,雖然全世界我最喜歡的就是姐姐…但我也很喜歡像你這樣的人。
INN_LILIA_GREETING02,您好！身體還健康吧？
INN_LILIA_CONVERSATION04,姐姐的使命就是我的使命，我會一直陪伴著姐姐。
INN_LILIA_CONVERSATION05,無限之水的秘密嗎？嗯…那是初代藍龍的力量！
INN_LILIA_GIFT02,謝謝，為了流動神殿我會使用它的。
INN_LAUDIA_CONNECT_GREETING_MAX,很高興見到你～呵呵，不會吧？你是來見我的嗎？
INN_LAUDIA_CONNECT_CONVERSATION01,你也見過黎莉雅和萊雅絲嗎？她們都是好人，一定很快就能變親近～
INN_LAUDIA_CONNECT_CONVERSATION02,你身上散發一股強烈的流動之力與命運之力，那是勇者、英雄才能擁有的力量！
INN_LAUDIA_CONNECT_CONVERSATION03,我嘗試編了一個新的舞，下次要不要看一下呢？還是你要一起跳呢？呵呵。
INN_LAUDIA_GREETING02,哈囉～既然我們變熟了，那說話就不需要太拘謹了，你不介意吧？
INN_LAUDIA_CONVERSATION04,這裡真的很棒！瀰漫著一股能讓內心獲得平靜的和平感～
INN_LAUDIA_CONVERSATION05,代理族長也不是輕鬆的工作嗎？畢竟是要對所有的族人負責～
INN_LAUDIA_GIFT02,謝謝～要不要買餅乾給部族的孩子們呢？
INN_ERZE_CONNECT_GREETING_MAX,為了紀念我們再次相見，我想給你這個，這是某個傢伙咬我之後留下的牙齒…
INN_ERZE_CONNECT_CONVERSATION01,嗯嗯～那個女人不停地追我…那個女人…那個女人…那個…姐姐…我好想姐姐…也想殺了她…哈哈！
INN_ERZE_CONNECT_CONVERSATION02,關於上次提到的那小子，他好像把我的血給了人類，我們的血如果沒有意志就起不了任何作用。結果那小子也只能把他的意志混入他自己的鮮血了。他到底收到了什麼好處呢？早知道在殺掉他之前就先問了。
INN_ERZE_CONNECT_CONVERSATION03,回到那時…不，我不要回去，啊哈哈！要我捨棄這麼愉快的生活，回到那令人作嘔的過去！？我絕對、絕對不回去…不過…假如真的要回去…大概也只有一個理由…沒錯…假如要回去…就只會是為了某個人…
INN_ERZE_GREETING02,我好像在哪見過你…啊，呵呵…我們又見面了呢！呵呵…
INN_ERZE_CONVERSATION04,吸血鬼不同於魔族，高階魔族偶爾派得上用場，其他魔族就毫無利用價值可言。
INN_ERZE_CONVERSATION05,墮落者的血…真是令人著迷啊，哈哈～！
INN_ERZE_GIFT02,真聰明，呵呵，越看越可愛呢！
INN_NERAXIS_CONNECT_GREETING_MAX,....好，很高興見到你！嘖…
INN_NERAXIS_CONNECT_CONVERSATION01,黎莉雅？啊啊，那個煩人的小鬼？嘖，每天只會妨礙我。
INN_NERAXIS_CONNECT_CONVERSATION02,可以叫那個木乃伊滾開嗎？有時候真的很想把他殺掉。
INN_NERAXIS_CONNECT_CONVERSATION03,喜歡萊雅絲姐姐的理由？哼，喜歡還需要理由嗎？不，慢著，你怎麼會知道呢？！
INN_NERAXIS_GREETING02,哼，又見面了，人類。
INN_NERAXIS_CONVERSATION04,嗯？叫我幫忙？嘖，真是麻煩。
INN_NERAXIS_CONVERSATION05,呵呵，黑暗之龍果然是世界最強的！
INN_NERAXIS_GIFT02,我不需要那種東西，幹嘛要一直…
INN_SERIA_CONNECT_GREETING_MAX,該說…你好…嗎？
INN_SERIA_CONNECT_CONVERSATION01,愛兒琪…每當地獄般的夜晚到來，妳開始陷入痛苦掙扎時，我卻只能待在一旁什麼都幫不了妳…或許…就是因為我沒能把妳從痛苦中解救出來…才會造成今天這種局面…都是我的錯…
INN_SERIA_CONNECT_CONVERSATION02,我唯一能為妹妹做的事情就是讓她安息..沒有別的了..每當想起這件事..已經平復的心臟又會再次感到刺痛..一邊想著..我不想動手..不想動手..
INN_SERIA_CONNECT_CONVERSATION03,我很想說聲…謝謝…因為你願意聽我說話…願意靠近我…謝謝…日後若是再見面…到時候…
INN_SERIA_GREETING02,我應該說過短時間內不會接受任何委託吧…？
INN_SERIA_CONVERSATION04,我是專程來找人的，你不需要知道吧？是我妹妹，我在找我妹妹。
INN_SERIA_CONVERSATION05,我們好像很常碰到，你也是來這裡找人的嗎？\n如果是要找你的同伴或家人記得要好好珍惜他們..
INN_SERIA_GIFT02,…謝謝…有股莫名的愧疚感…同時也很感謝…
INN_LUCIAS_CONNECT_GREETING_MAX,願露亞的祝福與你同在。
INN_LUCIAS_CONNECT_CONVERSATION01,啊啊，星塵表演團來了，在我小的時候，他們每年都會來我們村莊拜訪一次，我們去看看艾斯克還在不在那吧！
INN_LUCIAS_CONNECT_CONVERSATION02,有時候我的記憶會全部混淆在一起，包括我的過去，還有歷任祝福聖者的記憶…
INN_LUCIAS_CONNECT_CONVERSATION03,聖騎士、聖者…就算稱呼跟職責都變了，我做的事情還是一樣，我…只不過是對身陷苦痛與備受磨難的人伸出援手罷了。
INN_LUCIAS_GREETING02,又見到您了，在用餐前要不要一起禱告呢？
INN_LUCIAS_CONVERSATION04,您想知道除了我以外還沒有其他聖者？…嗯…是有三位，但我還沒有見過他們。
INN_LUCIAS_CONVERSATION05,雖然我在擔任聖騎士時的確是個旗手，但我沒想到成為聖者後還會收到旗幟…哈哈哈。
INN_LUCIAS_GIFT02,…謝謝，但這份禮物對我來說有點貴重了，如果之後有人需要，我可以轉送給他嗎？
INN_CHRISHA_CONNECT_GREETING_MAX,休息也是重要的任務，好好休息再上路吧。
INN_CHRISHA_CONNECT_CONVERSATION01,皇帝陛下的直屬監察官…那絕對不是輕鬆的職務，但卻很值得自豪。
INN_CHRISHA_CONNECT_CONVERSATION02,無論是帝國或是奧勒貝利亞的高階幹部或貴族都不值得信賴呢，唉…
INN_CHRISHA_CONNECT_CONVERSATION03,你想加入維爾吉亞魔法騎士團嗎？如果是你絕對沒問題的。
INN_CHRISHA_GREETING02,你來了呀，吃過飯了嗎？
INN_CHRISHA_CONVERSATION04,你知道西洋棋這種遊戲嗎？
INN_CHRISHA_CONVERSATION05,真想和奧勒貝利亞的公主談談…
INN_CHRISHA_GIFT02,…你都這樣說了，那我就接受吧。
INN_NIA_CONNECT_GREETING_MAX,嘶嘶…要不要…一起吃飯呢？
INN_NIA_CONNECT_CONVERSATION01,有帶肉…來嗎？我喜歡肉…很好吃…
INN_NIA_CONNECT_CONVERSATION02,魔族…對我的祖先進行實驗…讓祖先都變成魔獸…是一群壞蛋…
INN_NIA_CONNECT_CONVERSATION03,吼嗚嗚…摸頭…犯規…嘿嘿嘿…
INN_NIA_GREETING02,嘶嘶…熟悉的味道。
INN_NIA_CONVERSATION04,狩獵…很愉快…因為可以隨心所欲行動。
INN_NIA_CONVERSATION05,骨頭面具…材料？嘿嘿…雖然令人作嘔…但可愛的鼻子和有著長角的獵物…
INN_NIA_GIFT02,我不需要這種東西…給我肉…嗯？…肉…可以用買的嗎？！
INN_LAVRIL_CONNECT_GREETING_MAX,嘿嘿…快過來，今天要…玩什麼呢？
INN_LAVRIL_CONNECT_CONVERSATION01,露亞教的人雖然很可怕…但好像不是壞人…嘿嘿。
INN_LAVRIL_CONNECT_CONVERSATION02,妖精的朋友…精怪的朋友…我們的朋友、幽靈的朋友…會是誰呢…？
INN_LAVRIL_CONNECT_CONVERSATION03,你是我們的朋友…嘿嘿，好開心。請…永遠跟我們在一起…
INN_LAVRIL_GREETING02,唔…我們來了…
INN_LAVRIL_CONVERSATION04,好…好害怕…好冷…
INN_LAVRIL_CONVERSATION05,嗚嗚…好孤單…好冤枉…我們是誰呢…
INN_LAVRIL_GIFT02,謝…謝謝…不要拋棄我們…跟我們在一起…
INN_ESKER_CONNECT_GREETING_MAX,復仇不結束，遊戲也不會終止，即使這可能會毀了我。\n骰子，會一直轉動的。
INN_ESKER_CONNECT_CONVERSATION01,小時候我跟那傢伙一起試過冰釣…嗯，我不是很喜歡，\n因為我討厭把蚯蚓穿過魚鉤的感覺。
INN_ESKER_CONNECT_CONVERSATION02,我經常在表演結束後教歐菲莉亞怎麼洗牌。
INN_ESKER_CONNECT_CONVERSATION03,你問我什麼時候回去星塵？\n這個嘛…你來當觀眾的話，我就考慮看看。
INN_ESKER_GREETING02,哈哈，你的遊戲實力變強了呢！\n要不要玩一局？
INN_ESKER_CONVERSATION04,魯西亞司是個冥頑不靈的傢伙，\n所以我在這裡的事情，你千萬別說出去。\n唉，遇到他會有多累人，我現在就想像得到…
INN_ESKER_CONVERSATION05,祕密賭場？嗯，那是你無法想像的地方喔，\n在那裡起碼也得賭上吸血鬼的血才敢遞名片吧，\n別哭，我只是開玩笑的啦。
INN_ESKER_GIFT02,禮物就不用了，跟我一起吃晚餐吧。\n餐點是撒上檸檬汁的銀色鯰魚排。
INN_GLENWYS_CONNECT_GREETING_MAX,啊，您來了啊？要不要一起用餐？
INN_GLENWYS_CONNECT_CONVERSATION01,有時候…村莊小孩帶著憧憬的視線讓我很有壓力，哈哈哈…
INN_GLENWYS_CONNECT_CONVERSATION02,我與貴族出身的騎士們關係也不錯，還有幾位經常和我對練。
INN_GLENWYS_CONNECT_CONVERSATION03,我總是很感激皇帝陛下。多虧陛下，像我這樣的平民才能爬到這樣的地位。
INN_GLENWYS_GREETING02,啊，您好。今天又見面了。
INN_GLENWYS_CONVERSATION04,您沒有其他的事嗎？那要不要一起訓練呢？
INN_GLENWYS_CONVERSATION05,帝國是重視能力大過血緣的國家。唯有不斷努力才能保證成功。
INN_GLENWYS_GIFT02,嗯，這麼貴重的禮物…謝謝，下次我一定會報答您的。
INN_BERNHEIM_CONNECT_GREETING_MAX,…看起來挺健康的，沒什麼事吧？
INN_BERNHEIM_CONNECT_CONVERSATION01,與這魔劍的孽緣…我真的有辦法擺脫這傢伙嗎？…
INN_BERNHEIM_CONNECT_CONVERSATION02,特加里奧斯吵鬧的聲音在腦海裡揮之不去…呃呃…
INN_BERNHEIM_CONNECT_CONVERSATION03,雖然那時我渴望著力量…但之所以會有這種後果，都是因為我的意志力太過薄弱。\n以後…不會再有這樣的事發生了。
INN_BERNHEIM_GREETING02,…來啦？最近我們經常碰面呢。
INN_BERNHEIM_CONVERSATION04,對我的劍感興趣…？唉…你最好還是別多問。
INN_BERNHEIM_CONVERSATION05,頭好痛…啊，不必擔心我，這是老毛病了…
INN_BERNHEIM_GIFT02,…謝謝，我會用在刀口上的。
INN_YURIA_CONNECT_GREETING_MAX,命運的主人，我正等著您的到來。
INN_YURIA_CONNECT_CONVERSATION01,我做衣服的過程有點獨特，呵呵呵，需要相當長的時間。
INN_YURIA_CONNECT_CONVERSATION02,嗯，還真是神奇，我做裁縫也不是為了財富和名譽…但不知不覺間就變得有名了呢。
INN_YURIA_CONNECT_CONVERSATION03,我偶爾也會返回我的國家—潘特歐尼亞，\n不過主要是為了製作阿蒂蜜雅女王陛下的衣服，呵呵。
INN_YURIA_GREETING02,呵呵，幸會，今天的相遇應該是命運吧。
INN_YURIA_CONVERSATION04,我是看不到命運的，充其量，只能說是對命運有些預感罷了。
INN_YURIA_CONVERSATION05,我喜歡旅行，可以增廣見聞、體驗許多事物…
INN_YURIA_GIFT02,天啊，居然有這麼多…呵呵，為了報答您，我請您喝杯飲料吧。
INN_CECILIA_CONNECT_GREETING_MAX,勇氣才是能實踐正義的力量！
INN_CECILIA_CONNECT_CONVERSATION01,你問我家裡有幾雙長靴？\n嗯，光是訓練用的就有100雙左右吧？
INN_CECILIA_CONNECT_CONVERSATION02,嗯？你想看我吹口琴的實力？哈哈哈…\n稍…稍等一下。
INN_CECILIA_CONNECT_CONVERSATION03,無聊的話要不要和我比一場足球？
INN_CECILIA_GREETING02,今天也要加油！嘿咻嘿咻！
INN_CECILIA_CONVERSATION04,別輕易放棄！你身後還有我！
INN_CECILIA_CONVERSATION05,吃辣烏龍麵這件事，我可不想輸給任何人！\n要不要打賭誰能吃更多？
INN_CECILIA_GIFT02,太好了！那你有沒有想要的東西？
INN_DAKARIS_CONNECT_GREETING_MAX,哦哦，你來了。今天不一起坐下吃頓飯嗎？哈哈哈…
INN_DAKARIS_CONNECT_CONVERSATION01,其他的蜥蜴人好像稱我為賢者，但我的能力還遠遠不夠呢，哈哈哈。
INN_DAKARIS_CONNECT_CONVERSATION02,為了自由的生活以及後代子孫的未來，我會繼續幫助反抗軍的。
INN_DAKARIS_CONNECT_CONVERSATION03,祖先們一直都在關注著我們，並且為我們的未來祈福…
INN_DAKARIS_GREETING02,朋友啊，歡迎你，有什麼事嗎？
INN_DAKARIS_CONVERSATION04,哈哈哈，你要不要也加入反抗軍呢？
INN_DAKARIS_CONVERSATION05,雖然為了自由努力是好事，但我不怎麼喜歡暴力。
INN_DAKARIS_GIFT02,唉唷，又送我禮物…哈哈，真的謝謝你。
INN_KIRZE_CONNECT_GREETING_MAX,啊…你好？我做了個新的娃娃…你想看嗎？
INN_KIRZE_CONNECT_CONVERSATION01,雖然不喜歡戰鬥，但是…我不能再看到像我一樣的犧牲者出現了。
INN_KIRZE_CONNECT_CONVERSATION02,自從身體變成這樣以後，我就沒辦法吃太多…\n所以看到很能吃的人就覺得很幸福也很羨慕。
INN_KIRZE_CONNECT_CONVERSATION03,今天身體有點沒力呢…有點睏。\n如果覺得我睡太久的話就叫醒我…\n因為我怕我…起不來…
INN_KIRZE_GREETING02,你好，好久不見…
INN_KIRZE_CONVERSATION04,你說一起吃飯？哈哈哈…沒關係，我在旁邊看你吃就好。
INN_KIRZE_CONVERSATION05,看到陷入危險的人…就會不自覺地想幫助他們。
INN_KIRZE_GIFT02,構成我身體的赤色魔晶石…聽說作為魔法試藥的媒介也很好呢。
INN_REHARTNA_CONNECT_GREETING_MAX,啊！歡迎光臨！正好提到你的事情呢。
INN_REHARTNA_CONNECT_CONVERSATION01,這首曲子，好像是第一次聽到呢…如果你知道的話，可以教教我嗎？
INN_REHARTNA_CONNECT_CONVERSATION02,如果跟同伴也能這樣開心地度過就好了，真可惜。
INN_REHARTNA_CONNECT_CONVERSATION03,想知道我為何加入反抗軍嗎？我現在還不能告訴你。
INN_REHARTNA_GREETING02,你來啦？我正在等你呢！我幫你在這佔了個位子！
INN_REHARTNA_CONVERSATION04,說實話，每次傳信的時候我都很害怕，因為如果我被發現的話，遭殃的可不止我一個人…
INN_REHARTNA_CONVERSATION05,雖然擔心能否幫得上同伴們…但只要我更努力的話，應該就沒問題吧？
INN_REHARTNA_GIFT02,每次都很感謝你！對了，你喜歡什麼呢？作為謝禮，我想送些你喜歡的東西。
INN_MAY_INNIDLE01,嗯...果然朱諾姊姊的料理才是一絕...！我覺得這個會大賣！
INN_MAY_CONNECT_GREETING_MAX,為了成為奧勒貝爾最有錢的人，今天也努力著！
INN_MAY_CONNECT_CONVERSATION01,我今天打算到艾莉朵拉森林中部去挖掘新商品！
INN_MAY_CONNECT_CONVERSATION02,我最近對製作衣服很有興趣，有機會的話我也做一套給你！
INN_MAY_CONNECT_CONVERSATION03,聽說埃伊納沙漠中有寶藏？你知道嗎？
INN_MAY_GREETING02,啊！歡迎光臨！...啊，不對！這裡是旅館啊...
INN_MAY_CONVERSATION04,你會來光顧我的店吧？
INN_MAY_CONVERSATION05,朱諾的料理真的很美味！
INN_MAY_GIFT02,嘿嘿，謝謝你！
INN_GLADI_INNIDLE01,嗯嗯，木天寥的香氣還…
INN_GLADI_CONNECT_GREETING_MAX,唷，朋友！來這裡坐下！！
INN_GLADI_CONNECT_CONVERSATION01,哈！我的拳頭粉碎敵人的那瞬間！超刺激的！
INN_GLADI_CONNECT_CONVERSATION02,我在我們族也是強而迅速的好手。話說回來，不知道大家過得如何？
INN_GLADI_CONNECT_CONVERSATION03,你問我幹嘛買這些沒人要的木天蓼？你不懂啦，這是私人用途！
INN_GLADI_GREETING02,嗯嗯？唷唷，還健康嗎？
INN_GLADI_CONVERSATION04,這個木天蓼啊。哇～它的氣味真棒...哇喔～！
INN_GLADI_CONVERSATION05,Yo！不是在競技場上遇到，還真新鮮呢？
INN_GLADI_GIFT02,唉呀！謝謝你！你這傢伙不錯嘛！
INN_VERONICA_INNIDLE01,哼嗯，好久沒那麼悠閒了。
INN_VERONICA_CONNECT_GREETING_MAX,我好久沒來這裡了呢。有種...既親切又生疏的感覺？
INN_VERONICA_CONNECT_CONVERSATION01,最近公會運作順利嗎？我會盡力協助的。
INN_VERONICA_CONNECT_CONVERSATION02,我想幫更多的忙，可是不容易呢。我會更努力的。
INN_VERONICA_CONNECT_CONVERSATION03,呵呵，我也想參與下次的戰役。
INN_VERONICA_GREETING02,要麻煩你繼續處理入侵奧勒貝爾的魔獸了。
INN_VERONICA_CONVERSATION04,符石魔法嗎？嗯，我在賢者之塔學過一點。對古代符石也有點心得...
INN_VERONICA_CONVERSATION05,管理公會真是不容易呢。尤其公會又這麼多...
INN_VERONICA_GIFT02,啊，你不用這樣...好吧，我暫時收下了，謝謝。
INN_LOMAN_INNIDLE01,真是不錯的暫時休息落腳處呢！我來進去晃晃吧！
INN_LOMAN_CONNECT_GREETING_MAX,雖然守護皇家是很重要的任務，但是可以自由進出戶地域，常遭受同僚們嫉妒呢！
INN_LOMAN_CONNECT_CONVERSATION01,公主對我展現的信任，我一定會加倍報答的！
INN_LOMAN_CONNECT_CONVERSATION02,木藝雕刻是我長久以來的興趣，一開始雕了一兩個，雕著雕著不知不覺作品就堆滿整個房間了！哈哈！
INN_LOMAN_CONNECT_CONVERSATION03,這個地方也有那種成天沉浸在酒精世界裡的人吶！將人生活得如此有趣的人原來也是挺多的吶！
INN_LOMAN_GREETING02,歡迎歡迎！我現在也正在做木藝雕刻呢！想看看我的作品嗎？
INN_LOMAN_CONVERSATION04,我的家族世世代代保衛奧勒貝爾皇室，你可以到王城內去問問我父親。
INN_LOMAN_CONVERSATION05,這長戟不是單純的長戟啊！我問過珍，這上面鑲嵌著上古神獸的精華。
INN_LOMAN_GIFT02,欸？這個真令人不知所措...但是這樣的話就不會開啟金庫或迷宮之門了吧！哈哈！
INN_JUNO_INNIDLE01,歡迎光臨！現在是您的休息時間對吧～
INN_JUNO_CONNECT_GREETING_MAX,已經吃過飯了嗎？如果還沒的話，我可以推薦餐點給您唷～
INN_JUNO_CONNECT_CONVERSATION01,溫泉蛋很好吃喔！是我最喜歡的簡單料理之一！
INN_JUNO_CONNECT_CONVERSATION02,最近生意不錯，心情真好！
INN_JUNO_CONNECT_CONVERSATION03,好多客人喔，這都是誰的功勞呢？哈哈哈～
INN_JUNO_GREETING02,歡迎光臨～今天想吃點什麼呢？
INN_JUNO_CONVERSATION04,告訴我您想吃什麼～我馬上做給您！
INN_JUNO_CONVERSATION05,我雖然見過很多冒險家，但您的氣質似乎有些不同呢～
INN_JUNO_GIFT02,這是小費嗎？嘿嘿～謝謝啦！
INN_NICKY_INNIDLE01,你跑去哪了？快來喝一杯吧！
INN_NICKY_CONNECT_GREETING_MAX,行跡可疑的傢伙就該好好教訓一頓...不是嗎？
INN_NICKY_CONNECT_CONVERSATION01,你問我工作還愉快嗎？不就那樣嗎？只要狠狠修理一頓亂來的傢伙就行了。
INN_NICKY_CONNECT_CONVERSATION02,比起黑漆漆的地下監牢，這裡確實比較好！
INN_NICKY_CONNECT_CONVERSATION03,可惡的格拉帝…他最近都不來競技場…
INN_NICKY_GREETING02,喂，幹嘛東張西望呢？！過來這邊！
INN_NICKY_CONVERSATION04,現在欺負那些怪物也沒什麼樂趣了～
INN_NICKY_CONVERSATION05,沒人可以跟我大打一場嗎？怎麼樣？要來場轟轟烈烈的決鬥嗎？
INN_NICKY_GIFT02,禮物？噢，還真讓人意外呢！
INN_DOSARTA_INNIDLE01,啊，你好！嘿嘿，今天要說什麼故事給我聽呀～？
INN_DOSARTA_CONNECT_GREETING_MAX,哇哇，人類有好多神奇的食物喔！
INN_DOSARTA_CONNECT_CONVERSATION01,原來人類的村莊長這樣…！嘿嘿，朝氣蓬勃人又多…太棒了！
INN_DOSARTA_CONNECT_CONVERSATION02,零食～零食～零食時間～嗯？你要一起吃嗎？嘿嘿。
INN_DOSARTA_CONNECT_CONVERSATION03,我以前在挑戰之塔覺得有點孤單，但是現在不會了！
INN_DOSARTA_GREETING02,很多古代神器都很有趣！你問我危不危險？嘿嘿嘿…我沒關係的！
INN_DOSARTA_CONVERSATION04,瑟琳姐姐是有點可怕…但是她也很善良，很照顧我！嘿嘿。
INN_DOSARTA_CONVERSATION05,嘻嘻，你好！今天又見面了呢！
INN_DOSARTA_GIFT02,哇哇，謝謝～～！下次我也會準備禮物的！
INN_HANUS_INNIDLE01,你還笑得出來嗎？
INN_HANUS_CONNECT_GREETING_MAX,總有一天，我會說服父親的。\n戰場才是我該待的地方。
INN_HANUS_CONNECT_CONVERSATION01,根據訓練結果的不同，我的態度也會有所轉變。
INN_HANUS_CONNECT_CONVERSATION02,訓練順利結束的話，我就請你吃大餐。
INN_HANUS_CONNECT_CONVERSATION03,原來周圍的人都知道我的娃娃，\n而且竟然叫它迷你哈奴斯…還真幼稚…
INN_HANUS_GREETING02,現在的訓練雖然很辛苦，但以後你會感謝我的。
INN_HANUS_CONVERSATION04,上次教你的技術，應該沒有忘記吧？\n我會不時針對你的熟練度進行考核的。
