KEY,Russian
INN_VISKA_GIFT02,"Ой, что там, что там?!"
INN_VISKA_CONNECT_GREETING_MAX,"Эй ты, привет. Я до сих пор голодна... Ну ты знаешь..."
INN_VISKA_CONNECT_CONVERSATION01,Я? Я обычная деревенская девушка... В которую вселился Демон... Ни больше ни меньше.
INN_VISKA_CONNECT_CONVERSATION02,"Как я выгляжу в битве? Ах, это Виска, Демон внутри меня. Обычно, она разрешает мне владеть своим телом... Но в битвах, она главная."
INN_VISKA_CONNECT_CONVERSATION03,Я не испытываю никаких проблем с поеданием Демонов. Они этого заслуживают...
INN_PRISCILLA_GREETING02,А вот и ты. Рада тебя видеть.
INN_PRISCILLA_CONVERSATION04,"Надеюсь, моей госпоже понравится чайный сервиз, который я недавно купила."
INN_PRISCILLA_CONVERSATION05,Надо будет зайти в кузницу и наточить алебарду.
INN_PRISCILLA_GIFT02,"Спасибо. Надеюсь, в следующий раз ты приготовишь свежий чай."
INN_PRISCILLA_CONNECT_GREETING_MAX,Вновь ты... Давно мы не виделись.
INN_PRISCILLA_CONNECT_CONVERSATION01,"Я думаю, что мои прошлые подчиненные часто страдали из-за моих вспышек молодости..."
INN_PRISCILLA_CONNECT_CONVERSATION02,"Она была так мала и так старалась казаться взрослой... Итак, я чувствовала, что должна защищать её."
INN_PRISCILLA_CONNECT_CONVERSATION03,"Я довольна своей жизнью. Денег, которые я получаю, хватает на все."
INN_YANNE_GREETING02,Давно не виделись. Как дела?
INN_YANNE_CONVERSATION04,Еда здесь довольно отменная.
INN_YANNE_CONVERSATION05,"Хм, в следующий раз нужно будет попросить Джуно приготовить мне завтрак."
INN_YANNE_GIFT02,"О, спасибо! Я найду этому подарку достойное применение."
INN_YANNE_CONNECT_GREETING_MAX,"Эй, ты выглядишь хорошо! Хорошо кушаешь?"
INN_YANNE_CONNECT_CONVERSATION01,Пробовал мясо Дракона? Оно довольно хорошее. Я принесу тебе стейк из Дракона следующий раз!
INN_YANNE_CONNECT_CONVERSATION02,"Работа охотника за монстрами не так легка, но она окупается."
INN_YANNE_CONNECT_CONVERSATION03,"Воины- Варвары довольно сильны... Но, знаешь, я то особенная."
INN_OPHELIA_GREETING02,Очень рада познакомиться!
INN_OPHELIA_CONVERSATION04,Тасовать карты меня научил один хороший друг.
INN_OPHELIA_CONVERSATION05,Обожаю проводить дни в веселой компании.
INN_OPHELIA_GIFT02,В благодарность за подарок я предскажу твою судьбу.
INN_OPHELIA_CONNECT_GREETING_MAX,"Хочешь услышать своё будущее? Если да, садись рядом."
INN_OPHELIA_CONNECT_CONVERSATION01,"Это дитя очень ценно. Но будь осторожен, а то обожжешься!"
INN_OPHELIA_CONNECT_CONVERSATION02,"Я не жалею, что сошла со своего пути. Я все также ведьма, и я горжусь своей профессией."
INN_OPHELIA_CONNECT_CONVERSATION03,"Ох. Это карта говорит мне, что твой партнер где-то рядом! Близко! Очень близко!... Ох... Возможно..."
INN_REQUINA_GREETING02,Рада тебя видеть! Я захватила для тебя несколько разных ядов! Выбирай любой!
INN_REQUINA_CONVERSATION04,Яды прекрасны! Раз попробуешь и не сможешь оторваться!
INN_REQUINA_CONVERSATION05,"Любовь к ядам у меня появилась очень давно. Сейчас я их не только варю, но и успешно продаю!"
INN_REQUINA_GIFT02,"Ой, спасибо! За это я с радостью продам тебе яд по секретному рецепту Рекины!"
INN_REQUINA_CONNECT_GREETING_MAX,Добро пожаловать назад! Хаха!
INN_REQUINA_CONNECT_CONVERSATION01,"Доктора, Убийцы, Химики и Алхимики... Вот мои главные клиенты!"
INN_REQUINA_CONNECT_CONVERSATION02,"Почему я использую дротики с ядом? Ну, они довольно тихие и ими легко пользоваться! Они также хороши и в плохих руках..."
INN_REQUINA_CONNECT_CONVERSATION03,"Яды, которые работают на Демонах? Я сейчас исследую этот вопрос. И почти достигла результата... Хочешь глянуть?"
INN_ASELICA_GREETING02,"Значит, вот где ты отдыхаешь?"
INN_ASELICA_CONVERSATION04,Демоны – зло. Их нужно уничтожить во что бы то ни стало.
INN_ASELICA_CONVERSATION05,"Не забывай, что солнце всегда светит тебе в спину."
INN_ASELICA_GIFT02,Люди могут быть очень внимательными. Большое спасибо.
INN_ASELICA_CONNECT_GREETING_MAX,Я чувствую теплоту солнца в тебе. Что-то произошло?
INN_ASELICA_CONNECT_CONVERSATION01,"Итак, есть Демоны, которые хотят спасти мир? Это странно."
INN_ASELICA_CONNECT_CONVERSATION02,"Святилище Ангелов- то место, где вы все окажемся в свое время."
INN_ASELICA_CONNECT_CONVERSATION03,"Я Страж, и предлагаю тебе свою помощь."
INN_CROW_GREETING02,Ну и зачем я здесь? Давай ближе к делу.
INN_CROW_CONVERSATION04,"Он доставлял всем немало хлопот, еще когда был под моим началом.\nОднако я не думаю, что он способен на такой поступок. Поэтому и принял это предложение."
INN_CROW_CONVERSATION05,"Конечно, остальные не могли больше терпеть это безумие, поэтому я взял все в свои руки."
INN_CROW_GIFT02,Дай конфету.
INN_CROW_CONNECT_GREETING_MAX,"Что за дело... Ах, это ты."
INN_CROW_CONNECT_CONVERSATION01,Орвел- хорошее место. Даже воздух тут отличается от воздуха в Империи.
INN_CROW_CONNECT_CONVERSATION02,"Как моряк, я думал, что всю жизнь буду бороздить моря. Сейчас я знаю, что покинуть море было худшим решением."
INN_CROW_CONNECT_CONVERSATION03,"Лишь о двух людях я заботился больше всего и лишь они меня волновали. Но я не могу с ними видеться более... Но да, они оба ненавидели сигаретный дым."
INN_SCARLET_GREETING02,Рада тебя видеть.
INN_SCARLET_CONVERSATION04,"Мы не должны забывать, что основа страны – это ее народ."
INN_SCARLET_CONVERSATION05,Меня беспокоит болезнь моего отца.
INN_SCARLET_GIFT02,Спасибо. Я найду твоему подарку достойное применение.
INN_SCARLET_CONNECT_GREETING_MAX,"Мы вновь встретились. Садись, давай поговорим."
INN_SCARLET_CONNECT_CONVERSATION01,"Как думаешь, ведь не только столица Орвел изменилась, но и вся Орвелия?"
INN_SCARLET_CONNECT_CONVERSATION02,"Это будет ложью, если я скажу, что я не устала..."
INN_SCARLET_CONNECT_CONVERSATION03,"Я чувствую поддержку. Благодаря ей, я могу двигаться дальше..."
INN_SONIA_GREETING02,Привет. А я только здесь остановилась.
INN_SONIA_CONVERSATION04,"Захочешь провести тренировочный бой, только скажи. Будет больно, сразу предупреждаю."
INN_SONIA_CONVERSATION05,Что? Мириам тоже здесь?
INN_SONIA_GIFT02,Ой. Это мне? Правда?
INN_SONIA_CONNECT_GREETING_MAX,Ты хочешь поговорить со мной? Ты странный...
INN_SONIA_CONNECT_CONVERSATION01,Интересуешься мной? Ну... Я гомункул.
INN_SONIA_CONNECT_CONVERSATION02,"Стиль боя? Ну, я использую Электричество, сосредоточенное в моем теле..."
INN_SONIA_CONNECT_CONVERSATION03,"Друзья и семья? Рикардо, Мириам и... Может быть, ты?"
INN_ARTEMIA_GREETING02,Преклонять колени необязательно.
INN_ARTEMIA_CONVERSATION04,"Кажется, я здесь не единственная избранница света."
INN_ARTEMIA_CONVERSATION05,"Интересно, как там дела у тех детишек из Королевской стражи?"
INN_ARTEMIA_GIFT02,Благодарю за щедрость.
INN_ARTEMIA_CONNECT_GREETING_MAX,"Кажется, у тебя все хорошо."
INN_ARTEMIA_CONNECT_CONVERSATION01,"Мать и Отец более не носят тяжесть короны. Они теперь наслаждаются жизнью вместе, без каких-либо волнения."
INN_ARTEMIA_CONNECT_CONVERSATION02,"Лишь некоторые из Рыцарей здесь в Орвелии являются теми алмазами, которые король хотел бы видеть рядом."
INN_ARTEMIA_CONNECT_CONVERSATION03,"Я не откажусь от обязанности, возложенной на меня. Однако, спасибо за то, что разделил со мной мою ношу."
INN_MIRIANNE_GREETING02,И я снова здесь! Рада тебя видеть!
INN_MIRIANNE_CONVERSATION04,"Я прихватила с собой несколько красивых нарядов. Посоветуй, какой мне больше подходит!"
INN_MIRIANNE_CONVERSATION05,"Хи-хи, а можно я пойду поиграю с Соней?"
INN_MIRIANNE_GIFT02,Спасибо! Давай в следующий раз навестим дедушку!
INN_MIRIANNE_CONNECT_GREETING_MAX,"Ох, ты пришёл! Хочешь немного отдохнуть?"
INN_MIRIANNE_CONNECT_CONVERSATION01,"Чувствую, что я будто вновь дома в приюте..."
INN_MIRIANNE_CONNECT_CONVERSATION02,Ты голоден? Хочешь перекусить?
INN_MIRIANNE_CONNECT_CONVERSATION03,"Я очень люблю эти вещи, они такие милые..."
INN_SHEA_GREETING02,"Я снова здесь, чтобы благословить тебя!"
INN_SHEA_CONVERSATION04,Ты так и светишься от счастья. Я слышу внутри тебя ослепительную мелодию.
INN_SHEA_CONVERSATION05,"Это музыка духов леса. От нее становится теплее на душе, чувствуешь?"
INN_SHEA_GIFT02,Спасибо. Шванхайт будет в восторге.
INN_SHEA_CONNECT_GREETING_MAX,Ты так гармоничен.
INN_SHEA_CONNECT_CONVERSATION01,"Ты знаешь, Шуванайт такой разговорчивый."
INN_SHEA_CONNECT_CONVERSATION02,"Шуванайт часто меняет тон музыки, смотря какое у него настроение."
INN_SHEA_CONNECT_CONVERSATION03,"Однажды, надеюсь, что смогу сыграть свою собственную песню."
INN_SHAMILLA_GREETING02,"О, привет. Вот мы и встретились снова."
INN_SHAMILLA_CONVERSATION04,"Почему я не сказала, что я демон? Ха-ха, зачем задавать вопросы, ответы на которые и так очевидны?"
INN_SHAMILLA_CONVERSATION05,"Даже если все заранее предрешено, не лишним будет добавить немножко драмы. Ха-ха..."
INN_SHAMILLA_GIFT02,"Я бы хотела подарок иного рода... Ха-ха, но этот тоже подойдет."
INN_SHAMILLA_CONNECT_GREETING_MAX,"Ха-ха, покажешь мне сегодня что-нибудь интересное?"
INN_SHAMILLA_CONNECT_CONVERSATION01,"Моя цель... Ха-ха. Скажем так, попробовать что-то, чего я никогда не пробовала."
INN_SHAMILLA_CONNECT_CONVERSATION02,С тобой весело. Поэтому я хотела бы изучить тебя поближе. Хм-м...
INN_SHAMILLA_CONNECT_CONVERSATION03,"Ах, ты так здорово смотришься, находясь в опасности и пытаясь избежать своей судьбы!"
INN_KARA_GREETING02,"Привет, еще один хозяин."
INN_KARA_CONVERSATION04,"Я оружие, лишенное эмоций, но..."
INN_KARA_CONVERSATION05,"Интересно, что значит быть живым..."
INN_KARA_GIFT02,Спасибо. Теперь моему хозяину будет на что продолжать исследования.
INN_KARA_CONNECT_GREETING_MAX,Привет. Как спалось?
INN_KARA_CONNECT_CONVERSATION01,"Я не очень хорошо разбираюсь в эмоциях... Но интересно, что это за чувство."
INN_KARA_CONNECT_CONVERSATION02,Я чувствую что-то знакомое. Знакомое... Что же?
INN_KARA_CONNECT_CONVERSATION03,"Интересно, что чувствуешь, когда любишь? Я хочу узнать."
INN_CHASE_GREETING02,Хм-м…
INN_CHASE_CONVERSATION04,"Меня зовут... Меня так называют, и это мое имя... Вот почему я сражаюсь за них."
INN_CHASE_CONVERSATION05,Меня зовут Чейс... Чейс... Теперь меня зовут Чейс.
INN_CHASE_GIFT02,Я могу оставить это себе? Правда?
INN_CHASE_CONNECT_GREETING_MAX,"Я ее не вижу. Если я не найду ее в ближайшее время, Дэмия будет в ярости."
INN_CHASE_CONNECT_CONVERSATION01,"Я чувствую ее в своем теле. Силу... Видимо, меня пытались сделать невероятно сильным, но при этом не убить."
INN_CHASE_CONNECT_CONVERSATION02,"Она приняла меня с такой добротой, а я ведь пытался ее убить... Она дала мне имя... И она стояла прямо передо мной..."
INN_CHASE_CONNECT_CONVERSATION03,"Дэмия бывает жуткой... Клаус добряк, а она бывает иногда жуткой. Но, несмотря ни на что, она всегда добра ко мне."
INN_ZAFIR_CONNECT_GREETING_MAX,"Приветствую, мои пустынные друзья."
INN_ZAFIR_CONNECT_CONVERSATION01,"Я люблю кошек... Нет более грациозного существа, чем кошка."
INN_ZAFIR_CONNECT_CONVERSATION02,Настоящего пустынного воина не испугает даже самая суровая песчаная буря.
INN_ZAFIR_CONNECT_CONVERSATION03,"Хоть в моих жилах и течет кровь великого короля-бога, но мне предстоит еще многое совершить, чтобы стать достойным его наследником."
INN_ZAFIR_GREETING02,Как дела?
INN_ZAFIR_CONVERSATION04,"Согласно пророчеству, пришествие короля-бога уже близко."
INN_ZAFIR_CONVERSATION05,"Если у тебя будет время, проведай меня как-нибудь в пустыне Аэгина, я покажу тебе наши достопримечательности."
INN_ZAFIR_GIFT02,Пустынные воины будут тебе тоже очень рады.
INN_LILIA_CONNECT_GREETING_MAX,Рада тебя снова видеть!
INN_LILIA_CONNECT_CONVERSATION01,Нераксис? Невероятный болван. Вечно увивается за моей сестрой.
INN_LILIA_CONNECT_CONVERSATION02,"Каин? Я думала, что никогда его больше не увижу. Не могу поверить, что он снова ухлестывает за моей сестрой…"
INN_LILIA_CONNECT_CONVERSATION03,Больше всего на свете я люблю свою сестру... Но ты мне тоже нравишься.
INN_LILIA_GREETING02,"Привет, выглядишь отлично!"
INN_LILIA_CONVERSATION04,Дело моей сестры – и мое дело тоже. Я всегда буду ей помогать.
INN_LILIA_CONVERSATION05,"В чем загадка бесконечной воды? Хм... Я слышала, что все дело в силе первого синего дракона."
INN_LILIA_GIFT02,Большое спасибо. Я пожертвую эти деньги в храм Потока.
INN_LAUDIA_CONNECT_GREETING_MAX,Рада тебя снова видеть. А ты меня?
INN_LAUDIA_CONNECT_CONVERSATION01,"Тебе уже доводилось встречаться с Лилией и ее сестрой Лайас? Они потрясающие. Уверена, тебе они очень понравятся."
INN_LAUDIA_CONNECT_CONVERSATION02,"Я чувствую сильную вибрацию Потока и судьбы,\nкоторая встречается только у настоящих воинов и героев."
INN_LAUDIA_CONNECT_CONVERSATION03,Я придумала новый танец. Не хочешь посмотреть? Мы даже можем потанцевать вдвоем.
INN_LAUDIA_GREETING02,"Привет! Теперь, когда мы узнали друг друга поближе, можно я буду называть тебя по имени?"
INN_LAUDIA_CONVERSATION04,Мне нравится это место. Здесь так тихо и спокойно.
INN_LAUDIA_CONVERSATION05,Быть вторым человеком в племени не так-то легко. Мне приходится постоянно заботиться о всех моих соплеменниках.
INN_LAUDIA_GIFT02,"Спасибо. Думаю, я куплю немного еды для детишек..."
INN_ERZE_CONNECT_GREETING_MAX,"Вот, возьми на память. Это клык того, кто меня укусил..."
INN_ERZE_CONNECT_CONVERSATION01,Эта женщина все еще преследует меня... Эта женщина... Она... моя сестра... Я скучаю по ней... Но еще я хочу ее убить... Хи-хи!
INN_ERZE_CONNECT_CONVERSATION02,"Вчера я встретила кое-кого. Он делился своей кровью с людьми. Наша кровь наделена силой, только когда мы сами того хотим. Значит, он отдавал кровь сознательно... Но зачем? Что он получил взамен? Нужно было спросить у него перед тем, как убивать."
INN_ERZE_CONNECT_CONVERSATION03,"Нет, я бы не хотела опять вернуться к своей прежней жизни. Ха-ха, ты что, думаешь, я готова отказаться от всего этого удовольствия и опять погрузиться в невзрачную обыденность? Ни за что! Я не вернусь назад... Но если бы вернулась... то только ради нее..."
INN_ERZE_GREETING02,Я где-то тебя видела... А! Мы же уже встречались.
INN_ERZE_CONVERSATION04,"Демоны не могут тягаться с вампирами. Признаю, высшие демоны – еще куда ни шло, но остальные – просто кучка жалких слабаков."
INN_ERZE_CONVERSATION05,"Кровь развращенных... От ее вкуса у меня прямо мурашки по телу! Да, она доставляет мне непередаваемое блаженство!"
INN_ERZE_GIFT02,У тебя хороший вкус. И с каждой нашей встречей ты выглядишь все привлекательнее!
INN_NERAXIS_CONNECT_GREETING_MAX,"Что ж, рад тебя видеть! Хм..."
INN_NERAXIS_CONNECT_CONVERSATION01,"Лилия? А, эта несносная девчонка? Вечно путается у меня под ногами."
INN_NERAXIS_CONNECT_CONVERSATION02,Почему это ископаемое никак не уберется куда подальше? Иногда мне хочется его убить.
INN_NERAXIS_CONNECT_CONVERSATION03,"Почему мне нравится Лайас? Хм, необязательно должна быть причина, чтобы кто-то тебе нравился... Постой! Откуда ты знаешь?!"
INN_NERAXIS_GREETING02,"Хм-м, это снова ты, человек."
INN_NERAXIS_CONVERSATION04,Что? Тебе нужна помощь? Хм. У меня нет желания с тобой возиться.
INN_NERAXIS_CONVERSATION05,"Ха, это правда. Черные драконы самые сильные!"
INN_NERAXIS_GIFT02,Мне это не нужно. Зачем ты постоянно суешь мне этот хлам?..
INN_SERIA_CONNECT_GREETING_MAX,"О, привет... Как дела?"
INN_SERIA_CONNECT_CONVERSATION01,"Сколько ужасных ночей провела Эрза в страшных мучениях... Я не могла ей ничем помочь. Возможно, именно я виновата, что она стала таким монстром. Да, это моя вина..."
INN_SERIA_CONNECT_CONVERSATION02,"Все, что я могу сделать для нее – положить конец ее страданиям. Другого пути нет. Каждый раз, как я об этом думаю, мое сердце разрывается на части... Сама мысль, что я подниму меч против сестры, отвратительна."
INN_SERIA_CONNECT_CONVERSATION03,"Я... Я хочу поблагодарить тебя. Спасибо за общение... За то, что ты меня слушаешь. Если нам еще доведется свидеться, то..."
INN_SERIA_GREETING02,"Я уже говорила, что не выполняю никаких поручений?"
INN_SERIA_CONVERSATION04,"Я ищу здесь кое-кого. Тебе лучше не знать, кого... Ладно, это моя сестра. Я ищу сестру."
INN_SERIA_CONVERSATION05,"Мы с тобой часто встречаемся. Ты здесь тоже кого-то ищешь? Если это кто-то из твоих товарищей или родственников, береги их..."
INN_SERIA_GIFT02,"Спасибо... Даже не знаю, что сказать... Я тебе очень благодарна."
INN_LUCIAS_CONNECT_GREETING_MAX,Да благословит тебя Луа.
INN_LUCIAS_CONNECT_CONVERSATION01,"О, «Звездная пыль» здесь. Когда я был молод, они приезжали в мой городок каждый год. Может, сходим и поищем Эскера? Вдруг он еще в труппе."
INN_LUCIAS_CONNECT_CONVERSATION02,Иногда мои воспоминания подводят меня. Мое прошлое и память всех предыдущих Святых благословений – все смешалось...
INN_LUCIAS_CONNECT_CONVERSATION03,"Священный рыцарь, святой... Как бы меня ни называли, у меня всего одна миссия: я стараюсь помочь тем, кто страдает и мучается."
INN_LUCIAS_GREETING02,Я так рад снова тебя видеть. Давай вместе помолимся перед нашей трапезой.
INN_LUCIAS_CONVERSATION04,"Говоришь, тебе интересно, есть ли еще святые, помимо меня? Хм, я лично с ними не знаком, но есть еще трое святых."
INN_LUCIAS_CONVERSATION05,"Когда я был Священным рыцарем, я исполнял обязанности флагоносца. Кто бы мог подумать, что, когда я стану святым, моей реликвией тоже будет флаг? Ха-ха-ха."
INN_LUCIAS_GIFT02,"Я благодарен тебе за твой дар, однако должен признать, что я не заслуживаю столь щедрого подарка. Ты не против, если я отдам его кому-то, кто нуждается в нем больше меня?"
INN_CHRISHA_CONNECT_GREETING_MAX,"Хороший рыцарь умеет не только сражаться, но и отдыхать. Присоединяйся."
INN_CHRISHA_CONNECT_CONVERSATION01,"Быть инквизитором, который должен отчитываться перед самим императором, – задача не из простых, но очень почетная."
INN_CHRISHA_CONNECT_CONVERSATION02,"Эх. Кажется, среди чиновников и знати как империи, так и Орвелии не осталось ни одного человека, кому можно было бы доверять."
INN_CHRISHA_CONNECT_CONVERSATION03,"Почему бы тебе не присоединиться к магическим рыцарям Велчии? По мне, ты легко вольешься в наши ряды."
INN_CHRISHA_GREETING02,"А вот и ты. Ну что, подкрепимся перед боем?"
INN_CHRISHA_CONVERSATION04,Не хочешь сыграть в шахматы?
INN_CHRISHA_CONVERSATION05,Я бы не отказалась как-нибудь пообщаться с принцессой Орвелии.
INN_CHRISHA_GIFT02,"Ладно, если ты настаиваешь, то не стану отказываться."
INN_NIA_CONNECT_GREETING_MAX,"*Принюхивается* О, еда... Составишь мне компанию?"
INN_NIA_CONNECT_CONVERSATION01,Это что... мясо? Мясо я люблю. М-м.
INN_NIA_CONNECT_CONVERSATION02,Демоны проводили опыты над моими предками... Превращали их в демонических нелюдей... Жуткие были времена...
INN_NIA_CONNECT_CONVERSATION03,"Р-р-р... Мне нравится, когда меня гладят по голове... Пожалуй, даже слишком... Хи-хи..."
INN_NIA_GREETING02,*Принюхивается* Какой знакомый запах...
INN_NIA_CONVERSATION04,Охотиться весело. Я могу без устали преследовать дичь с утра до вечера.
INN_NIA_CONVERSATION05,"Материал для костяной маски? Ха... Уродливая штука, но довольно милая... с носом... и рогом."
INN_NIA_GIFT02,Мне это не нужно. Лучше дай мне мяса... А? Я могу купить мясо?
INN_LAVRIL_CONNECT_GREETING_MAX,Хи-хи... Мы так рады тебя видеть. Какие планы на сегодня?
INN_LAVRIL_CONNECT_CONVERSATION01,"Люди из церкви Луа выглядят устрашающе, но они хорошие.... Хи-хи."
INN_LAVRIL_CONNECT_CONVERSATION02,"Люди хотят подружиться с феями и духами стихий, но... хочет ли кто-нибудь дружить с призраками?"
INN_LAVRIL_CONNECT_CONVERSATION03,"Мы с тобой друзья... Хи-хи, ты нам очень нравишься. Оставайся с нами."
INN_LAVRIL_GREETING02,Ух... Мы здесь...
INN_LAVRIL_CONVERSATION04,М-мы напуганы... и нам холодно...
INN_LAVRIL_CONVERSATION05,Эх... Нам там одиноко... Несправедливо... Кто же мы?..
INN_LAVRIL_GIFT02,"С-спасибо. Пожалуйста, не уходи. Не бросай нас..."
INN_ESKER_CONNECT_GREETING_MAX,"Моя игра заканчивается, когда я воздаю своим соперникам по заслугам.\nПоследствия меня не страшат. Главное, что кубик продолжает вращаться."
INN_ESKER_CONNECT_CONVERSATION01,"Когда мы были еще детьми, то, бывало, ловили с ним корюшку... Никогда не любил рыбалку.\nКак же было противно насаживать на крючок этих мерзких червяков."
INN_ESKER_CONNECT_CONVERSATION02,Я бы научил Офелию парочке карточных трюков после представления.
INN_ESKER_CONNECT_CONVERSATION03,"Когда я вернусь в «Звездную пыль»?\nХм... Я подумаю над этим, если ты придешь посмотреть представление."
INN_ESKER_GREETING02,"Ха-ха-ха, а ты становишься все лучше и лучше!\nНе желаешь присоединиться ко мне и заработать реальные деньги?"
INN_ESKER_CONVERSATION04,"Этот Люций такой упрямый идиот.\nНе говори ему, что я здесь.\nОх, меня трясет только от одной мысли о встрече с ним."
INN_ESKER_CONVERSATION05,"Тайный игорный дом? О нем знают только посвященные.\nЧтобы сесть за игровой стол, у тебя должна быть при себе целая бутылка вампирской крови.\nЛадно, не плачь. Я просто шучу."
INN_ESKER_GIFT02,"Забудь про подарки, давай лучше поедим.\nСтейк из серебристого сома с лимонным соком будет в самый раз."
INN_GLENWYS_CONNECT_GREETING_MAX,"О, а вот и ты. Не хочешь вместе перекусить?"
INN_GLENWYS_CONNECT_CONVERSATION01,"Иногда... мне кажется, что я не заслуживаю того обожания, с которым на меня смотрит ребятня на улице."
INN_GLENWYS_CONNECT_CONVERSATION02,Я неплохо нахожу общий язык с рыцарями знатного происхождения. Иногда мы даже устраиваем дружеские поединки.
INN_GLENWYS_CONNECT_CONVERSATION03,"Я бесконечно обязана Его Величеству. Только благодаря милости Его Величества такая простолюдинка, как я, могла достигнуть подобных высот."
INN_GLENWYS_GREETING02,"А, привет. Мы снова встретились."
INN_GLENWYS_CONVERSATION04,"Как у тебя со временем? Может, потренируемся вместе?"
INN_GLENWYS_CONVERSATION05,"В империи личные качества ценятся гораздо выше, чем происхождение. Упорный труд – единственный способ добиться успеха."
INN_GLENWYS_GIFT02,"Я не заслуживаю такого щедрого подарка, но... спасибо. Я этого никогда не забуду."
INN_BERNHEIM_CONNECT_GREETING_MAX,"Похоже, у тебя хорошее настроение. Случилось что-то особенное?"
INN_BERNHEIM_CONNECT_CONVERSATION01,"Моя судьба, кажется, связана с этим демоническим мечом... Смогу ли я когда-нибудь от него освободиться?"
INN_BERNHEIM_CONNECT_CONVERSATION02,Вой Таргария звучит в моей голове... Ох...
INN_BERNHEIM_CONNECT_CONVERSATION03,"Когда-то я жаждал могущества, но все потому, что моя воля была слаба. Это больше не повторится."
INN_BERNHEIM_GREETING02,Привет. Последнее время мы часто видимся.
INN_BERNHEIM_CONVERSATION04,Интересуешься моим мечом? Хм... Лучше тебе не спрашивать о нем.
INN_BERNHEIM_CONVERSATION05,"Голова раскалывается... Но ты не волнуйся, я уже привык."
INN_BERNHEIM_GIFT02,Спасибо. Я найду твоему подарку достойное применение.
INN_YURIA_CONNECT_GREETING_MAX,"Я ждала тебя, мастер судьбы."
INN_YURIA_CONNECT_CONVERSATION01,"Я создаю одежду необычным способом, поэтому на изготовление одного наряда у меня уходит очень много времени."
INN_YURIA_CONNECT_CONVERSATION02,"Хм, подумать только, я начала шить не ради славы или богатства, но в итоге не успела даже заметить, как стала знаменитой."
INN_YURIA_CONNECT_CONVERSATION03,"Иногда я возвращаюсь на родину, в Пентеонию. В основном – чтобы сшить очередное платье для королевы Артемии. Хи-хи."
INN_YURIA_GREETING02,"Ха-ха, рада тебя видеть. Мне кажется, что наша сегодняшняя встреча была начертана судьбой."
INN_YURIA_CONVERSATION04,"У меня нет явных видений будущего, я лишь неясно чувствую, что лежит за пределами настоящего."
INN_YURIA_CONVERSATION05,"Обожаю путешествовать. Столько всего можно увидеть, почувствовать и пережить."
INN_YURIA_GIFT02,"Ого, так много? Пожалуй, я угощу тебя напитком в ответ."
INN_CECILIA_CONNECT_GREETING_MAX,"Смелость – вот та сила, которая несет справедливость в мир!"
INN_CECILIA_CONNECT_CONVERSATION01,"Сколько у меня пар ботинок?\nХм, около 100... И это только для тренировок!"
INN_CECILIA_CONNECT_CONVERSATION02,"А? Ты хочешь, чтобы я сыграла на губной гармошке? Ха-ха-ха...\nПогоди-ка."
INN_CECILIA_CONNECT_CONVERSATION03,Не хочешь сыграть в футбол как-нибудь?
INN_CECILIA_GREETING02,Сегодня мы будем играть на полную катушку! Кто со мной?
INN_CECILIA_CONVERSATION04,Не сдавайся! Я с тобой!
INN_CECILIA_CONVERSATION05,"В поедании острой лапши мне нет равных!\nСпорим на 5 золотых, что я смогу съесть больше острой лапши, чем ты. Спорим?"
INN_CECILIA_GIFT02,Как мило! А что бы тебе хотелось получить в ответ?
INN_DAKARIS_CONNECT_GREETING_MAX,"О-о-о, так ты пришёл. Как на счёт того, чтобы перекусить сегодня вместе? Ха-ха-ха..."
INN_DAKARIS_CONNECT_CONVERSATION01,"Хоть меня и называют мудрецом среди других ящеров, мне ещё далеко до этого. Ха-ха-ха."
INN_DAKARIS_CONNECT_CONVERSATION02,Ради свободной жизни и ради будущего наших потомков - я всегда буду помогать в сопротивлении.
INN_DAKARIS_CONNECT_CONVERSATION03,Предки всегда смотрят на нас. И молятся за каждый следующий день...
INN_DAKARIS_GREETING02,"Скорее проходите, друг мой. Что-то произошло?"
INN_DAKARIS_CONVERSATION04,"Ха-ха-ха, Вы всё ещё не вступили в сопротивление?"
INN_DAKARIS_CONVERSATION05,"Я поддерживаю твои усилия ради свободы, но я не люблю решать проблемы, силой."
INN_DAKARIS_GIFT02,"Боже, снова подарок... Ха-ха, спасибо большое."
INN_KIRZE_CONNECT_GREETING_MAX,О... Привет! Я сделала новую куклу... Взглянешь?
INN_KIRZE_CONNECT_CONVERSATION01,"Не люблю сражения, но... нельзя, чтобы пострадавших как я стало больше."
INN_KIRZE_CONNECT_CONVERSATION02,"Я не могу много есть. После того, как мое тело изменилось...\nПоэтому, когда я вижу хорошо питающихся людей, я им завидую."
INN_KIRZE_CONNECT_CONVERSATION03,"Сегодня я немного утомлена... Слегка сонная.\nЕсли покажется, что я очень долго сплю, разбуди меня...\nА если я не проснусь...Страшно..."
INN_KIRZE_GREETING02,"Привет, давно не виделись..."
INN_KIRZE_CONVERSATION04,"Покушать вместе? Ха-ха... Всё нормально, я просто понаблюдаю."
INN_KIRZE_CONVERSATION05,Если кто-то в опастности... Моё тело непроизвольно рвётся помочь им.
INN_KIRZE_GIFT02,"Красный магический камень в моём теле... Слышала, что его можно использовать, как катализатор в магическом реагенте."
INN_REHARTNA_CONNECT_GREETING_MAX,Ой! Добро пожаловать! Мы как раз говорили о Вас.
