KEY,Japanese
Sub1_Ophelia_Sub_Sca_45,この絵には、周囲で蛇がとぐろを巻いているにもかかわらず、\n恐怖を感じていない騎士がいます。 
Sub1_Ophelia_Sub_Sca_46,鋭い知性をお持ちの王女様は、
Sub1_Ophelia_Sub_Sca_47,剣を手放さず、常に理性的で論理的な判断を下されました。
Sub1_Ophelia_Sub_Sca_48,……
Sub1_Ophelia_Sub_Sca_49,2枚目のカードは、逆位置の草原に座る少女。
Sub1_Ophelia_Sub_Sca_50,少女は花を探すも、辺りには咲いている花が見当たりません。
Sub1_Ophelia_Sub_Sca_51,うーん…今、王女様は辛い状況の中、内面的にとても混乱されています。
Sub1_Ophelia_Sub_Sca_52,自分の話を聞いてくれる助力者を必要とされているのかもしれませんね。
Sub1_Ophelia_Sub_Sca_53,助力者か…
Sub1_Ophelia_Sub_Sca_54,最後のカードは…
Sub1_Ophelia_Sub_Sca_55,スカーレット様！王室守門長のロマン様から、緊急の報告が入りました！
Sub1_Ophelia_Sub_Sca_56,王城地下に巨大迷宮が発見されたそうです！
Sub1_Ophelia_Sub_Sca_57,急を要する事態です、お急ぎください！
Sub1_Ophelia_Sub_Sca_58,何っ！？
Sub1_Ophelia_Sub_Sca_59,すまない、緊急事態だ。もう戻らなければ。
Sub1_Ophelia_Sub_Sca_60,またの機会に会うとしよう。
Sub1_Ophelia_Sub_Sca_61,あ…
Sub1_Ophelia_3_5_Plus_1,生きている間にこんなに美しい光景が見れるなんて…
Sub1_Ophelia_3_5_Plus_2,これは占星術師にとって本当に幸せなことね。
Sub1_Ophelia_3_5_Plus_3,［ざわざわ］
Sub1_Ophelia_3_5_Plus_4,わぁ…すごい人の数…
Sub1_Ophelia_3_5_Plus_5,遅い時間なのにみんなこの日を記念しに来たんだ。
Sub1_Ophelia_3_5_Plus_6,うーん、世界樹の前で巡礼の祈りを捧げなきゃいけないんだけど…
Sub1_Ophelia_3_5_Plus_7,すごい人だかりだから早く行かなきゃ。
Sub1_Ophelia_3_5_Plus_8,この日の夜を心の奥深くに秘めるために、
Sub1_Ophelia_3_5_Plus_9,私たちもさっそく聖地に挨拶をしに行こう。
Sub1_Ophelia_3_13_Plus_1,ヴェレキア！！！
Sub1_Ophelia_3_13_Plus_2,どこにいるの！答えて！！
Sub1_Ophelia_3_13_Plus_3,おかしいな…確かに世界樹の奥の方へ入ったはずなのに…
Sub1_Ophelia_3_13_Plus_4,いつの間に周りが暗くなっている…
Sub1_Ophelia_3_13_Plus_5,ここは…一体どこだろう…
Sub1_Ophelia_3_13_Plus_6,きっとヴェレキアも一人で震えているはず…
Sub1_Ophelia_3_15_Plus_1,ヴェレキア…？
Sub1_Ophelia_3_15_Plus_2,ヴェレキア！！無事でよかっ…
Sub1_Ophelia_3_15_Plus_3,これは…
Sub1_Ophelia_3_15_Plus_4,魔法陣…？
Sub1_Ophelia_5_7_Plus_1,くっくっくっ
Sub1_Ophelia_Laugh_1,あはは…
Sub1_Ophelia_6_1_27_Plus_1,必ずみんなを助けてみせる。
Sub1_Ophelia_6_1_27_Plus_2,待っててね、みんな。
Sub1_Ophelia_7_1_3_Plus_1,こんな時にエスカーがいてくれたら、明確な答えをくれてたはずなのに…
Sub1_Ophelia_7_1_3_Plus_2,エスカー…どうして私が一番辛い時、側にいないの…
Sub1_Ophelia_7_1_3_Plus_3,一体どこにいるの…
Sub1_Ophelia_14_1_3_Plus_1,聖地に術式をかけるほどにね。
Sub1_Ophelia_14_1_4_Plus_1,その声…！
Sub1_Ophelia_14_1_6_Plus_1,事実上、不可能なことでした。
Sub1_Ophelia_14_1_7_Plus_1,予言の星たちが交差する日、
Sub1_Ophelia_Sub_Sca_33_Plus_1,学業運、金運、恋愛運もあり…ますよ…？あぁっ…
Sub1_Ophelia_3_2_Plus_1,今度はもっと深く広く、響き渡るかもしれません
Sub1_Ophelia_3_3_Plus_1,伝説として語り継がれる予言の星たちが行き交う夜なのですから
Sub1_Ophelia_4_1_1,(うーん…あの子たちがいないから、とりあえずは常備しておいた普通のカードを使うしかなさそう)
Sub1_Ophelia_4_1_2,(見た目は同じでも…その威力は雲泥の差だろうけど…)
Sub1_Ophelia_4_1_3,(でも、迷惑をかけるわけにはいかない…！できる限りカードに魔力を吹き込もう！)
Sub1_Ophelia_7_3_0_Plus_1,カルタ…眠る前の記憶がまったくないのね…
Sub1_Ophelia_7_3_0_Plus_2,やっぱり…彼女に会うしかないわ。
Sub1_Ophelia_7_3_1_Plus_1,亡者の住処も見つけたし、霊魂の儀式もできるわよね？
Sub1_Ophelia_7_3_10_Plus_1,この者の痕跡を追跡した結果…
Sub1_Ophelia_7_3_10_Plus_2,同じオーラが感じられる未知の座標が感知されました。
Sub1_Ophelia_9_13_Plus_1,(あ…あの子たちがいないから今は非常用のカードを使うしか…)
Sub1_Ophelia_9_13_Plus_2,(あの子たちと一緒の時の正確さは期待できないだろうけど…)
Sub1_Ophelia_14_2_6_Plus_1,目と耳を遮られたこの子たちは、あなたのことが永遠に分からなくなるでしょう。
Sub1_Ophelia_14_4_21_Plus_1,夢の中のあの方は…
Sub1_Ophelia_14_4_21_Plus_2,世界の運命…
Sub1_Ophelia_14_4_21_Plus_3,…になる人…
Sub1_Ophelia_14_4_29_Plus_1,ああ…すでに、すべてが私の世界の中に留まっていたのでしょうか。
Sub1_Ophelia_14_4_29_Plus_2,世界の運命…世界を救う人…
Sub1_Ophelia_14_4_40,星のささやきを聞いたことがありますか
Sub1_Ophelia_14_4_41,夜空いっぱいに輝く彼らの声に耳を澄ませると、
Sub1_Ophelia_14_4_42,世の中のどんなものよりも美しい夢を見ることができます
Sub1_Ophelia_14_4_43,ささやきの後をたどって歩いていくと、
Sub1_Ophelia_14_4_44,胸の高鳴る新たな出会いが結ばれることもあります
Sub1_Ophelia_14_4_45,ご存知でしょうか
Sub1_Ophelia_14_4_46,あなたの瞳の奥にも星の道があるのです
Sub1_Ophelia_14_4_47,星の導く眩い道
Sub1_Ophelia_14_4_48,その道を辿っていくと
Sub1_Ophelia_14_4_49,心の奥底から求めていたものに出会うため、
Sub1_Ophelia_14_4_50,私はこうしてあなたの瞳を見つめます
Sub1_Ophelia_14_4_51,私は運命を示す者
Sub1_Ophelia_14_4_52,見失った道を示す導き手
Sub1_Ophelia_14_4_53,私は運命に逆らう者
Sub1_Ophelia_14_4_54,見失った道へ戻れる方向の指示者
Sub1_Ophelia_14_4_55,あなたという運命に出会うために
Sub1_Ophelia_14_4_56,星光のささやきを胸に道を辿ってきた
Sub1_Ophelia_14_4_57,魔女、オペリアと言います
Sub1_Ophelia_14_4_58,そして、時は経ち…
Sub1_Ophelia_14_4_59,ふんふ～ん
Sub1_Ophelia_14_4_60,洞察の星は無事に繋がったようですね、何よりです。
Sub1_Ophelia_14_4_61,え…え……あれ…？
Sub1_Ophelia_14_4_62,その…その目…
Sub1_Ophelia_14_4_63,何故あなたがここに…？
Sub1_Ophelia_14_4_64,あなたに出会えることをお待ちしていました。新たなラシフィール。
Sub1_Ophelia_Sub_Sca_62,運命の車輪は漆黒の海へ向かって転がり、
Sub1_Ophelia_Sub_Sca_63,永劫の時間を漂流していた星たちが再び集まります
Sub1_Ophelia_Sub_Sca_64,集まった星光は果てしない夜を照らす灯台であり、
Sub1_Ophelia_Sub_Sca_65,迫りくる巨大な気流に立ち向かう、また別の気流となるでしょう
Sub1_Ophelia_Sub_Sca_66,空に輝く12個の星たちよ、光を照らしなさい
Sub1_Ophelia_Sub_Sca_67,深き闇を裂く一筋の光となりましょう
